,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",3
2,"(Blues, Blues)",3
3,"(Country, Alternative&Punk)",7
4,"(Soundtracks&More, NewAge)",6
5,"(Comedy&SpokenWord, Electronic&Dance)",4
6,"(Comedy&SpokenWord, EasyListening&Vocals)",3
7,"(Hip-Hop, Childrens's)",2
8,"(Alternative&Punk, Electronic&Dance)",3
9,"(Religious, Blues)",1
10,"(Hip-Hop, Country)",2
11,"(Electronic&Dance, World)",3
12,"(World, Country)",6
13,"(Childrens's, Classical)",3
14,"(Latin, EasyListening&Vocals)",4
15,"(Rock&Pop, Folk)",1
16,"(Folk, R&B&Soul)",4
17,"(Blues, Jazz)",6
18,"(Alternative&Punk, Reggae)",4
19,"(Electronic&Dance, Alternative&Punk)",4
20,"(World, Childrens's)",4
21,"(Hip-Hop, Comedy&SpokenWord)",1
22,"(World, Electronic&Dance)",5
23,"(Childrens's, Rock&Pop)",1
24,"(Soundtracks&More, Electronic&Dance)",1
25,"(Reggae, Soundtracks&More)",1
26,"(Rock&Pop, Hip-Hop)",1
27,"(R&B&Soul, R&B&Soul)",2
28,"(Rock&Pop, Religious)",6
29,"(Latin, Country)",6
30,"(EasyListening&Vocals, R&B&Soul)",2
31,"(Rock&Pop, R&B&Soul)",3
32,"(NewAge, Classical)",2
33,"(Hip-Hop, Electronic&Dance)",2
34,"(Latin, Religious)",1
35,"(Blues, Comedy&SpokenWord)",1
36,"(Blues, Latin)",2
37,"(R&B&Soul, Religious)",6
38,"(NewAge, EasyListening&Vocals)",5
39,"(Alternative&Punk, Folk)",3
40,"(Soundtracks&More, Latin)",3
41,"(Country, Religious)",4
42,"(World, Folk)",3
43,"(Jazz, Jazz)",9
44,"(Blues, NewAge)",3
45,"(Alternative&Punk, Hip-Hop)",1
46,"(R&B&Soul, Blues)",2
47,"(Comedy&SpokenWord, World)",3
48,"(Childrens's, World)",2
49,"(EasyListening&Vocals, Jazz)",2
50,"(Rock&Pop, Jazz)",3
51,"(Alternative&Punk, Alternative&Punk)",3
52,"(Electronic&Dance, Religious)",4
53,"(Jazz, Comedy&SpokenWord)",1
54,"(Latin, Alternative&Punk)",1
55,"(Jazz, Hip-Hop)",2
56,"(Classical, Country)",3
57,"(R&B&Soul, NewAge)",2
58,"(Latin, Folk)",2
59,"(Alternative&Punk, Childrens's)",6
60,"(Blues, R&B&Soul)",4
61,"(Latin, R&B&Soul)",5
62,"(EasyListening&Vocals, Electronic&Dance)",3
63,"(Religious, R&B&Soul)",3
64,"(Alternative&Punk, EasyListening&Vocals)",1
65,"(World, NewAge)",5
66,"(Alternative&Punk, R&B&Soul)",1
67,"(Soundtracks&More, Comedy&SpokenWord)",1
68,"(Jazz, Rock&Pop)",3
69,"(Comedy&SpokenWord, Hip-Hop)",4
70,"(Classical, Comedy&SpokenWord)",9
71,"(Jazz, Folk)",6
72,"(Jazz, World)",2
73,"(Latin, Childrens's)",4
74,"(Hip-Hop, Soundtracks&More)",2
75,"(EasyListening&Vocals, Religious)",4
76,"(Comedy&SpokenWord, Childrens's)",4
77,"(Religious, Reggae)",3
78,"(NewAge, Soundtracks&More)",2
79,"(Classical, Blues)",4
80,"(Comedy&SpokenWord, Folk)",3
81,"(Soundtracks&More, Country)",6
82,"(NewAge, Alternative&Punk)",3
83,"(Religious, Electronic&Dance)",1
84,"(Comedy&SpokenWord, Reggae)",2
85,"(Soundtracks&More, R&B&Soul)",4
86,"(Blues, Rock&Pop)",3
87,"(Electronic&Dance, Blues)",1
88,"(Blues, EasyListening&Vocals)",2
89,"(Blues, World)",4
90,"(Folk, Alternative&Punk)",2
91,"(Rock&Pop, NewAge)",2
92,"(Alternative&Punk, Comedy&SpokenWord)",4
93,"(Classical, EasyListening&Vocals)",2
94,"(Religious, Jazz)",4
95,"(Childrens's, Comedy&SpokenWord)",2
96,"(R&B&Soul, Hip-Hop)",7
97,"(Reggae, Religious)",4
98,"(Reggae, R&B&Soul)",9
99,"(Soundtracks&More, Blues)",3
100,"(World, Blues)",4
101,"(Jazz, Alternative&Punk)",4
102,"(Folk, Jazz)",4
103,"(EasyListening&Vocals, Blues)",3
104,"(Religious, Religious)",8
105,"(Alternative&Punk, World)",1
106,"(Jazz, R&B&Soul)",2
107,"(Childrens's, Electronic&Dance)",4
108,"(Rock&Pop, Soundtracks&More)",3
109,"(Religious, Soundtracks&More)",2
110,"(Country, Folk)",5
111,"(Alternative&Punk, Blues)",2
112,"(Electronic&Dance, Hip-Hop)",9
113,"(Classical, NewAge)",1
114,"(Alternative&Punk, Religious)",5
115,"(Childrens's, Hip-Hop)",1
116,"(R&B&Soul, Reggae)",8
117,"(Electronic&Dance, Reggae)",5
118,"(Hip-Hop, Jazz)",5
119,"(Religious, Hip-Hop)",1
120,"(Comedy&SpokenWord, Blues)",2
121,"(R&B&Soul, Comedy&SpokenWord)",2
122,"(Alternative&Punk, NewAge)",6
123,"(EasyListening&Vocals, Hip-Hop)",4
124,"(Rock&Pop, Country)",3
125,"(NewAge, Hip-Hop)",2
126,"(Reggae, Jazz)",2
127,"(NewAge, Country)",5
128,"(R&B&Soul, EasyListening&Vocals)",2
129,"(R&B&Soul, Latin)",3
130,"(Soundtracks&More, Alternative&Punk)",1
131,"(R&B&Soul, Rock&Pop)",1
132,"(Alternative&Punk, Latin)",5
133,"(Reggae, Electronic&Dance)",1
134,"(Blues, Childrens's)",2
135,"(Jazz, Childrens's)",3
136,"(Childrens's, Jazz)",2
137,"(NewAge, Jazz)",1
138,"(Electronic&Dance, Rock&Pop)",2
139,"(Jazz, EasyListening&Vocals)",3
140,"(Folk, Childrens's)",4
141,"(Blues, Hip-Hop)",2
142,"(EasyListening&Vocals, Folk)",2
143,"(R&B&Soul, Country)",6
144,"(Folk, NewAge)",1
145,"(Childrens's, Country)",1
146,"(Latin, Rock&Pop)",1
147,"(Classical, Religious)",1
148,"(Classical, World)",7
149,"(Country, Jazz)",2
150,"(NewAge, NewAge)",8
151,"(Childrens's, NewAge)",5
152,"(Childrens's, Latin)",1
153,"(NewAge, World)",5
154,"(NewAge, R&B&Soul)",3
155,"(EasyListening&Vocals, Soundtracks&More)",3
156,"(Latin, World)",3
157,"(World, Rock&Pop)",2
158,"(Religious, Latin)",4
159,"(Alternative&Punk, Rock&Pop)",3
160,"(R&B&Soul, Folk)",1
161,"(Comedy&SpokenWord, Country)",2
162,"(NewAge, Folk)",1
163,"(EasyListening&Vocals, Comedy&SpokenWord)",1
164,"(Folk, Soundtracks&More)",2
165,"(Country, Electronic&Dance)",1
166,"(EasyListening&Vocals, Classical)",1
167,"(Rock&Pop, Rock&Pop)",8
168,"(Blues, Alternative&Punk)",1
169,"(Childrens's, Childrens's)",4
170,"(EasyListening&Vocals, Rock&Pop)",1
171,"(Comedy&SpokenWord, Latin)",1
172,"(Folk, Latin)",3
173,"(Childrens's, EasyListening&Vocals)",3
174,"(EasyListening&Vocals, Country)",4
175,"(Electronic&Dance, Country)",1
176,"(Folk, EasyListening&Vocals)",2
177,"(Electronic&Dance, NewAge)",1
178,"(Country, Rock&Pop)",5
179,"(Folk, Electronic&Dance)",2
180,"(Blues, Soundtracks&More)",1
181,"(World, Jazz)",4
182,"(Soundtracks&More, World)",2
183,"(Folk, Hip-Hop)",3
184,"(Jazz, NewAge)",1
185,"(Hip-Hop, EasyListening&Vocals)",1
186,"(Electronic&Dance, Latin)",2
187,"(Childrens's, Reggae)",4
188,"(Reggae, Country)",1
189,"(Hip-Hop, Latin)",3
190,"(Religious, NewAge)",3
191,"(EasyListening&Vocals, Childrens's)",4
192,"(Soundtracks&More, Jazz)",1
193,"(NewAge, Blues)",5
