,id,scaled_skl,scaled_rp,scaled_levenshtein,scaled_corr,scaled_mfcc,scaled_bh,aggregated
0,music/Small Cover Song Library/Rachmaninoff - Op 3_ No 2 by Idil Biret.mp3,2.4923167283609203e-06,0.0,0.0,0.0,0.0,0.0,4.153861213934867e-07
1,music/Klassik Solo/Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,1.3233341187307546e-05,0.1041650510506122,0.18013734812466983,0.686746492726136,0.14994300402024927,0.19175031827807595,0.21879257459015508
2,music/Klassik Solo/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,1.3233341187307546e-05,0.1041650510506122,0.18013734812466983,0.686746492726136,0.14994300402024927,0.19175031827807595,0.21879257459015508
3,music/Klassik Solo/JS Bach_ Toccata And Fugue In D Minor BWV 565 - Toccata.mp3,1.881130349217254e-05,0.08602980064621128,0.1970417326994189,0.8223354076197789,0.08418506819502762,0.15091338528943724,0.22342070095889435
4,music/Klassik Orchester/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,6.4767262404603485e-06,0.04753686141272389,0.17485472794506074,0.9158536209495514,0.1593379688491929,0.15910942907480005,0.24278318082626157
5,music/Sountrack/The Witcher 3 - The Fields of Ard Skellig.mp3,7.472097443020217e-06,0.0966747969627714,0.18119387216059166,0.5440447921724639,0.25525388714846853,0.4071020336169608,0.24737947569311655
6,music/Klassik Solo/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,2.1098535196126095e-05,0.0735525557129754,0.2630744849445325,0.7277931397153711,0.18811685939278308,0.2602399921381314,0.2521330217398316
7,music/Klassik Orchester/Orchestre Montreal - Saint-Saëns_ Danse Macabre Op40 R171.mp3,0.0,0.04362945349163812,0.3328050713153724,0.7822391275916412,0.13782660307288783,0.21777696643118893,0.25237953698378807
8,music/Small Cover Song Library/Rachmaninov - Op3 No2 by Rachmaninov.mp3,9.013985010541077e-05,0.04979696688936417,0.15636555731642895,0.8987624387631876,0.23591946688316556,0.17569765799927148,0.2527720379502538
9,music/Klassik Solo/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,9.013985010541077e-05,0.04979696688936417,0.15636555731642895,0.8987624387631876,0.23591946688316556,0.17569765799927148,0.2527720379502538
10,music/Klassik Solo/Yuja Wang - Saint-Saëns_ Danse macabre Op40.mp3,2.343881531343076e-05,0.08402547038887914,0.3539355520338088,0.8132890490076209,0.1449337320332429,0.16710832691865862,0.260552594866254
11,music/Klassik Orchester/Liszt - Totentanz.mp3,1.729099563330055e-06,0.057051261419207216,0.8309561542525092,0.30968303408350095,0.17505689659906346,0.1954543567138151,0.26136723869460987
12,music/Klassik Solo/Alice Sara Ott - Prélude in D Flat Major (_Raindrop_) Op28 No15.mp3,4.7346443835934446e-05,0.06459236417410136,0.3116745905969361,0.676221747267727,0.16810198187277775,0.3556750008442062,0.26271883853326405
13,music/Klassik Orchester/Tchaikovsky_ Piano Concerto No1 In B Flat Minor Op23 TH55 - 1 Allegro non troppo e mo.mp3,4.259244731756895e-06,0.09604464081404251,0.196513470681458,0.9080586073022932,0.17480146512093797,0.20771119095958435,0.26385560568717464
14,music/Small Cover Song Library/Game of Thrones Theme Taylor Davis.mp3,1.490062079525639e-05,0.14010888170554237,0.18858954041204437,0.624085827922821,0.18639689170491128,0.5042268118057461,0.27390380902864336
15,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,1.299066124255431e-05,0.15310418346660284,0.18330692023243528,0.914109176921205,0.2121463584466327,0.18903890066939383,0.2752864217329187
16,music/Sountrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,1.0837986327815105e-05,0.05851956815497053,0.2086634970945589,0.7974595974720528,0.19378992503552975,0.4452118633284086,0.2839425481786414
17,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,1.2831355015942418e-05,0.10415487967001438,0.2556788166930798,0.7885336779882807,0.25299762198193565,0.3350021357183257,0.28939666056777535
18,music/Small Cover Song Library/Fuer Elise 2.mp3,0.002806217079004841,0.05831168901976486,0.18277865821447437,0.8971405329866385,0.3299883719973512,0.26791812687315963,0.28982393269506557
19,music/Klassik Solo/Philippe Entremont Beethoven Bagatelle Für Elise .mp3,0.002806217079004841,0.05831168901976486,0.18277865821447437,0.8971405329866385,0.3299883719973512,0.26791812687315963,0.28982393269506557
20,music/Sountrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,1.1977264015291963e-05,0.07980454510324536,0.2387744321183307,0.862682643435122,0.18021961930078337,0.4008752109546171,0.29372807136268564
21,music/Klassik Orchester/Ludovico Einaudi - Divenire.mp3,6.743511319227912e-06,0.06649456059273437,0.33438985736925514,0.8544548729163559,0.246602844543367,0.3062517857869232,0.3013667774533258
22,music/Sountrack/Vikings - Floki Appears to Kill Athelstan.mp3,1.5546152386651247e-05,0.12069496933892912,0.1722134178552562,0.7161968341525722,0.32297676405573417,0.49152959801050733,0.30393785492756425
23,music/Sountrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,1.5802878337294975e-05,0.1033074265935992,0.3370311674590597,0.8417100268245175,0.1791363813652059,0.39958214789040447,0.3101304921685207
24,music/Klassik Orchester/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,4.827282882938116e-06,0.08274087855295796,0.18330692023243528,0.7280043080673596,0.36064618154900935,0.508755916405045,0.31057650534828174
