,id,scaled_skl,scaled_rp,scaled_levenshtein,scaled_corr,scaled_mfcc,scaled_bh,aggregated
0,music/Small Cover Song Library/ACDC Cover - TNT.mp3,0.0,0.0,0.0,0.6325288786985013,0.0,0.0,0.10542147978308354
1,music/Melodic Death Metal/Mors Principium Est - Masquerade.mp3,8.95433151927034e-07,0.506800492876687,0.286302780638517,0.6460699885749239,0.1617238732263602,0.20788727553726202,0.3014642177144837
2,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,4.003509486645106e-07,0.34059189321845484,0.203913491246138,0.8495102466594739,0.16186781408543666,0.35746660434096955,0.3188917416502369
3,music/Old Pop/Earth Wind And Fire - September.mp3,4.875319851698589e-07,0.48486448648567737,0.21163748712667355,0.9286350170392218,0.13602318873495903,0.1920440391674918,0.32553411768100143
4,music/Old Pop/David Bowie - Life On Mars.mp3,2.3608762763596397e-07,0.3996557997704216,0.2059732234809475,0.8929614026157997,0.061257010065480476,0.43659325297069285,0.3327401541651616
5,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,6.409656780264149e-07,0.5636603007367151,0.29351184346035014,0.6724201123442046,0.056753791468280454,0.4856796461348418,0.345337722518345
6,music/Rock/Pvris - My House.mp3,2.7978013462434046e-07,0.44570236700562443,0.223480947476828,0.8485551238597715,0.07654983914809002,0.5460264805705963,0.35671917297350747
7,music/Old Pop/Marvin Gaye - Ain't No Mountain High Enough.mp3,3.080518255873086e-07,0.39013876338058573,0.18640576725025745,0.8613334740061359,0.09384517338011866,0.6123312743827756,0.3573424600752832
8,music/Sountrack/Flesh And Bone - Dakini_ Movement IV.mp3,5.032009397733105e-07,0.6196659846543284,0.20545829042224512,0.9399193813461181,0.09933883411555491,0.33531135098581133,0.3666157241208328
9,music/Old Pop/Corey Hart - Sunglasses At Night.mp3,2.800598553348219e-07,0.525590727205832,0.2909371781668383,0.7323733540397226,0.08623205170104577,0.5676663420627472,0.36713332220600686
10,music/Klassik Solo/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,1.1250430322008376e-05,0.7264079405459618,0.2893923789907312,0.5363323873967396,0.13916421541216234,0.5727529301855149,0.3773435171602386
11,music/Other Metal/Gojira - Global warming.mp3,8.347236469551734e-07,0.48639866956384037,0.3238928939237899,0.5181387794396496,0.1696688260735748,0.7876181541365955,0.38095302631018285
12,music/Small Cover Song Library/Sia - Chandelier.mp3,4.3647065992193776e-07,0.4500279390017829,0.19258496395468588,0.8002799531988997,0.12068369220837073,0.7504290888726715,0.3856676789511784
13,music/Rock/twenty one pilots - Car Radio.mp3,3.3972015930874094e-07,0.5075859757043938,0.252832131822863,0.7765159336971803,0.12091218832198805,0.6625224875716607,0.3867281761397075
14,music/Small Cover Song Library/Serj Tankian - Empty Walls (Orchestra).mp3,3.5328913390535226e-07,0.39903118532273735,0.23171987641606592,0.8610325090141309,0.18704102312432364,0.6464644614317224,0.38754823476635236
15,music/Melodic Death Metal/Orbit Culture - Sun Of All.mp3,1.11887443481781e-06,0.56747042424739,0.22090628218331618,0.8628865026957171,0.09884724644028943,0.586753532289258,0.3894775177884009
16,music/Other Metal/System Of A Down-Toxicity.mp3,3.59172477553737e-07,0.43625392249009876,0.2070030895983522,0.887391260990552,0.13284834610988802,0.6818906668140851,0.3908979408625756
17,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,2.5161419552299365e-07,0.5461240716215375,0.28887744593202885,0.6500075471305895,0.08706633226383176,0.7819272270069588,0.392333812594857
18,music/Klassik Solo/Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,6.101262003239878e-07,0.6824432080946488,0.19876416065911431,0.7004613637308741,0.17451544013410028,0.6047748287924222,0.39349326858955996
