,id,scaled_skl,scaled_rp,scaled_levenshtein,scaled_corr,scaled_mfcc,scaled_bh,aggregated
0,music/Small Cover Song Library/Fuer Elise 1.mp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Klassik Solo/Beethoven - Für Elise.mp3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,music/Small Cover Song Library/Fuer Elise 2.mp3,0.04888969540515245,0.048427208780835264,0.1162303664921466,0.6441480949416896,0.10428980161007849,0.27482228867683106,0.20613457598445561
3,music/Klassik Solo/Philippe Entremont Beethoven Bagatelle Für Elise .mp3,0.04888969540515245,0.048427208780835264,0.1162303664921466,0.6441480949416896,0.10428980161007849,0.27482228867683106,0.20613457598445561
4,music/Small Cover Song Library/Rachmaninov - Op3 No2 by Rachmaninov.mp3,0.08411898357759974,0.04426993480008565,0.16073298429319371,0.7900385974187393,0.167948065040736,0.19061955253151225,0.23962135294364442
5,music/Klassik Solo/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,0.08411898357759974,0.04426993480008565,0.16073298429319371,0.7900385974187393,0.167948065040736,0.19061955253151225,0.23962135294364442
6,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,0.14698009383170105,0.1458093109143633,0.15706806282722513,0.7382648275492387,0.18032897071133144,0.1982829249637081,0.2611223651329279
7,music/Klassik Solo/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,0.07963168984457908,0.07417558165938483,0.23036649214659685,0.755575536971221,0.20022947884328515,0.2585847852107532,0.26642726077930334
8,music/Small Cover Song Library/Rachmaninoff - Op 3_ No 2 by Idil Biret.mp3,0.05393586660698366,0.02890981647786627,0.18534031413612564,0.9190133662185183,0.32112484787914786,0.16386210788204333,0.2786977198667808
9,music/Klassik Orchester/Orchestre Montreal - Saint-Saëns_ Danse Macabre Op40 R171.mp3,0.08758280103005592,0.04867941525062511,0.31780104712041884,0.7982580817621532,0.2473793197041866,0.17824554164342934,0.2796577010851448
10,music/Klassik Solo/Mozart_ Piano Sonata No11 In A K 331 -_Alla Turca_ - 3 Alla Turca (Allegretto).mp3,0.03938996786973863,0.1219469321153055,0.17172774869109947,0.7949700724693686,0.08768083981174345,0.4667437677403324,0.28040988811626466
11,music/Klassik Orchester/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.19405664776650763,0.04721677807735039,0.15706806282722513,0.8333876759431769,0.37928015934516823,0.16743750388252782,0.296407804640326
12,music/Klassik Solo/JS Bach_ Toccata And Fugue In D Minor BWV 565 - Toccata.mp3,0.2573787658856894,0.0886700766764535,0.19267015706806281,0.7642199689279552,0.3056425609829923,0.20361433406709495,0.302032643934708
13,music/Klassik Solo/Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.26969039106762793,0.10303046328162102,0.15549738219895287,0.7124267676911424,0.3392639254174019,0.24918318555723948,0.3048486858689976
14,music/Klassik Solo/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.26969039106762793,0.10303046328162102,0.15549738219895287,0.7124267676911424,0.3392639254174019,0.24918318555723948,0.3048486858689976
15,music/Klassik Solo/Yuja Wang - Saint-Saëns_ Danse macabre Op40.mp3,0.11436635437487125,0.07985358717230269,0.34659685863874345,0.8981320430810545,0.2277012513053489,0.2034232009103595,0.3116788825804467
16,music/Jazz/Keith Jarrett - Part II Tokyo.mp3,0.04097178376607232,0.04149033649085838,0.474869109947644,0.8064102517068721,0.13035378413639426,0.3856808903976715,0.3132960260742521
17,music/Klassik Solo/Alice Sara Ott - Prélude in D Flat Major (_Raindrop_) Op28 No15.mp3,0.07551847612436638,0.05249812438330794,0.3094240837696335,0.8229822907821428,0.24733337129466923,0.3748655127071014,0.3137703098435369
18,music/Sountrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.1883150498519755,0.08951007060359481,0.17853403141361257,0.8223614865363544,0.1838877978036307,0.4221471879740371,0.3141259373638675
