,id,key,scale,bpm,scaled_rp,scaled_rh,scaled_bh,scaled_notes,scaled_chroma,scaled_skl,scaled_js,scaled_mfcc,aggregated
0,music/I_Don_t_Like_Mondays/boomtown_rats+Best_of_the_Boomtown_Rats+10-I_Don_t_Like_Mondaysmp3, B, major, 143.92578125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Let_It_Be/beatles+1+26-Let_It_Bemp3, C, major, 139.700973511,0.3102956115950993,0.27407823370314827,0.249916953775556,0.40286298568507156,0.9222262109841577,0.015323555438753706,0.26778654927116946,0.12095524265015525,0.32043066788788893
2,music/Let_It_Be/beatles+Let_It_Be+06-Let_It_Bemp3, C, major, 137.028686523,0.3573300511696433,0.34748370934616624,0.24378703076921468,0.40797546012269936,0.9439119202708184,0.016983071557475877,0.29397107225471447,0.24827130756973464,0.35746420288255837
3,music/Don_t_Let_It_Bring_You_Down/annie_lennox+Medusa+04-Don_t_Let_It_Bring_You_Downmp3, F, major, 137.225463867,0.35866558095454526,0.24508468700183103,0.5313440972574606,0.3885480572597137,0.9599621352792945,0.01736697754744894,0.2839629002419535,0.09588180783273868,0.3601020304218733
4,music/Faith/limp_bizkit+Three_Dollar_Bill_Yall+09-Faithmp3, D, major, 95.158454895,0.3125635155714463,0.34234625554023895,0.511273067233177,0.4376278118609407,0.9902465147250326,0.01205508246018591,0.20472635463043437,0.18204432428013248,0.3741103657876985
5,music/I_Don_t_Want_To_Miss_A_Thing/aerosmith+Armageddon_Original_Soundtrack_+01-I_Don_t_Want_To_Miss_A_Thingmp3, D, major, 120.863586426,0.32973382527822476,0.2628069193024818,0.7808692624867518,0.434560327198364,0.9560351340934775,0.014693429041860717,0.25463150910283555,0.05336510688299328,0.3858369391733737
6,music/We_Can_Work_It_Out/beatles+1+13-We_Can_Work_It_Outmp3, D, major, 107.710151672,0.34785901554588744,0.2548018224597146,0.6017273745465807,0.4325153374233129,0.9749263034967953,0.02858113818764177,0.39561569101370314,0.08346008238736717,0.38993584563262534
7,music/God_Only_Knows/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+07-God_Only_Knowsmp3, A, major, 116.500022888,0.3381038483978244,0.3141921216945979,0.7180246533506732,0.3946830265848671,0.9324172488901049,0.014589334504522098,0.2451094443025439,0.20740387240678781,0.39556544376649017
8,music/Day_Tripper/beatles+1+12-Day_Trippermp3, E, major, 137.06993103,0.44438092950576835,0.34803258799747044,0.5446847539163815,0.4222903885480573,0.9786822561030862,0.02256481072805128,0.345058243170806,0.06486063967057394,0.3963193262050244
9,music/Caroline_No/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+11-Caroline_Nomp3, C, major, 143.708587646,0.4252298314910761,0.4735282532019561,0.1580079970244603,0.5020449897750511,0.949119119440182,0.026752442088651913,0.41444292533962457,0.22833644927569766,0.39718275095458755
10,music/A_Whiter_Shade_Of_Pale/annie_lennox+Medusa+03-A_Whiter_Shade_Of_Palemp3, C, major, 146.054702759,0.4473586953084972,0.4160375431738235,0.46866453431862337,0.5204498977505112,0.9477528199724458,0.012347235804019977,0.22262117145665913,0.1435464707325087,0.39734729606463615
11,music/I_Love_You/celine_dion+Falling_Into_You+09-I_Love_Yoump3, E, major, 88.5106048584,0.32875614221146127,0.38323598358401073,0.788271492886012,0.41922290388548056,0.9680813588052067,0.017990139162129194,0.2804621606447049,0.06563162812616173,0.40645647616314584
12,music/Straight_From_The_Heart/bryan_adams+So_Far_So_Good+02-Straight_From_The_Heartmp3, C, major, 84.6679153442,0.43651486226785297,0.3933552548991984,0.8055725062853568,0.38445807770961143,0.9614983074920082,0.011279759663713276,0.20413626042297411,0.05802678611369488,0.40685522685680126
13,music/All_Along_The_Watchtower/jimi_hendrix_experience+Electric_Ladyland+15-All_Along_The_Watchtowermp3, D#, major, 114.371948242,0.3371567585032845,0.23615655476725192,0.6820689730935464,0.418200408997955,0.9746921967699856,0.0328120940103397,0.40208083770898406,0.184139737674674,0.4084134451907527
