,_1,_2
0,music/Let_It_Be/beatles+Let_It_Be+06-Let_It_Bemp3,0.0004803493514961556
1,music/Let_It_Be/beatles+1+26-Let_It_Bemp3,0.15955064659877247
2,music/Let_It_Be/nick_cave+I_am_Sam+20-Let_It_Bemp3,0.3029795178476007
3,music/I_Don_t_Like_Mondays/boomtown_rats+Best_of_the_Boomtown_Rats+10-I_Don_t_Like_Mondaysmp3,0.34267458874790613
4,music/Love_Hurts/heart+The_Road_Home+07-Love_Hurtsmp3,0.3497168253682802
5,music/Caroline_No/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+11-Caroline_Nomp3,0.3575207515955681
6,music/All_Along_The_Watchtower/dave_matthews_band+Live_At_Red_Rocks_8_15_95_Disc_2+08-All_Along_The_Watchtowermp3,0.35963908598230765
7,music/Little_Wing/corrs+Talk_on_Corners_Special_Edition+12-Little_Wingmp3,0.3623881780235524
8,music/Don_t_Let_It_Bring_You_Down/annie_lennox+Medusa+04-Don_t_Let_It_Bring_You_Downmp3,0.36436974338075445
9,music/Something_So_Right/annie_lennox+Medusa+10-Something_So_Rightmp3,0.37076115630865525
10,music/Day_Tripper/beatles+1+12-Day_Trippermp3,0.37312332692049655
11,music/Faith/limp_bizkit+Three_Dollar_Bill_Yall+09-Faithmp3,0.3743773802232158
12,music/Little_Wing/eric_clapton+Crossroads_2_Disc_1+08-Little_Wingmp3,0.3784997294012181
13,music/Yesterday/beatles+1+11-Yesterdaymp3,0.3801536957235423
14,music/Night_Time_Is_The_Right_Time/aretha_franklin+Aretha_Now+04-Night_Time_Is_The_Right_Timemp3,0.38284940106880416
15,music/Thin_Line_Between_Love_And_Hate/annie_lennox+Medusa+08-Thin_Line_Between_Love_And_Hatemp3,0.3858485881441617
16,music/Between_The_Bars/glen_phillips+Capitol_Garage+35-Between_The_Barsmp3,0.38781941826691607
17,music/Purple_Rain/leann_rimes+Sittin_On_Top_Of_The_World+15-Purple_Rainmp3,0.38798960739313443
18,music/Strange_Little_Girl/tori_amos+Strange_Little_Girls+03-Strange_Little_Girlmp3,0.3952040840176506
19,music/God_Only_Knows/beach_boys+Pet_Sounds+08-God_Only_Knowsmp3,0.3971985009218183
20,music/Straight_From_The_Heart/bonnie_tyler+Faster_Than_The_Speed_Of_Night+09-Straight_From_The_Heartmp3,0.40054311563995815
21,music/Rattlesnakes/lloyd_cole_and_the_commotions+Rattlesnakes+03-Rattlesnakesmp3,0.40094764163318963
22,music/A_Whiter_Shade_Of_Pale/procol_harum+Greatest_Hits+2-A_Whiter_Shade_Of_Palemp3,0.40143054465561234
23,music/Real_Men/tori_amos+Strange_Little_Girls+12-Real_Menmp3,0.4026600623778508
24,music/Stone_Cold_Crazy/queen+Sheer_Heart_Attack+08-Stone_Cold_Crazymp3,0.4051059877802772
25,music/More_Than_Words/extreme+The_Best_Of_Extreme+08-More_Than_Wordsmp3,0.40781083240625493
26,music/Caroline_No/beach_boys+Pet_Sounds+13-Caroline_Nomp3,0.40876247753340855
27,music/Strange_Little_Girl/stranglers+The_UA_Singles_79-82+24-Strange_Little_Girlmp3,0.4089069924143146
28,music/Something_So_Right/paul_simon+There_Goes_Rhymin_Simon+04-Something_So_Rightmp3,0.4095881867047531
29,music/We_Can_Work_It_Out/beatles+1+13-We_Can_Work_It_Outmp3,0.4116091707790486
30,music/Waiting_In_Vain/annie_lennox+Medusa+09-Waiting_In_Vainmp3,0.4125100296463965
31,music/A_Whiter_Shade_Of_Pale/annie_lennox+Medusa+03-A_Whiter_Shade_Of_Palemp3,0.41537138649555966
32,music/My_Generation/green_day+Kerplunk+16-My_Generationmp3,0.41623532118482137
33,music/My_Heart_Will_Go_On/celine_dion+Au_Coer_Du_Stade+11-My_Heart_Will_Go_Onmp3,0.4165135504359516
34,music/Claudette/roy_orbison+Black_and_White_Night+15-Claudettemp3,0.4179091402531251
35,music/I_Don_t_Want_To_Miss_A_Thing/aerosmith+Armageddon_Original_Soundtrack_+01-I_Don_t_Want_To_Miss_A_Thingmp3,0.4184041982802016
36,music/All_Along_The_Watchtower/bob_dylan+Before_The_Flood_Disc_Two_+07-All_Along_the_Watchtowermp3,0.4188485424127457
37,music/It_s_Tricky/bloodhound_gang+One_Fierce_Beer_Coaster+06-It_s_Trickymp3,0.4193143173740024
38,music/I_Can_t_Get_No_Satisfaction/rolling_stones+Big_Hits+01-_I_Can_t_Get_No_Satisfactionmp3,0.421644265625507
39,music/Straight_From_The_Heart/bryan_adams+So_Far_So_Good+02-Straight_From_The_Heartmp3,0.423065309208291
40,music/Lady/reo_speedwagon+Arch_Allies_Disc_1+04-Ladymp3,0.4237793687552539
41,music/Proud_Mary/creedence_clearwater_revival+Live_in_Europe+10-Proud_Marymp3,0.42459418262593235
42,music/Tush/zz_top+Fandango+09-Tushmp3,0.4254612754264792
43,music/Red_Red_Wine/neil_diamond+Hot_August_Night_Disc_1+10-Red_Red_Winemp3,0.42693655364357874
44,music/Red_Red_Wine/ub40+Labour_of_Love+06-Red_Red_Winemp3,0.4269429669388813
45,music/Walking_After_Midnight/garth_brooks+The_Chase+05-Walking_After_Midnightmp3,0.42785704315526596
46,music/Purple_Rain/prince+Purple_Rain+09-Purple_Rainmp3,0.42848627562619207
47,music/God_Only_Knows/brian_wilson+Brian_Wilson_Live_at_the_Roxy_Theater_Disc_2_+07-God_Only_Knowsmp3,0.42900805327977243
48,music/Lady/styx+Return_To_Paradise_Disc_1_+05-Ladymp3,0.4291570629283951
49,music/Happiness_is_a_Warm_Gun/tori_amos+Strange_Little_Girls+10-Happiness_is_a_Warm_Gunmp3,0.42983598118874644
50,music/Before_You_Accuse_Me/eric_clapton+Unplugged+02-Before_You_Accuse_Memp3,0.43018515892308506
51,music/I_Don_t_Like_Mondays/tori_amos+Strange_Little_Girls+09-I_Don_t_Like_Mondaysmp3,0.4305919887979836
52,music/Grand_Illusion/styx+Return_To_Paradise_Disc_2+01-Grand_Illusionmp3,0.430814776297182
53,music/I_Don_t_Want_To_Miss_A_Thing/new_found_glory+From_the_Screen_to_Your_Stereo+03-I_Don_t_Want_To_Miss_A_Thingmp3,0.4312412506349629
54,music/Time/tori_amos+Strange_Little_Girls+07-Timemp3,0.4321642231233365
55,music/Come_Together/beatles+1+25-Come_Togethermp3,0.43222661107005556
56,music/Thin_Line_Between_Love_And_Hate/persuaders+Thin_Line_Between_Love_Hate_Golden_Classics+01-Thin_Line_Between_Love_And_Hatemp3,0.433353324863125
57,music/Rattlesnakes/tori_amos+Strange_Little_Girls+06-Rattlesnakesmp3,0.4342290395557991
58,music/New_Age/tori_amos+Strange_Little_Girls+01-New_Agemp3,0.4365730911691796
