,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",4
2,"(Blues, Blues)",6
3,"(Country, Alternative&Punk)",8
4,"(Soundtracks&More, NewAge)",3
5,"(Comedy&SpokenWord, Electronic&Dance)",1
6,"(Comedy&SpokenWord, EasyListening&Vocals)",1
7,"(Hip-Hop, Childrens's)",1
8,"(Alternative&Punk, Electronic&Dance)",2
9,"(Religious, Blues)",4
10,"(Hip-Hop, Country)",1
11,"(World, Country)",11
12,"(Electronic&Dance, World)",3
13,"(Latin, EasyListening&Vocals)",3
14,"(Rock&Pop, Folk)",3
15,"(Folk, R&B&Soul)",4
16,"(Blues, Jazz)",6
17,"(Electronic&Dance, Alternative&Punk)",5
18,"(World, Childrens's)",1
19,"(Hip-Hop, Comedy&SpokenWord)",4
20,"(Childrens's, Religious)",2
21,"(Reggae, Soundtracks&More)",1
22,"(Childrens's, Rock&Pop)",2
23,"(R&B&Soul, R&B&Soul)",5
24,"(Soundtracks&More, Electronic&Dance)",1
25,"(Rock&Pop, Religious)",3
26,"(EasyListening&Vocals, R&B&Soul)",2
27,"(Latin, Country)",11
28,"(Electronic&Dance, Childrens's)",6
29,"(NewAge, Classical)",4
30,"(Rock&Pop, R&B&Soul)",3
31,"(Hip-Hop, Electronic&Dance)",4
32,"(Latin, Religious)",2
33,"(Reggae, NewAge)",1
34,"(Blues, Comedy&SpokenWord)",4
35,"(Blues, Latin)",1
36,"(R&B&Soul, Religious)",2
37,"(NewAge, EasyListening&Vocals)",5
38,"(Soundtracks&More, Latin)",1
39,"(World, Classical)",1
40,"(Alternative&Punk, Folk)",3
41,"(Country, Religious)",3
42,"(R&B&Soul, Blues)",2
43,"(Blues, NewAge)",3
44,"(Reggae, Rock&Pop)",1
45,"(World, Folk)",10
46,"(Jazz, Jazz)",8
47,"(EasyListening&Vocals, Jazz)",5
48,"(Childrens's, World)",3
49,"(Rock&Pop, Jazz)",8
50,"(Alternative&Punk, Alternative&Punk)",7
51,"(Jazz, Comedy&SpokenWord)",3
52,"(Latin, Alternative&Punk)",6
53,"(Latin, R&B&Soul)",1
54,"(Alternative&Punk, Childrens's)",2
