,original vs detected,count
0,"(Strange_Little_Girl, Strange_Little_Girl)",1
1,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
2,"(Blue_Collar_Man, Blue_Collar_Man)",1
3,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
4,"(Walking_After_Midnight, Walking_After_Midnight)",1
5,"(God_Only_Knows, God_Only_Knows)",1
6,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
7,"(I_Don_t_Like_Mondays, I_Don_t_Like_Mondays)",1
8,"(Grand_Illusion, Grand_Illusion)",1
9,"(River_Deep_Mountain_High, River_Deep_Mountain_High)",1
10,"(Addicted_To_Love, Addicted_To_Love)",1
11,"(Let_It_Be, Let_It_Be)",1
12,"(Claudette, Claudette)",1
13,"(I_m_Losing_You, I_m_Losing_You)",1
14,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
15,"(Downtown_Lights, Downtown_Lights)",1
16,"(The_Boxer, The_Boxer)",1
17,"(September_Gurls, September_Gurls)",1
18,"(Caroline_No, Caroline_No)",1
19,"(Lady, Lady)",1
20,"(Abracadabra, Abracadabra)",1
21,"(White_Room, White_Room)",1
22,"(Night_Time_Is_The_Right_Time, Night_Time_Is_The_Right_Time)",1
23,"(More_Than_Words, More_Than_Words)",1
24,"(I_Love_You, I_Love_You)",1
25,"(Lodi, Lodi)",1
26,"(Come_Together, Come_Together)",1
