,"original vs detected","count"
28,"(R&B&Soul, R&B&Soul)",16
196,"(Comedy&SpokenWord, R&B&Soul)",13
217,"(Classical, Classical)",13
274,"(Electronic&Dance, Electronic&Dance)",13
58,"(Latin, R&B&Soul)",11
179,"(World, Jazz)",11
81,"(NewAge, Alternative&Punk)",10
276,"(Soundtracks&More, Rock&Pop)",10
14,"(Folk, R&B&Soul)",9
68,"(Comedy&SpokenWord, Hip-Hop)",9
108,"(Jazz, R&B&Soul)",9
210,"(Religious, Alternative&Punk)",9
239,"(Childrens's, Alternative&Punk)",9
259,"(Reggae, Reggae)",9
85,"(Comedy&SpokenWord, Reggae)",8
131,"(Soundtracks&More, Alternative&Punk)",8
252,"(Folk, Country)",8
268,"(Rock&Pop, Blues)",8
40,"(R&B&Soul, Religious)",7
51,"(Alternative&Punk, Alternative&Punk)",7
62,"(Alternative&Punk, EasyListening&Vocals)",7
91,"(Folk, Alternative&Punk)",7
122,"(World, R&B&Soul)",7
171,"(EasyListening&Vocals, Country)",7
203,"(Latin, Latin)",7
257,"(Reggae, Hip-Hop)",7
278,"(Comedy&SpokenWord, Comedy&SpokenWord)",7
4,"(Country, Alternative&Punk)",6
29,"(Rock&Pop, Religious)",6
35,"(Hip-Hop, Electronic&Dance)",6
44,"(Country, Religious)",6
99,"(Reggae, Religious)",6
100,"(Reggae, R&B&Soul)",6
167,"(Childrens's, Childrens's)",6
168,"(EasyListening&Vocals, Rock&Pop)",6
175,"(Country, Rock&Pop)",6
216,"(Rock&Pop, Comedy&SpokenWord)",6
223,"(Hip-Hop, R&B&Soul)",6
255,"(NewAge, Rock&Pop)",6
12,"(Latin, EasyListening&Vocals)",5
15,"(Blues, Jazz)",5
17,"(Electronic&Dance, Alternative&Punk)",5
22,"(Childrens's, Religious)",5
31,"(EasyListening&Vocals, R&B&Soul)",5
53,"(Country, Latin)",5
80,"(Soundtracks&More, Country)",5
86,"(Blues, Rock&Pop)",5
114,"(Classical, NewAge)",5
127,"(EasyListening&Vocals, Hip-Hop)",5
137,"(Jazz, Childrens's)",5
150,"(NewAge, R&B&Soul)",5
154,"(World, Rock&Pop)",5
182,"(Hip-Hop, EasyListening&Vocals)",5
183,"(Electronic&Dance, Latin)",5
225,"(Jazz, Religious)",5
233,"(Jazz, Reggae)",5
262,"(Country, Country)",5
283,"(Folk, Folk)",5
287,"(Religious, EasyListening&Vocals)",5
298,"(Childrens's, R&B&Soul)",5
303,"(Jazz, Latin)",5
7,"(Alternative&Punk, Electronic&Dance)",4
55,"(Jazz, Hip-Hop)",4
65,"(Alternative&Punk, R&B&Soul)",4
70,"(Jazz, Folk)",4
75,"(Hip-Hop, Soundtracks&More)",4
89,"(Blues, EasyListening&Vocals)",4
92,"(Rock&Pop, NewAge)",4
93,"(Alternative&Punk, Comedy&SpokenWord)",4
98,"(R&B&Soul, Hip-Hop)",4
111,"(Religious, Soundtracks&More)",4
123,"(Hip-Hop, NewAge)",4
132,"(R&B&Soul, Rock&Pop)",4
157,"(Alternative&Punk, Rock&Pop)",4
165,"(Country, Reggae)",4
173,"(Childrens's, EasyListening&Vocals)",4
177,"(World, Hip-Hop)",4
184,"(Childrens's, Reggae)",4
185,"(Reggae, Country)",4
199,"(NewAge, Religious)",4
205,"(Blues, Folk)",4
211,"(Blues, Country)",4
224,"(EasyListening&Vocals, Alternative&Punk)",4
243,"(R&B&Soul, Jazz)",4
247,"(Blues, Reggae)",4
263,"(EasyListening&Vocals, World)",4
264,"(Alternative&Punk, Jazz)",4
265,"(Country, Hip-Hop)",4
270,"(Soundtracks&More, Soundtracks&More)",4
277,"(Religious, Childrens's)",4
289,"(World, Alternative&Punk)",4
295,"(Electronic&Dance, EasyListening&Vocals)",4
301,"(Country, Childrens's)",4
302,"(Latin, Hip-Hop)",4
19,"(Hip-Hop, Comedy&SpokenWord)",3
23,"(World, Electronic&Dance)",3
24,"(Childrens's, Rock&Pop)",3
32,"(Electronic&Dance, Childrens's)",3
33,"(Rock&Pop, R&B&Soul)",3
36,"(Latin, Religious)",3
41,"(NewAge, EasyListening&Vocals)",3
42,"(Soundtracks&More, Latin)",3
46,"(Blues, NewAge)",3
47,"(Reggae, Rock&Pop)",3
48,"(Jazz, Jazz)",3
56,"(Blues, R&B&Soul)",3
57,"(Classical, Country)",3
60,"(Latin, Folk)",3
61,"(Blues, Classical)",3
63,"(Religious, R&B&Soul)",3
72,"(EasyListening&Vocals, Religious)",3
73,"(Religious, Folk)",3
78,"(NewAge, Soundtracks&More)",3
84,"(Soundtracks&More, R&B&Soul)",3
87,"(Electronic&Dance, Blues)",3
97,"(Childrens's, Comedy&SpokenWord)",3
104,"(Folk, Jazz)",3
115,"(Alternative&Punk, Religious)",3
117,"(R&B&Soul, Alternative&Punk)",3
126,"(Alternative&Punk, NewAge)",3
128,"(Rock&Pop, Country)",3
130,"(R&B&Soul, Latin)",3
134,"(Reggae, Electronic&Dance)",3
145,"(Latin, Rock&Pop)",3
156,"(Religious, Latin)",3
161,"(EasyListening&Vocals, Comedy&SpokenWord)",3
164,"(Rock&Pop, Rock&Pop)",3
181,"(Folk, Hip-Hop)",3
187,"(Hip-Hop, Latin)",3
192,"(Hip-Hop, World)",3
194,"(Hip-Hop, Alternative&Punk)",3
200,"(Latin, Comedy&SpokenWord)",3
204,"(Blues, Religious)",3
212,"(Rock&Pop, Electronic&Dance)",3
