,original vs detected,count
0,"(Hip-Hop, Rock&Pop)",8
1,"(Country, Alternative&Punk)",24
2,"(World, Country)",32
3,"(Folk, R&B&Soul)",11
4,"(Alternative&Punk, Reggae)",4
5,"(Country, World)",2
6,"(Reggae, Soundtracks&More)",1
7,"(R&B&Soul, R&B&Soul)",20
8,"(EasyListening&Vocals, R&B&Soul)",8
9,"(Hip-Hop, Electronic&Dance)",9
10,"(NewAge, EasyListening&Vocals)",8
11,"(Blues, Comedy&SpokenWord)",6
12,"(World, Classical)",3
13,"(Alternative&Punk, Hip-Hop)",2
14,"(EasyListening&Vocals, Jazz)",18
15,"(Alternative&Punk, Alternative&Punk)",22
16,"(Country, Latin)",5
17,"(Jazz, Comedy&SpokenWord)",2
18,"(Latin, Alternative&Punk)",13
19,"(Latin, R&B&Soul)",12
20,"(Blues, Classical)",15
21,"(EasyListening&Vocals, Electronic&Dance)",1
22,"(World, NewAge)",6
23,"(Alternative&Punk, R&B&Soul)",3
24,"(Jazz, World)",2
25,"(Latin, Childrens's)",8
26,"(EasyListening&Vocals, Religious)",4
27,"(Religious, Folk)",15
28,"(Classical, Blues)",5
29,"(Comedy&SpokenWord, Folk)",8
30,"(Folk, Rock&Pop)",7
31,"(Soundtracks&More, Country)",12
32,"(Religious, Electronic&Dance)",5
33,"(Soundtracks&More, R&B&Soul)",10
34,"(Blues, Rock&Pop)",7
35,"(NewAge, Comedy&SpokenWord)",6
36,"(Blues, EasyListening&Vocals)",11
37,"(Folk, Alternative&Punk)",18
38,"(Classical, EasyListening&Vocals)",12
39,"(NewAge, Childrens's)",8
40,"(Soundtracks&More, Blues)",10
41,"(World, Blues)",7
42,"(Folk, Jazz)",16
43,"(EasyListening&Vocals, Blues)",6
44,"(World, EasyListening&Vocals)",4
45,"(Religious, Soundtracks&More)",1
46,"(Country, Folk)",5
47,"(Alternative&Punk, Blues)",14
48,"(Electronic&Dance, Hip-Hop)",10
49,"(R&B&Soul, Reggae)",10
50,"(Hip-Hop, Jazz)",7
51,"(Religious, Hip-Hop)",5
52,"(World, R&B&Soul)",2
53,"(Alternative&Punk, NewAge)",3
54,"(Rock&Pop, Country)",20
55,"(Reggae, Jazz)",5
56,"(R&B&Soul, EasyListening&Vocals)",9
57,"(Blues, Childrens's)",4
58,"(Jazz, EasyListening&Vocals)",8
59,"(Folk, Childrens's)",6
60,"(Classical, World)",9
61,"(World, Rock&Pop)",10
62,"(R&B&Soul, Folk)",11
63,"(EasyListening&Vocals, Comedy&SpokenWord)",2
64,"(Country, Electronic&Dance)",4
65,"(Reggae, World)",1
66,"(EasyListening&Vocals, Rock&Pop)",2
67,"(Childrens's, EasyListening&Vocals)",6
68,"(Electronic&Dance, Country)",5
69,"(Country, Rock&Pop)",15
70,"(Jazz, Electronic&Dance)",2
71,"(World, Hip-Hop)",2
72,"(Soundtracks&More, World)",8
73,"(Hip-Hop, EasyListening&Vocals)",7
74,"(Reggae, Country)",23
75,"(Religious, NewAge)",1
76,"(NewAge, Blues)",3
77,"(Hip-Hop, World)",5
78,"(Soundtracks&More, Jazz)",13
79,"(R&B&Soul, World)",2
80,"(World, Latin)",11
81,"(Hip-Hop, Reggae)",18
82,"(Classical, Soundtracks&More)",10
83,"(Latin, Latin)",19
84,"(Comedy&SpokenWord, Soundtracks&More)",6
85,"(Folk, Religious)",6
86,"(Childrens's, Folk)",15
87,"(EasyListening&Vocals, EasyListening&Vocals)",13
88,"(Hip-Hop, Classical)",1
89,"(Rock&Pop, Comedy&SpokenWord)",5
90,"(Classical, Classical)",37
91,"(Jazz, Blues)",13
92,"(Classical, Alternative&Punk)",2
93,"(World, Comedy&SpokenWord)",4
94,"(Soundtracks&More, Classical)",3
95,"(Comedy&SpokenWord, Jazz)",10
96,"(Reggae, Alternative&Punk)",13
97,"(R&B&Soul, Childrens's)",6
98,"(Country, Blues)",10
99,"(Classical, Reggae)",1
100,"(Alternative&Punk, Soundtracks&More)",6
101,"(Classical, Jazz)",10
102,"(Comedy&SpokenWord, Religious)",5
103,"(Rock&Pop, Reggae)",2
104,"(Rock&Pop, EasyListening&Vocals)",4
105,"(Rock&Pop, Latin)",4
106,"(Rock&Pop, Blues)",15
107,"(Classical, Rock&Pop)",5
108,"(Folk, Folk)",18
109,"(Reggae, Comedy&SpokenWord)",4
110,"(Folk, Reggae)",1
111,"(World, Alternative&Punk)",8
112,"(World, World)",8
113,"(Folk, Blues)",8
114,"(Comedy&SpokenWord, Rock&Pop)",3
115,"(Electronic&Dance, EasyListening&Vocals)",3
116,"(Reggae, Latin)",8
117,"(EasyListening&Vocals, Latin)",18
118,"(Blues, Blues)",14
119,"(Hip-Hop, Childrens's)",3
120,"(Religious, Blues)",14
121,"(Electronic&Dance, World)",8
122,"(Childrens's, Classical)",3
123,"(Latin, EasyListening&Vocals)",10
124,"(Blues, Jazz)",15
125,"(World, Childrens's)",7
126,"(Electronic&Dance, Alternative&Punk)",5
127,"(Hip-Hop, Comedy&SpokenWord)",6
128,"(EasyListening&Vocals, Reggae)",1
129,"(Childrens's, Religious)",6
130,"(Rock&Pop, Hip-Hop)",5
131,"(World, Electronic&Dance)",1
132,"(Soundtracks&More, Electronic&Dance)",4
133,"(Rock&Pop, Religious)",14
134,"(Latin, Country)",22
135,"(Electronic&Dance, Childrens's)",14
136,"(Rock&Pop, R&B&Soul)",9
137,"(Reggae, NewAge)",2
138,"(Blues, Latin)",6
139,"(Soundtracks&More, Latin)",13
140,"(Country, Religious)",12
141,"(R&B&Soul, Blues)",6
142,"(Reggae, Rock&Pop)",6
143,"(World, Folk)",14
144,"(Jazz, Jazz)",28
145,"(Childrens's, World)",10
146,"(Rock&Pop, Jazz)",8
147,"(Electronic&Dance, Religious)",2
148,"(Jazz, Hip-Hop)",6
149,"(Alternative&Punk, Childrens's)",3
150,"(Alternative&Punk, EasyListening&Vocals)",5
151,"(Religious, R&B&Soul)",8
152,"(Classical, Comedy&SpokenWord)",6
153,"(Jazz, Folk)",7
154,"(NewAge, Soundtracks&More)",6
155,"(Comedy&SpokenWord, Reggae)",8
156,"(Rock&Pop, NewAge)",5
157,"(Alternative&Punk, Comedy&SpokenWord)",2
158,"(Childrens's, Comedy&SpokenWord)",4
159,"(R&B&Soul, Hip-Hop)",9
160,"(Reggae, Religious)",9
161,"(Reggae, R&B&Soul)",17
162,"(Jazz, R&B&Soul)",9
163,"(Rock&Pop, Soundtracks&More)",8
164,"(Alternative&Punk, World)",2
165,"(Alternative&Punk, Religious)",14
166,"(Childrens's, Hip-Hop)",1
167,"(Hip-Hop, NewAge)",3
168,"(R&B&Soul, Comedy&SpokenWord)",4
169,"(EasyListening&Vocals, Hip-Hop)",2
170,"(NewAge, Country)",19
171,"(R&B&Soul, Latin)",5
172,"(Soundtracks&More, Alternative&Punk)",9
173,"(R&B&Soul, Rock&Pop)",5
174,"(Childrens's, Jazz)",15
175,"(NewAge, Jazz)",14
176,"(Electronic&Dance, Rock&Pop)",12
177,"(R&B&Soul, Country)",24
178,"(EasyListening&Vocals, Folk)",11
179,"(Latin, Rock&Pop)",10
180,"(Classical, Religious)",10
181,"(Childrens's, Country)",27
182,"(NewAge, R&B&Soul)",8
183,"(Childrens's, Latin)",8
184,"(Latin, World)",4
185,"(Religious, Latin)",9
