,"original vs detected","count"
124,"(Classical, Classical)",31
157,"(Comedy&SpokenWord, Comedy&SpokenWord)",25
147,"(Country, Country)",24
144,"(Folk, Country)",23
153,"(Electronic&Dance, Electronic&Dance)",23
176,"(World, Country)",23
248,"(Childrens's, Country)",21
197,"(Jazz, Jazz)",20
98,"(Reggae, Country)",18
185,"(Latin, Country)",18
251,"(Alternative&Punk, Rock&Pop)",18
74,"(R&B&Soul, Country)",16
198,"(Alternative&Punk, Alternative&Punk)",16
290,"(Reggae, Reggae)",16
14,"(R&B&Soul, R&B&Soul)",15
87,"(Rock&Pop, Rock&Pop)",15
274,"(Hip-Hop, R&B&Soul)",15
289,"(Reggae, Hip-Hop)",15
118,"(Religious, Alternative&Punk)",14
152,"(Jazz, Country)",14
173,"(Country, Alternative&Punk)",14
237,"(Rock&Pop, Country)",14
21,"(Blues, NewAge)",13
150,"(Rock&Pop, Blues)",13
303,"(Alternative&Punk, Country)",13
20,"(World, Folk)",12
56,"(Folk, Jazz)",12
70,"(Childrens's, Jazz)",12
86,"(EasyListening&Vocals, Classical)",12
135,"(R&B&Soul, Jazz)",12
161,"(Folk, Folk)",12
215,"(Folk, Alternative&Punk)",12
238,"(NewAge, Country)",12
284,"(Electronic&Dance, R&B&Soul)",12
18,"(R&B&Soul, Religious)",11
29,"(Latin, Alternative&Punk)",11
95,"(World, Jazz)",11
121,"(Blues, Country)",11
145,"(NewAge, Rock&Pop)",11
204,"(Blues, Classical)",11
211,"(Religious, Folk)",11
257,"(Childrens's, Childrens's)",11
52,"(Classical, EasyListening&Vocals)",10
72,"(NewAge, Jazz)",10
73,"(Electronic&Dance, Rock&Pop)",10
119,"(Childrens's, Folk)",10
122,"(Religious, Rock&Pop)",10
175,"(Religious, Blues)",10
186,"(Electronic&Dance, Childrens's)",10
229,"(Alternative&Punk, Religious)",10
230,"(Classical, NewAge)",10
270,"(Hip-Hop, Reggae)",10
315,"(Classical, Folk)",10
24,"(EasyListening&Vocals, Jazz)",9
50,"(Blues, EasyListening&Vocals)",9
54,"(Religious, Jazz)",9
64,"(Comedy&SpokenWord, Blues)",9
71,"(Jazz, Childrens's)",9
75,"(Latin, Rock&Pop)",9
76,"(Classical, World)",9
90,"(EasyListening&Vocals, Country)",9
110,"(Classical, Soundtracks&More)",9
111,"(Latin, Latin)",9
114,"(Blues, Folk)",9
125,"(Religious, Country)",9
127,"(Soundtracks&More, EasyListening&Vocals)",9
131,"(Reggae, Alternative&Punk)",9
149,"(World, Religious)",9
171,"(Blues, Blues)",9
194,"(Soundtracks&More, Latin)",9
196,"(Country, Religious)",9
213,"(Soundtracks&More, Country)",9
245,"(EasyListening&Vocals, Folk)",9
272,"(EasyListening&Vocals, EasyListening&Vocals)",9
277,"(Comedy&SpokenWord, Jazz)",9
287,"(Latin, Jazz)",9
309,"(Latin, Blues)",9
58,"(Jazz, R&B&Soul)",8
97,"(Electronic&Dance, Latin)",8
112,"(Blues, Religious)",8
214,"(NewAge, Alternative&Punk)",8
247,"(Country, Jazz)",8
252,"(R&B&Soul, Folk)",8
268,"(Hip-Hop, Alternative&Punk)",8
269,"(Comedy&SpokenWord, R&B&Soul)",8
275,"(EasyListening&Vocals, Alternative&Punk)",8
304,"(NewAge, Latin)",8
311,"(Hip-Hop, Hip-Hop)",8
314,"(EasyListening&Vocals, Latin)",8
4,"(Hip-Hop, Country)",7
6,"(Folk, R&B&Soul)",7
7,"(Blues, Jazz)",7
32,"(Latin, Folk)",7
55,"(Jazz, Alternative&Punk)",7
67,"(Soundtracks&More, Alternative&Punk)",7
83,"(Religious, Latin)",7
94,"(Country, Rock&Pop)",7
