,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",1
2,"(Soundtracks&More, NewAge)",1
3,"(Country, Alternative&Punk)",6
4,"(Blues, Blues)",4
5,"(Alternative&Punk, Electronic&Dance)",6
6,"(Religious, Blues)",2
7,"(Hip-Hop, Country)",2
8,"(World, Country)",4
9,"(Electronic&Dance, World)",2
10,"(Latin, EasyListening&Vocals)",3
11,"(Rock&Pop, Folk)",2
12,"(Folk, R&B&Soul)",8
13,"(Blues, Jazz)",3
14,"(Alternative&Punk, Reggae)",1
15,"(Electronic&Dance, Alternative&Punk)",6
16,"(World, Childrens's)",1
17,"(Hip-Hop, Comedy&SpokenWord)",4
18,"(EasyListening&Vocals, Reggae)",1
19,"(Country, World)",1
20,"(Childrens's, Religious)",4
21,"(Childrens's, Rock&Pop)",2
22,"(Rock&Pop, Religious)",7
23,"(R&B&Soul, R&B&Soul)",15
24,"(Soundtracks&More, Electronic&Dance)",2
25,"(World, Electronic&Dance)",3
26,"(Latin, Country)",5
27,"(EasyListening&Vocals, R&B&Soul)",6
28,"(Electronic&Dance, Childrens's)",2
29,"(Rock&Pop, R&B&Soul)",2
30,"(Reggae, NewAge)",1
31,"(Hip-Hop, Electronic&Dance)",5
32,"(Latin, Religious)",3
33,"(NewAge, Classical)",2
34,"(Blues, Comedy&SpokenWord)",2
35,"(Blues, Latin)",2
36,"(R&B&Soul, Religious)",7
37,"(NewAge, EasyListening&Vocals)",4
38,"(Soundtracks&More, Latin)",3
39,"(Alternative&Punk, Folk)",1
40,"(Country, Religious)",4
41,"(R&B&Soul, Blues)",2
42,"(Reggae, Rock&Pop)",2
43,"(Alternative&Punk, Hip-Hop)",1
44,"(Jazz, Jazz)",4
45,"(Comedy&SpokenWord, World)",1
46,"(Childrens's, World)",1
47,"(EasyListening&Vocals, Jazz)",1
48,"(Alternative&Punk, Alternative&Punk)",8
49,"(Electronic&Dance, Religious)",1
50,"(Country, Latin)",3
51,"(Latin, Alternative&Punk)",1
52,"(Jazz, Hip-Hop)",5
53,"(Blues, R&B&Soul)",7
54,"(Classical, Country)",2
55,"(Latin, R&B&Soul)",8
56,"(Alternative&Punk, Childrens's)",2
57,"(Latin, Folk)",3
58,"(Blues, Classical)",2
59,"(Alternative&Punk, EasyListening&Vocals)",3
60,"(Religious, R&B&Soul)",5
61,"(World, NewAge)",2
62,"(Alternative&Punk, R&B&Soul)",2
63,"(Jazz, Rock&Pop)",1
64,"(Comedy&SpokenWord, Hip-Hop)",6
65,"(Jazz, Folk)",3
66,"(Hip-Hop, Soundtracks&More)",3
67,"(EasyListening&Vocals, Religious)",3
68,"(Religious, Folk)",3
69,"(Comedy&SpokenWord, Childrens's)",2
70,"(Classical, Blues)",1
71,"(Religious, Reggae)",2
72,"(Comedy&SpokenWord, Folk)",1
73,"(NewAge, Soundtracks&More)",3
74,"(Soundtracks&More, Country)",7
75,"(NewAge, Alternative&Punk)",10
76,"(Classical, Electronic&Dance)",1
77,"(Religious, Electronic&Dance)",3
78,"(Soundtracks&More, R&B&Soul)",4
79,"(Comedy&SpokenWord, Reggae)",10
80,"(Blues, Rock&Pop)",3
81,"(Electronic&Dance, Blues)",2
82,"(NewAge, Comedy&SpokenWord)",1
83,"(Blues, EasyListening&Vocals)",2
84,"(Blues, World)",1
85,"(Folk, Alternative&Punk)",9
86,"(Rock&Pop, NewAge)",3
87,"(Alternative&Punk, Comedy&SpokenWord)",4
88,"(Classical, EasyListening&Vocals)",2
89,"(NewAge, Childrens's)",2
90,"(Childrens's, Comedy&SpokenWord)",2
91,"(R&B&Soul, Hip-Hop)",5
92,"(Reggae, Religious)",5
93,"(Reggae, R&B&Soul)",7
94,"(Soundtracks&More, Blues)",3
95,"(World, Blues)",1
96,"(Jazz, Alternative&Punk)",3
97,"(Folk, Jazz)",4
98,"(EasyListening&Vocals, Blues)",1
99,"(World, EasyListening&Vocals)",1
100,"(Religious, Religious)",5
101,"(Jazz, R&B&Soul)",9
102,"(Rock&Pop, Soundtracks&More)",1
103,"(Alternative&Punk, World)",1
104,"(Religious, Soundtracks&More)",2
105,"(Country, Folk)",1
106,"(Electronic&Dance, Folk)",1
107,"(Alternative&Punk, Blues)",2
108,"(Classical, NewAge)",7
109,"(Alternative&Punk, Religious)",5
110,"(Childrens's, Hip-Hop)",1
111,"(R&B&Soul, Alternative&Punk)",2
112,"(R&B&Soul, Reggae)",4
113,"(Electronic&Dance, Reggae)",2
114,"(Hip-Hop, Jazz)",3
115,"(Religious, Hip-Hop)",1
116,"(World, R&B&Soul)",6
117,"(Hip-Hop, NewAge)",1
118,"(Comedy&SpokenWord, Blues)",2
119,"(R&B&Soul, Comedy&SpokenWord)",1
120,"(Alternative&Punk, NewAge)",3
121,"(EasyListening&Vocals, Hip-Hop)",1
122,"(Rock&Pop, Country)",5
123,"(NewAge, Country)",2
124,"(R&B&Soul, Latin)",3
125,"(Soundtracks&More, Alternative&Punk)",5
126,"(R&B&Soul, Rock&Pop)",2
127,"(Reggae, Electronic&Dance)",2
128,"(Blues, Childrens's)",1
129,"(Childrens's, Jazz)",3
130,"(Jazz, Childrens's)",2
131,"(NewAge, Jazz)",1
132,"(Jazz, EasyListening&Vocals)",1
133,"(Blues, Hip-Hop)",1
134,"(R&B&Soul, Country)",2
135,"(EasyListening&Vocals, Folk)",2
136,"(Latin, Rock&Pop)",3
137,"(Classical, World)",1
138,"(Country, Jazz)",2
139,"(Childrens's, Country)",1
140,"(NewAge, NewAge)",1
141,"(Childrens's, NewAge)",1
142,"(NewAge, R&B&Soul)",4
143,"(Soundtracks&More, Hip-Hop)",1
144,"(Childrens's, Latin)",2
145,"(NewAge, World)",2
146,"(Classical, R&B&Soul)",1
147,"(World, Rock&Pop)",3
148,"(Religious, Latin)",2
149,"(Alternative&Punk, Rock&Pop)",6
150,"(R&B&Soul, Folk)",2
151,"(Comedy&SpokenWord, Country)",1
152,"(NewAge, Folk)",1
153,"(EasyListening&Vocals, Comedy&SpokenWord)",3
154,"(Country, Electronic&Dance)",2
155,"(EasyListening&Vocals, Classical)",2
156,"(Reggae, World)",1
157,"(Rock&Pop, Rock&Pop)",2
158,"(Country, Reggae)",3
159,"(Blues, Alternative&Punk)",1
160,"(Childrens's, Childrens's)",7
161,"(EasyListening&Vocals, Rock&Pop)",5
162,"(Comedy&SpokenWord, Latin)",2
163,"(Folk, Latin)",4
164,"(EasyListening&Vocals, Country)",7
165,"(Electronic&Dance, Country)",1
166,"(Childrens's, EasyListening&Vocals)",3
167,"(Folk, EasyListening&Vocals)",2
168,"(Country, Rock&Pop)",5
169,"(Jazz, Electronic&Dance)",1
170,"(World, Hip-Hop)",3
171,"(Blues, Soundtracks&More)",3
172,"(World, Jazz)",11
173,"(Electronic&Dance, Comedy&SpokenWord)",3
174,"(Folk, Hip-Hop)",2
175,"(Hip-Hop, EasyListening&Vocals)",4
176,"(Electronic&Dance, Latin)",7
177,"(Childrens's, Reggae)",6
178,"(Reggae, Country)",5
179,"(Religious, NewAge)",2
180,"(Hip-Hop, Latin)",2
181,"(Soundtracks&More, Jazz)",5
182,"(EasyListening&Vocals, Childrens's)",2
183,"(NewAge, Blues)",2
184,"(Religious, Comedy&SpokenWord)",1
185,"(Hip-Hop, World)",3
186,"(Reggae, Folk)",2
187,"(Jazz, Soundtracks&More)",1
188,"(Hip-Hop, Alternative&Punk)",4
189,"(Country, R&B&Soul)",2
190,"(Comedy&SpokenWord, R&B&Soul)",11
191,"(Rock&Pop, Alternative&Punk)",2
192,"(NewAge, Religious)",4
193,"(Latin, Comedy&SpokenWord)",3
194,"(Hip-Hop, Reggae)",2
195,"(Classical, Soundtracks&More)",3
196,"(Latin, Latin)",9
197,"(Blues, Religious)",4
198,"(Blues, Folk)",4
199,"(World, Latin)",3
200,"(Comedy&SpokenWord, Soundtracks&More)",2
201,"(EasyListening&Vocals, EasyListening&Vocals)",3
202,"(Religious, Alternative&Punk)",8
203,"(Childrens's, Folk)",2
204,"(Blues, Country)",5
205,"(Rock&Pop, Electronic&Dance)",2
206,"(Folk, Religious)",2
207,"(Soundtracks&More, Childrens's)",3
208,"(Religious, Rock&Pop)",3
209,"(Rock&Pop, Comedy&SpokenWord)",5
210,"(Classical, Classical)",14
211,"(Soundtracks&More, EasyListening&Vocals)",1
212,"(Classical, Alternative&Punk)",2
213,"(Religious, Country)",3
214,"(Jazz, Blues)",3
215,"(Hip-Hop, R&B&Soul)",7
216,"(EasyListening&Vocals, Alternative&Punk)",3
217,"(Jazz, Religious)",3
218,"(World, Comedy&SpokenWord)",2
219,"(Classical, Childrens's)",1
220,"(Soundtracks&More, Classical)",2
221,"(Comedy&SpokenWord, Jazz)",1
222,"(Reggae, Alternative&Punk)",1
223,"(Jazz, Reggae)",5
224,"(R&B&Soul, Childrens's)",2
225,"(Country, Blues)",2
226,"(Hip-Hop, Religious)",3
227,"(Classical, Reggae)",1
228,"(Hip-Hop, Blues)",2
229,"(Childrens's, Alternative&Punk)",8
230,"(Religious, Classical)",1
231,"(Alternative&Punk, Soundtracks&More)",2
232,"(Soundtracks&More, Folk)",2
233,"(R&B&Soul, Jazz)",3
234,"(EasyListening&Vocals, NewAge)",3
235,"(Childrens's, Blues)",2
236,"(Electronic&Dance, R&B&Soul)",3
237,"(Blues, Reggae)",4
238,"(Classical, Jazz)",2
239,"(Electronic&Dance, Jazz)",3
240,"(Comedy&SpokenWord, Religious)",2
241,"(Country, Comedy&SpokenWord)",3
242,"(Folk, Country)",9
243,"(Folk, Comedy&SpokenWord)",2
