,original vs detected,count
0,"(Rock&Pop, World)",3
1,"(Hip-Hop, Rock&Pop)",5
2,"(Blues, Blues)",5
3,"(Country, Alternative&Punk)",7
4,"(Soundtracks&More, NewAge)",5
5,"(Comedy&SpokenWord, Electronic&Dance)",1
6,"(Comedy&SpokenWord, EasyListening&Vocals)",1
7,"(Hip-Hop, Childrens's)",1
8,"(Alternative&Punk, Electronic&Dance)",2
9,"(Religious, Blues)",5
10,"(Hip-Hop, Country)",5
11,"(World, Country)",8
12,"(Electronic&Dance, World)",2
13,"(Childrens's, Classical)",1
14,"(Latin, EasyListening&Vocals)",5
15,"(Rock&Pop, Folk)",2
16,"(Folk, R&B&Soul)",3
17,"(Blues, Jazz)",5
18,"(Electronic&Dance, Alternative&Punk)",2
19,"(Hip-Hop, Comedy&SpokenWord)",2
20,"(Country, World)",1
21,"(Childrens's, Religious)",2
22,"(Childrens's, Rock&Pop)",1
23,"(Rock&Pop, Religious)",3
24,"(R&B&Soul, R&B&Soul)",5
25,"(World, Electronic&Dance)",1
26,"(EasyListening&Vocals, R&B&Soul)",2
27,"(Latin, Country)",5
28,"(Electronic&Dance, Childrens's)",4
29,"(NewAge, Classical)",7
30,"(Rock&Pop, R&B&Soul)",1
31,"(Blues, Comedy&SpokenWord)",2
32,"(Blues, Latin)",2
33,"(R&B&Soul, Religious)",4
34,"(NewAge, EasyListening&Vocals)",2
35,"(Soundtracks&More, Latin)",2
36,"(World, Classical)",3
37,"(Alternative&Punk, Folk)",5
38,"(Country, Religious)",6
39,"(R&B&Soul, Blues)",2
40,"(Blues, NewAge)",7
41,"(World, Folk)",8
42,"(Jazz, Jazz)",12
43,"(EasyListening&Vocals, Jazz)",7
44,"(Childrens's, World)",3
45,"(Rock&Pop, Jazz)",4
46,"(Alternative&Punk, Alternative&Punk)",5
47,"(Jazz, Comedy&SpokenWord)",2
48,"(Latin, Alternative&Punk)",9
49,"(Latin, R&B&Soul)",2
50,"(Alternative&Punk, Childrens's)",2
51,"(Latin, Folk)",3
52,"(Blues, Classical)",5
53,"(EasyListening&Vocals, Electronic&Dance)",1
54,"(Religious, R&B&Soul)",1
55,"(Alternative&Punk, EasyListening&Vocals)",2
56,"(World, NewAge)",3
57,"(Alternative&Punk, R&B&Soul)",2
58,"(Soundtracks&More, Comedy&SpokenWord)",2
59,"(Jazz, Rock&Pop)",2
60,"(Classical, Comedy&SpokenWord)",3
61,"(Jazz, Folk)",2
62,"(Jazz, World)",1
63,"(Latin, Childrens's)",3
64,"(Hip-Hop, Soundtracks&More)",3
65,"(EasyListening&Vocals, Religious)",2
66,"(Religious, Folk)",7
67,"(Comedy&SpokenWord, Childrens's)",1
68,"(Comedy&SpokenWord, Folk)",2
69,"(Classical, Blues)",1
70,"(NewAge, Soundtracks&More)",3
71,"(Folk, Rock&Pop)",3
72,"(Soundtracks&More, Country)",3
73,"(NewAge, Alternative&Punk)",5
74,"(Soundtracks&More, R&B&Soul)",2
75,"(Comedy&SpokenWord, Reggae)",2
76,"(Blues, Rock&Pop)",1
77,"(Blues, EasyListening&Vocals)",8
78,"(NewAge, Comedy&SpokenWord)",2
79,"(Blues, World)",1
80,"(Folk, Alternative&Punk)",6
81,"(Rock&Pop, NewAge)",1
82,"(Alternative&Punk, Comedy&SpokenWord)",1
83,"(NewAge, Childrens's)",1
84,"(Classical, EasyListening&Vocals)",5
85,"(Religious, Jazz)",8
86,"(Childrens's, Comedy&SpokenWord)",4
87,"(R&B&Soul, Hip-Hop)",3
88,"(Reggae, Religious)",2
89,"(Reggae, R&B&Soul)",5
90,"(Soundtracks&More, Blues)",4
91,"(World, Blues)",2
92,"(Jazz, Alternative&Punk)",3
93,"(Folk, Jazz)",10
94,"(EasyListening&Vocals, Blues)",1
95,"(World, EasyListening&Vocals)",2
96,"(Religious, Religious)",1
97,"(Reggae, Blues)",3
98,"(Jazz, R&B&Soul)",2
99,"(Rock&Pop, Soundtracks&More)",3
100,"(Country, Folk)",3
101,"(Alternative&Punk, Blues)",1
102,"(Electronic&Dance, Hip-Hop)",2
103,"(Classical, NewAge)",1
104,"(Alternative&Punk, Religious)",6
105,"(R&B&Soul, Reggae)",1
106,"(R&B&Soul, Alternative&Punk)",3
107,"(Electronic&Dance, Reggae)",2
108,"(Hip-Hop, Jazz)",4
109,"(World, R&B&Soul)",1
110,"(Hip-Hop, NewAge)",1
111,"(Comedy&SpokenWord, Blues)",6
112,"(R&B&Soul, Comedy&SpokenWord)",2
113,"(Rock&Pop, Country)",6
114,"(NewAge, Country)",2
115,"(R&B&Soul, EasyListening&Vocals)",4
116,"(R&B&Soul, Latin)",2
117,"(Soundtracks&More, Alternative&Punk)",5
118,"(R&B&Soul, Rock&Pop)",4
119,"(Alternative&Punk, Latin)",1
120,"(Reggae, Electronic&Dance)",2
121,"(Blues, Childrens's)",1
122,"(Jazz, Childrens's)",5
123,"(Childrens's, Jazz)",9
124,"(NewAge, Jazz)",6
125,"(Electronic&Dance, Rock&Pop)",8
126,"(Jazz, EasyListening&Vocals)",1
127,"(Folk, Childrens's)",1
128,"(R&B&Soul, Country)",6
129,"(EasyListening&Vocals, Folk)",5
130,"(Childrens's, Country)",6
131,"(Latin, Rock&Pop)",5
132,"(Classical, Religious)",3
133,"(Classical, World)",4
134,"(Country, Jazz)",7
135,"(NewAge, NewAge)",2
136,"(Childrens's, NewAge)",3
137,"(Childrens's, Latin)",2
138,"(NewAge, World)",4
139,"(NewAge, R&B&Soul)",2
140,"(EasyListening&Vocals, Soundtracks&More)",4
141,"(World, Rock&Pop)",4
142,"(Religious, Latin)",3
143,"(Alternative&Punk, Rock&Pop)",12
144,"(R&B&Soul, Folk)",5
145,"(Comedy&SpokenWord, Country)",4
146,"(NewAge, Folk)",2
147,"(EasyListening&Vocals, Classical)",8
148,"(Rock&Pop, Rock&Pop)",8
149,"(Country, Reggae)",2
150,"(Blues, Alternative&Punk)",2
151,"(Childrens's, Childrens's)",3
152,"(Comedy&SpokenWord, Latin)",1
153,"(Folk, Latin)",3
154,"(Childrens's, EasyListening&Vocals)",3
155,"(EasyListening&Vocals, Country)",2
156,"(Electronic&Dance, Country)",1
157,"(Folk, EasyListening&Vocals)",1
158,"(Electronic&Dance, NewAge)",1
159,"(Country, Rock&Pop)",5
160,"(Jazz, Electronic&Dance)",1
161,"(Blues, Soundtracks&More)",2
162,"(World, Jazz)",4
163,"(Soundtracks&More, World)",6
164,"(Electronic&Dance, Comedy&SpokenWord)",3
165,"(Jazz, NewAge)",1
166,"(Hip-Hop, EasyListening&Vocals)",2
167,"(Electronic&Dance, Latin)",3
168,"(Reggae, Country)",5
169,"(Reggae, Folk)",3
170,"(EasyListening&Vocals, Childrens's)",1
171,"(Soundtracks&More, Jazz)",4
172,"(Religious, Comedy&SpokenWord)",3
173,"(Hip-Hop, Alternative&Punk)",2
174,"(Country, R&B&Soul)",1
175,"(Comedy&SpokenWord, R&B&Soul)",3
176,"(Rock&Pop, Alternative&Punk)",2
177,"(Latin, Comedy&SpokenWord)",2
178,"(NewAge, Religious)",1
179,"(Hip-Hop, Reggae)",4
180,"(Classical, Soundtracks&More)",5
181,"(Latin, Latin)",2
182,"(Blues, Religious)",1
183,"(Country, NewAge)",1
184,"(Blues, Folk)",3
185,"(World, Latin)",3
186,"(Comedy&SpokenWord, Soundtracks&More)",1
187,"(EasyListening&Vocals, EasyListening&Vocals)",6
188,"(Childrens's, Folk)",5
189,"(Religious, Alternative&Punk)",6
190,"(Blues, Country)",5
191,"(Rock&Pop, Electronic&Dance)",2
192,"(Folk, Religious)",3
193,"(Soundtracks&More, Childrens's)",2
194,"(Religious, Rock&Pop)",6
195,"(Rock&Pop, Comedy&SpokenWord)",2
196,"(Classical, Classical)",19
197,"(Religious, Country)",3
198,"(Classical, Alternative&Punk)",1
199,"(Jazz, Blues)",6
200,"(Soundtracks&More, EasyListening&Vocals)",5
201,"(Soundtracks&More, Religious)",2
202,"(Hip-Hop, R&B&Soul)",10
203,"(EasyListening&Vocals, Alternative&Punk)",5
204,"(Jazz, Religious)",4
205,"(World, Comedy&SpokenWord)",1
206,"(Soundtracks&More, Classical)",3
207,"(Comedy&SpokenWord, Jazz)",6
208,"(Reggae, Alternative&Punk)",6
209,"(Comedy&SpokenWord, NewAge)",1
210,"(Jazz, Reggae)",2
211,"(R&B&Soul, Childrens's)",2
212,"(Country, Blues)",4
213,"(Hip-Hop, Blues)",6
214,"(Childrens's, Alternative&Punk)",2
215,"(Alternative&Punk, Soundtracks&More)",1
216,"(Soundtracks&More, Folk)",3
217,"(R&B&Soul, Jazz)",7
218,"(EasyListening&Vocals, NewAge)",3
219,"(Childrens's, Soundtracks&More)",2
220,"(Childrens's, Blues)",3
221,"(Electronic&Dance, R&B&Soul)",4
222,"(Classical, Jazz)",3
223,"(Electronic&Dance, Jazz)",3
224,"(Comedy&SpokenWord, Religious)",3
225,"(Country, Comedy&SpokenWord)",1
226,"(Folk, Country)",6
227,"(Folk, Comedy&SpokenWord)",1
228,"(Latin, Jazz)",8
229,"(NewAge, Rock&Pop)",5
230,"(Reggae, Hip-Hop)",7
231,"(Reggae, Childrens's)",1
232,"(Reggae, Reggae)",10
233,"(Rock&Pop, EasyListening&Vocals)",1
234,"(Country, Country)",7
235,"(EasyListening&Vocals, World)",2
236,"(Alternative&Punk, Jazz)",3
237,"(World, Religious)",8
238,"(Rock&Pop, Latin)",1
239,"(Rock&Pop, Blues)",5
240,"(Hip-Hop, Folk)",2
241,"(NewAge, Reggae)",3
242,"(Soundtracks&More, Soundtracks&More)",1
243,"(Jazz, Country)",3
244,"(Religious, World)",3
245,"(Electronic&Dance, Electronic&Dance)",12
246,"(Electronic&Dance, Soundtracks&More)",1
247,"(Rock&Pop, Childrens's)",3
248,"(Soundtracks&More, Rock&Pop)",1
249,"(Religious, Childrens's)",1
250,"(Comedy&SpokenWord, Comedy&SpokenWord)",14
251,"(Latin, Reggae)",3
252,"(Classical, Rock&Pop)",1
253,"(Classical, Latin)",2
254,"(Rock&Pop, Classical)",3
255,"(Folk, Folk)",8
256,"(Country, Soundtracks&More)",1
257,"(Country, EasyListening&Vocals)",2
258,"(Alternative&Punk, Country)",7
259,"(Religious, EasyListening&Vocals)",3
260,"(NewAge, Latin)",3
261,"(Reggae, Comedy&SpokenWord)",2
262,"(Folk, Reggae)",1
263,"(World, Alternative&Punk)",1
264,"(World, World)",1
265,"(Latin, Blues)",3
266,"(Folk, Blues)",4
267,"(Hip-Hop, Hip-Hop)",3
268,"(Electronic&Dance, EasyListening&Vocals)",2
269,"(Childrens's, R&B&Soul)",1
270,"(Reggae, Latin)",4
271,"(EasyListening&Vocals, Latin)",1
272,"(Classical, Folk)",2
273,"(Jazz, Latin)",3
274,"(Comedy&SpokenWord, Alternative&Punk)",4
275,"(Country, Childrens's)",2
