,"original vs detected","count"
325,"(Comedy&SpokenWord, Comedy&SpokenWord)",42
88,"(Classical, Classical)",31
142,"(Jazz, Jazz)",28
0,"(Country, Alternative&Punk)",27
2,"(World, Country)",26
13,"(EasyListening&Vocals, Jazz)",25
159,"(Reggae, R&B&Soul)",25
187,"(Rock&Pop, Rock&Pop)",24
326,"(Alternative&Punk, Country)",23
81,"(Latin, Latin)",22
175,"(R&B&Soul, Country)",22
221,"(Classical, Latin)",22
67,"(Country, Rock&Pop)",21
115,"(EasyListening&Vocals, Latin)",21
122,"(Blues, Jazz)",21
131,"(Rock&Pop, Religious)",21
76,"(Soundtracks&More, Jazz)",20
79,"(Hip-Hop, Reggae)",20
106,"(Folk, Folk)",20
278,"(Alternative&Punk, Rock&Pop)",20
315,"(Reggae, Reggae)",20
320,"(Electronic&Dance, Electronic&Dance)",20
36,"(Folk, Alternative&Punk)",18
41,"(Folk, Jazz)",18
53,"(Rock&Pop, Country)",18
89,"(Jazz, Blues)",18
179,"(Childrens's, Country)",18
186,"(EasyListening&Vocals, Classical)",18
300,"(Religious, Alternative&Punk)",18
301,"(Religious, Rock&Pop)",18
14,"(Alternative&Punk, Alternative&Punk)",17
143,"(Childrens's, World)",17
178,"(Classical, Religious)",17
215,"(Country, Country)",17
243,"(R&B&Soul, Religious)",17
18,"(Latin, R&B&Soul)",16
34,"(Blues, EasyListening&Vocals)",16
158,"(Reggae, Religious)",16
168,"(NewAge, Country)",16
203,"(Hip-Hop, R&B&Soul)",16
218,"(World, Religious)",16
252,"(Comedy&SpokenWord, Hip-Hop)",16
312,"(Latin, Jazz)",16
26,"(Religious, Folk)",15
46,"(Alternative&Punk, Blues)",15
72,"(Reggae, Country)",15
84,"(Childrens's, Folk)",15
116,"(Blues, Blues)",15
172,"(Childrens's, Jazz)",15
173,"(NewAge, Jazz)",15
220,"(Jazz, Country)",15
245,"(Blues, NewAge)",15
7,"(R&B&Soul, R&B&Soul)",14
9,"(Hip-Hop, Electronic&Dance)",14
32,"(Soundtracks&More, R&B&Soul)",14
85,"(EasyListening&Vocals, EasyListening&Vocals)",14
94,"(Reggae, Alternative&Punk)",14
163,"(Alternative&Punk, Religious)",14
191,"(World, Jazz)",14
209,"(Electronic&Dance, R&B&Soul)",14
311,"(Folk, Country)",14
17,"(Latin, Alternative&Punk)",13
48,"(R&B&Soul, Reggae)",13
80,"(World, Latin)",13
118,"(Religious, Blues)",13
121,"(Latin, EasyListening&Vocals)",13
132,"(Latin, Country)",13
201,"(Soundtracks&More, EasyListening&Vocals)",13
206,"(R&B&Soul, Jazz)",13
241,"(NewAge, Classical)",13
256,"(NewAge, Alternative&Punk)",13
270,"(Jazz, Childrens's)",13
272,"(Country, Jazz)",13
303,"(EasyListening&Vocals, Alternative&Punk)",13
39,"(Soundtracks&More, Blues)",12
60,"(World, Rock&Pop)",12
96,"(Country, Blues)",12
133,"(Electronic&Dance, Childrens's)",12
138,"(Country, Religious)",12
141,"(World, Folk)",12
174,"(Electronic&Dance, Rock&Pop)",12
