,original vs detected,count
0,"(Strange_Little_Girl, Strange_Little_Girl)",1
1,"(Blue_Collar_Man, Blue_Collar_Man)",1
2,"(We_Can_Work_It_Out, We_Can_Work_It_Out)",1
3,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
4,"(God_Only_Knows, God_Only_Knows)",1
5,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
6,"(Grand_Illusion, Grand_Illusion)",1
7,"(Addicted_To_Love, Addicted_To_Love)",1
8,"(Time, Time)",1
9,"(Let_It_Be, Let_It_Be)",1
10,"(Downtown_Lights, Downtown_Lights)",1
11,"(Stone_Cold_Crazy, Stone_Cold_Crazy)",1
12,"(Lady, Lady)",1
13,"(White_Room, White_Room)",1
14,"(I_Love_You, I_Love_You)",1
