,original vs detected,count
0,"(Strange_Little_Girl, Strange_Little_Girl)",1
1,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
2,"(Blue_Collar_Man, Blue_Collar_Man)",1
3,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
4,"(Walking_After_Midnight, Walking_After_Midnight)",1
5,"(God_Only_Knows, God_Only_Knows)",1
6,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
7,"(I_Don_t_Like_Mondays, I_Don_t_Like_Mondays)",1
8,"(Grand_Illusion, Grand_Illusion)",1
9,"(River_Deep_Mountain_High, River_Deep_Mountain_High)",1
10,"(Time, Time)",1
11,"(Addicted_To_Love, Addicted_To_Love)",1
12,"(Little_Wing, Little_Wing)",1
13,"(Purple_Rain, Purple_Rain)",1
14,"(Day_Tripper, Day_Tripper)",1
15,"(Let_It_Be, Let_It_Be)",2
16,"(Claudette, Claudette)",1
17,"(I_m_Losing_You, I_m_Losing_You)",1
18,"(Downtown_Lights, Downtown_Lights)",1
19,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
20,"(September_Gurls, September_Gurls)",1
21,"(Caroline_No, Caroline_No)",1
22,"(Lady, Lady)",1
23,"(Abracadabra, Abracadabra)",1
24,"(White_Room, White_Room)",1
25,"(More_Than_Words, More_Than_Words)",1
26,"(I_Love_You, I_Love_You)",1
27,"(Lodi, Lodi)",1
28,"(Come_Together, Come_Together)",1
