,original vs detected,count
0,"(We_Can_Work_It_Out, We_Can_Work_It_Out)",1
1,"(I_Can_t_Get_Next_To_You, I_Can_t_Get_Next_To_You)",1
2,"(God_Only_Knows, God_Only_Knows)",1
3,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
4,"(Grand_Illusion, Grand_Illusion)",1
5,"(Addicted_To_Love, Addicted_To_Love)",1
6,"(I_m_Not_In_Love, I_m_Not_In_Love)",1
7,"(America, America)",1
8,"(Toys_In_The_Attic, Toys_In_The_Attic)",1
9,"(Let_It_Be, Let_It_Be)",1
10,"(All_Along_The_Watchtower, All_Along_The_Watchtower)",1
11,"(Downtown_Lights, Downtown_Lights)",1
12,"(The_Boxer, The_Boxer)",1
13,"(White_Room, White_Room)",1
14,"(I_Love_You, I_Love_You)",1
