,original vs detected,count
0,"(Thin_Line_Between_Love_And_Hate, Thin_Line_Between_Love_And_Hate)",1
1,"(Strange_Little_Girl, Strange_Little_Girl)",1
2,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
3,"(My_Generation, My_Generation)",1
4,"(Blue_Collar_Man, Blue_Collar_Man)",1
5,"(We_Can_Work_It_Out, We_Can_Work_It_Out)",1
6,"(I_Can_t_Get_Next_To_You, I_Can_t_Get_Next_To_You)",1
7,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
8,"(God_Only_Knows, God_Only_Knows)",1
9,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
10,"(Grand_Illusion, Grand_Illusion)",1
11,"(River_Deep_Mountain_High, River_Deep_Mountain_High)",1
12,"(Addicted_To_Love, Addicted_To_Love)",1
13,"(I_m_Not_In_Love, I_m_Not_In_Love)",1
14,"(Toys_In_The_Attic, Toys_In_The_Attic)",1
15,"(Let_It_Be, Let_It_Be)",2
16,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
17,"(Downtown_Lights, Downtown_Lights)",1
18,"(The_Boxer, The_Boxer)",1
19,"(September_Gurls, September_Gurls)",1
20,"(Caroline_No, Caroline_No)",1
21,"(Lady, Lady)",1
22,"(White_Room, White_Room)",1
23,"(Between_The_Bars, Between_The_Bars)",1
24,"(Abracadabra, Abracadabra)",1
25,"(Night_Time_Is_The_Right_Time, Night_Time_Is_The_Right_Time)",1
26,"(More_Than_Words, More_Than_Words)",1
27,"(I_Love_You, I_Love_You)",1
28,"(Lodi, Lodi)",1
29,"(Come_Together, Come_Together)",1
