,id,key,scale,bpm,scaled_rp,scaled_rh,scaled_bh,scaled_notes,scaled_chroma,scaled_skl,scaled_js,scaled_mfcc,aggregated
0,music/Blues/Ageing_hippie_groove_syndicate-Blues_for_Benmp3, A, minor, 111.961776733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Country/NEWGRASS_REVIEW-THROUGH_THE_EYES_OF_A_CHILDmp3, A#, major, 111.806808472,0.19770414952099213,0.18139753343511714,0.10976616272435569,0.242296918767507,0.9415857036435346,4.69270266331162e-06,0.11696170700236523,0.042771116369957195,0.22906099802081156
2,music/Jazz/Tradewinds-Trust_Memp3, D, major, 111.931144714,0.2610611828632943,0.12874787001703986,0.07101249697992285,0.2801120448179272,0.8879987385958878,7.051251332365537e-06,0.14032602894979304,0.08640735052988995,0.23195909550063593
3,music/Country/TROUBADOUR_TUNES-LITTLE_DIPPERmp3, E, major, 111.803817749,0.21734031579354438,0.22052391273177507,0.044689422958659665,0.25280112044817926,0.9403785033002874,5.142937946622779e-06,0.16776064951783573,0.04451088420131669,0.23600124398619307
4,music/EasyListening&Vocals/Victoria_Robertson-Trainmp3, G, major, 112.935874939,0.2329073250998122,0.18460380009267618,0.1818003654357048,0.21778711484593838,0.9057109259299377,4.8152297577029504e-06,0.11824482999912281,0.05260384104665988,0.23670787720995118
5,music/R&B&Soul/Dturnment_Daniel-Lets_Talk_About_Itmp3, C, major, 111.986686707,0.2482933426341234,0.16820985432116542,0.09017755506170026,0.2612044817927171,0.9371088146998592,6.393525055779192e-06,0.14317246787738547,0.05361506589184011,0.23772349697548084
6,music/NewAge/Thrill_Element-Every_Million_Yearsmp3, E, minor, 111.863594055,0.21552776137848567,0.170015839873281,0.17652915257169952,0.23319327731092437,0.9083396167058508,6.174179390668257e-06,0.14434594704046008,0.0653358143441528,0.23916169792553058
7,music/EasyListening&Vocals/JG_Doyle-Ontario_Crossingmp3, A, major, 111.718826294,0.21882859754207656,0.1773361659260572,0.17672780766803578,0.23529411764705882,0.8835545879362188,7.151971129566233e-06,0.1698161143403767,0.053018794131395035,0.23932291714529355
8,music/Childrens's/Tom_Hokanson-I_Will_Relymp3, D, major, 112.13192749,0.2240931382227724,0.1658849806124628,0.09527618026041905,0.22899159663865545,0.9384101490976366,5.090388773101118e-06,0.18471847646796444,0.08474187161983524,0.24026518541356487
9,music/Country/The_Wakefields-Falling_Down_Bluemp3, C, major, 111.783622742,0.21366717413857114,0.17631012798051462,0.12217197987953522,0.21568627450980393,0.9440475500242811,3.752394683807624e-06,0.1817082219069342,0.068908364132723,0.24031293062088088
10,music/Folk/Kirk_Elliott-Papagayo_Cowgirlmp3, A, minor, 111.677818298,0.25460011385619047,0.192203062375501,0.12359130150524415,0.19467787114845939,0.9267076542142249,3.659934670545448e-06,0.13365027984599792,0.10760246668566582,0.24162955119574425
11,music/Religious/Matt_and_Sherry_McPherson-Our_Weapons_Of_Warfaremp3, E, minor, 112.01108551,0.26850678170344267,0.2576721540073833,0.13647531240411798,0.21568627450980393,0.8750317724668107,9.465101041851391e-06,0.1779050562470133,0.06799484558947512,0.24991020775363615
12,music/R&B&Soul/MTC_beatz-Feelin_Yoump3, C, minor, 112.01700592,0.20998806414961582,0.16360492192985532,0.11625136763257846,0.2507002801120448,0.9062786031590594,1.3258764187574834e-05,0.18879704532266045,0.1652462500407158,0.2501099738888397
13,music/Blues/Mick_Clarke-Talking_with_the_Bluesmp3, A, minor, 113.035064697,0.23039404330835708,0.1890062571807118,0.19654790787498558,0.219187675070028,0.9330708704297299,8.00917630235668e-06,0.17735755448591298,0.07447491475667453,0.2525059040353378
14,music/Latin/Juan_Avila-Me_He_Enamoradomp3, A, minor, 111.377258301,0.22262488718418008,0.16706029428687647,0.2157153606193759,0.22128851540616246,0.9534732378032196,5.571492917233563e-06,0.15667045165184967,0.08634099306815374,0.2528974139390919
15,music/Country/TROUBADOUR_TUNES-ILL_NEVER_BE_A_LAWYERmp3, D, major, 112.712059021,0.26252826885039016,0.2261638522276437,0.1301351374347824,0.21708683473389356,0.9620561388572508,6.79309387007355e-06,0.15708137617370937,0.0703467336004908,0.2531756418715038
