,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/Songs/RockPop/RockPopIndie/Sia-Chandeliermp3,0.0, F#, major,0.0,0.0, 87.0545272827,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Metal&Rock/AlternativeMetal/ScarsOnBroadway-ScarsOnBroadway/07-KillEachOther_LiveForevermp3,0.2254460102094325, E, major,0.053015668598411676,0.07376011207450452, 86.9809951782,0.26495590871102703,0.171501394293617,0.06450843174434479,0.7434476886708461,1.6092914551100542e-12,0.19957940178797412
2,music/Songs/RockPop/Indierock/Pvris-Chandeliermp3,0.23579752159069653, C#, major,0.05988409529942048,0.027577308964515747, 86.9380264282,0.09702532327040611,0.2501887805002217,0.027333386065472642,0.9053238540137737,1.0622865089139672e-12,0.20039128371319614
3,music/Metal&Rock/AlternativeMetal/SystemOfADown-StealThisAlbum/13-EgoBrainmp3,0.2631159545741367, G, minor,0.05709379695213565,0.0694296737549008, 86.7907714844,0.2385283362128568,0.15380075796415174,0.04861851801646427,0.8525800482532,1.8310359231742253e-12,0.2103958857162096
4,music/Metal&Rock/AlternativeMetal/SerjTankian-ElectTheDead/SerjTankian-Babymp3,0.2871574480170998, E, minor,0.060313371968233526,0.08606164046322307, 86.9489135742,0.17621790753336336,0.2769632078888113,0.060923109606714786,0.7748737402586396,1.5808563270060197e-12,0.21531380321720833
5,music/Metal&Rock/Metalcore/TheAmityAffliction/TheAmityAffliction-ThisCouldBeHeartbreak/01BringTheWeatherWithMemp3,0.27827592717908006, A, major,0.060098733633827,0.07393000125775002, 86.9621963501,0.05259836257670919,0.19520095021535538,0.15686371405021812,0.9086940647554671,1.7988387564055105e-12,0.21570771920877568
6,music/Songs/Metal/Core/TheAmityAffliction-IBringTheWeatherWithMemp3,0.27922429619056766, A, major,0.060313371968233526,0.07410781243924155, 86.9617462158,0.05347198903971286,0.19530409530512596,0.15719992636245317,0.9088631099630531,1.807363039148902e-12,0.21606057515877441
7,music/Songs/Metal/Core/TheAmityAffliction-IBringTheWeatherWithMemp3,0.27922429619056766, A, major,0.060313371968233526,0.07410781243924155, 86.9617462158,0.05347198903971286,0.19530409530512596,0.15719992636245317,0.9088631099867144,1.807363039148902e-12,0.21606057516173205
8,music/Metal&Rock/SymphonicMetal/Epica-TheDivineConspiracy/Epica-DeathOfADream(TheEmbraceThatSmothers-PartVII)mp3,0.22779624434354678, E, minor,0.09379695213565142,0.07495211833166632, 86.8921127319,0.11487389130806204,0.17496875976501347,0.12685357028364747,0.9405753132587148,1.9184646226752066e-12,0.21922710617852761
9,music/Folk/The_Love_Bus-To_Bemp3,0.2630036428292399, A#, major,0.053015668598411676,0.044339167259687666, 87.6600036621,0.2566289366145034,0.19672911382205105,0.025884159526088097,0.9220056644278691,7.927087905195364e-13,0.22020079413483043
10,music/Metal&Rock/AlternativeMetal/SystemOfADown-StealThisAlbum/13-EgoBrainmp3,0.2631159545741367, G, minor,0.05709379695213565,0.0694296737549008, 86.7907714844,0.2385283362128568,0.15380075796415174,0.04861851801646427,0.9448613179533867,1.8310359231742253e-12,0.22193104442873296
11,music/Metal&Rock/SymphonicMetal/BeyondTheBlack-LostInForever/09-BeyondTheBlack-BurningInFlamesmp3,0.2460275496043153, D, minor,0.0652500536595836,0.07517415751350962, 86.8835678101,0.23961432483739256,0.17492681071166052,0.022801781706447827,0.9535258996394971,1.6960803522197004e-12,0.22216507220926282
12,music/Metal&Rock/AlternativeMetal/Volbeat-TheStrengthTheSoundTheSongs/08_Volbeat_Soulweepermp3,0.31741834655192497, G#, major,0.05344494526722473,0.10909321216520393, 86.5850296021,0.21106599893609526,0.2992455338800778,0.06999939917917983,0.7614859245799637,5.541938418587748e-12,0.2277191700706515
13,music/Modern&Soundtrack/HipHop/Mixtapemonkey/Dudes/FrankOcean-NostalgiaUltra/frankocean-nostalgiaultra/11dustmp3,0.3370443653915062, G, major,0.054518136939257354,0.06255280784494133, 87.0051956177,0.2578305963317478,0.13011163562501787,0.03477597998273052,0.9555700670618388,1.527234254358307e-12,0.22905044864732085
14,music/Alternative&Punk/Coheed_and_Cambria-Devil_In_Jersey_Citymp3,0.2524901304051507, G, major,0.05623524361450955,0.0843556609193086, 85.859664917,0.29212544595986595,0.17063184448874938,0.0520857900675397,0.9265312706663169,2.2664778911921173e-12,0.2293069232654634
15,music/Country/The_Meat_Purveyors-TMP_Smackdownmp3,0.2955313717794137, G, major,0.048722901910281176,0.06988926527595808, 86.2732009888,0.2619046426363809,0.18903522018314384,0.02627944180574689,0.963027863737009,1.0559187445926901e-12,0.23179883841612367
16,music/Metal&Rock/RockPunkSkaetc/Audioslave-Audioslave/06-SetItOffmp3,0.2811269319152596, A, major,0.06138656364026615,0.0675912266273246, 86.4677200317,0.21603249013819772,0.24805408316352004,0.03990774979791533,0.9549567266204053,1.1919948720050438e-12,0.2336319714880101
17,music/Metal&Rock/AlternativeMetal/SerjTankian-ElectTheDeadSymphonie/12-SerjTankian-FallingStarsmp3,0.2973654641361223, D, minor,0.058810903627387855,0.08362985008191474, 86.7475204468,0.35320775465469095,0.27541433327904097,0.07728380196370738,0.7406462297151204,1.6875173943775807e-12,0.23579479218245902
