,original vs detected,count
0,"(Hip-Hop, Rock&Pop)",9
1,"(Country, Alternative&Punk)",19
2,"(World, Country)",17
3,"(Folk, R&B&Soul)",7
4,"(Alternative&Punk, Reggae)",7
5,"(Country, World)",4
6,"(Reggae, Soundtracks&More)",3
7,"(R&B&Soul, R&B&Soul)",12
8,"(EasyListening&Vocals, R&B&Soul)",4
9,"(Hip-Hop, Electronic&Dance)",5
10,"(Blues, Comedy&SpokenWord)",7
11,"(NewAge, EasyListening&Vocals)",10
12,"(World, Classical)",5
13,"(Alternative&Punk, Hip-Hop)",3
14,"(EasyListening&Vocals, Jazz)",7
15,"(Alternative&Punk, Alternative&Punk)",10
16,"(Jazz, Comedy&SpokenWord)",4
17,"(Country, Latin)",6
18,"(Latin, Alternative&Punk)",13
19,"(R&B&Soul, NewAge)",5
20,"(Latin, R&B&Soul)",11
21,"(Blues, Classical)",4
22,"(EasyListening&Vocals, Electronic&Dance)",5
23,"(World, NewAge)",18
24,"(Alternative&Punk, R&B&Soul)",7
25,"(Jazz, World)",2
26,"(Latin, Childrens's)",10
27,"(EasyListening&Vocals, Religious)",12
28,"(Religious, Folk)",3
29,"(Classical, Blues)",9
30,"(Comedy&SpokenWord, Folk)",10
31,"(Folk, Rock&Pop)",2
32,"(Soundtracks&More, Country)",14
33,"(Religious, Electronic&Dance)",1
34,"(Soundtracks&More, R&B&Soul)",8
35,"(Blues, Rock&Pop)",9
36,"(Blues, EasyListening&Vocals)",3
37,"(NewAge, Comedy&SpokenWord)",11
38,"(Folk, Alternative&Punk)",5
39,"(Classical, EasyListening&Vocals)",9
40,"(NewAge, Childrens's)",6
41,"(Soundtracks&More, Blues)",5
42,"(World, Blues)",9
43,"(Folk, Jazz)",9
44,"(EasyListening&Vocals, Blues)",3
45,"(World, EasyListening&Vocals)",8
46,"(Religious, Soundtracks&More)",7
47,"(Country, Folk)",12
48,"(Alternative&Punk, Blues)",10
49,"(Electronic&Dance, Hip-Hop)",17
50,"(R&B&Soul, Reggae)",18
51,"(Hip-Hop, Jazz)",15
52,"(World, R&B&Soul)",4
53,"(Religious, Hip-Hop)",1
54,"(Alternative&Punk, NewAge)",7
55,"(Rock&Pop, Country)",19
56,"(Reggae, Jazz)",7
57,"(R&B&Soul, EasyListening&Vocals)",8
58,"(Blues, Childrens's)",6
59,"(Jazz, EasyListening&Vocals)",5
