,original vs detected,count
0,"(Soundtracks&More, NewAge)",7
1,"(Comedy&SpokenWord, EasyListening&Vocals)",1
2,"(Comedy&SpokenWord, Electronic&Dance)",3
3,"(Alternative&Punk, Electronic&Dance)",3
4,"(Hip-Hop, Country)",5
5,"(Latin, EasyListening&Vocals)",5
6,"(Folk, R&B&Soul)",3
7,"(Blues, Jazz)",6
8,"(Electronic&Dance, Alternative&Punk)",2
9,"(World, Childrens's)",1
10,"(Alternative&Punk, Reggae)",3
11,"(Childrens's, Religious)",10
12,"(Rock&Pop, Hip-Hop)",1
13,"(R&B&Soul, R&B&Soul)",10
14,"(Rock&Pop, Religious)",8
15,"(Blues, Latin)",4
16,"(R&B&Soul, Religious)",7
17,"(World, Folk)",12
18,"(Blues, NewAge)",8
19,"(Alternative&Punk, Hip-Hop)",2
20,"(R&B&Soul, Blues)",3
21,"(Reggae, Rock&Pop)",2
22,"(Comedy&SpokenWord, World)",3
23,"(EasyListening&Vocals, Jazz)",5
24,"(Childrens's, World)",4
25,"(Rock&Pop, Jazz)",7
26,"(Electronic&Dance, Religious)",6
27,"(Country, Latin)",6
28,"(Latin, Alternative&Punk)",12
29,"(Classical, Country)",1
30,"(Blues, R&B&Soul)",4
31,"(Latin, Folk)",10
32,"(Religious, R&B&Soul)",3
33,"(World, NewAge)",13
34,"(Alternative&Punk, R&B&Soul)",6
35,"(Classical, Comedy&SpokenWord)",7
36,"(Comedy&SpokenWord, Hip-Hop)",1
37,"(EasyListening&Vocals, Religious)",8
38,"(Comedy&SpokenWord, Childrens's)",8
39,"(Classical, Blues)",5
40,"(Comedy&SpokenWord, Folk)",7
41,"(Folk, Rock&Pop)",2
42,"(Comedy&SpokenWord, Reggae)",7
43,"(Soundtracks&More, R&B&Soul)",4
44,"(Blues, Rock&Pop)",6
45,"(Electronic&Dance, Blues)",4
46,"(Blues, EasyListening&Vocals)",2
47,"(NewAge, Comedy&SpokenWord)",10
48,"(Blues, World)",1
49,"(Classical, EasyListening&Vocals)",5
50,"(Alternative&Punk, Comedy&SpokenWord)",9
51,"(Religious, Jazz)",5
52,"(Jazz, Alternative&Punk)",9
53,"(Folk, Jazz)",5
54,"(Jazz, R&B&Soul)",6
55,"(Alternative&Punk, World)",1
56,"(Rock&Pop, Soundtracks&More)",5
57,"(Electronic&Dance, Folk)",3
58,"(Country, Folk)",7
59,"(Childrens's, Hip-Hop)",2
60,"(World, R&B&Soul)",4
61,"(Comedy&SpokenWord, Blues)",6
62,"(R&B&Soul, Comedy&SpokenWord)",5
63,"(Reggae, Jazz)",5
64,"(Soundtracks&More, Alternative&Punk)",5
65,"(Alternative&Punk, Latin)",3
66,"(Blues, Childrens's)",4
67,"(Childrens's, Jazz)",1
68,"(Jazz, Childrens's)",7
69,"(NewAge, Jazz)",12
70,"(Electronic&Dance, Rock&Pop)",4
71,"(Blues, Hip-Hop)",1
72,"(R&B&Soul, Country)",12
73,"(Latin, Rock&Pop)",8
74,"(Classical, World)",7
75,"(Childrens's, NewAge)",2
76,"(NewAge, R&B&Soul)",6
77,"(Soundtracks&More, Hip-Hop)",1
78,"(Childrens's, Latin)",1
79,"(NewAge, World)",6
80,"(EasyListening&Vocals, Soundtracks&More)",11
81,"(Classical, R&B&Soul)",1
82,"(World, Rock&Pop)",6
83,"(NewAge, Folk)",4
84,"(EasyListening&Vocals, Comedy&SpokenWord)",7
85,"(EasyListening&Vocals, Classical)",11
86,"(Rock&Pop, Rock&Pop)",17
87,"(Country, Reggae)",3
88,"(Childrens's, EasyListening&Vocals)",9
89,"(EasyListening&Vocals, Country)",14
90,"(Electronic&Dance, Country)",4
91,"(Country, Rock&Pop)",6
92,"(World, Jazz)",4
93,"(Electronic&Dance, Comedy&SpokenWord)",3
94,"(Electronic&Dance, Latin)",3
95,"(Reggae, Country)",11
96,"(Childrens's, Reggae)",6
97,"(Soundtracks&More, Jazz)",2
98,"(Hip-Hop, Latin)",7
99,"(Reggae, Folk)",1
100,"(Religious, NewAge)",6
101,"(Hip-Hop, World)",2
102,"(NewAge, Blues)",7
103,"(Country, R&B&Soul)",1
104,"(R&B&Soul, World)",2
105,"(Rock&Pop, Alternative&Punk)",10
106,"(NewAge, Religious)",6
107,"(Latin, Comedy&SpokenWord)",1
108,"(Classical, Soundtracks&More)",5
109,"(Latin, Latin)",8
110,"(Blues, Religious)",9
111,"(Blues, Folk)",8
112,"(World, Latin)",3
113,"(Comedy&SpokenWord, Soundtracks&More)",2
114,"(Religious, Alternative&Punk)",9
115,"(Childrens's, Folk)",13
116,"(Blues, Country)",19
117,"(Soundtracks&More, Childrens's)",2
118,"(Religious, Rock&Pop)",8
119,"(Rock&Pop, Comedy&SpokenWord)",2
120,"(Classical, Classical)",37
121,"(Soundtracks&More, EasyListening&Vocals)",6
122,"(Jazz, Blues)",10
123,"(Religious, Country)",17
124,"(Classical, Alternative&Punk)",1
125,"(Jazz, Religious)",11
126,"(NewAge, Electronic&Dance)",2
127,"(Soundtracks&More, Classical)",6
128,"(Reggae, Alternative&Punk)",4
129,"(Comedy&SpokenWord, NewAge)",7
130,"(Hip-Hop, Religious)",6
131,"(Latin, Soundtracks&More)",2
132,"(Soundtracks&More, Folk)",5
133,"(R&B&Soul, Jazz)",7
134,"(EasyListening&Vocals, NewAge)",4
135,"(Childrens's, Blues)",10
136,"(Childrens's, Soundtracks&More)",3
137,"(Blues, Reggae)",4
138,"(Electronic&Dance, Jazz)",6
139,"(Comedy&SpokenWord, Religious)",3
140,"(Country, Comedy&SpokenWord)",3
141,"(Folk, Country)",10
142,"(NewAge, Rock&Pop)",6
143,"(Reggae, Childrens's)",13
144,"(Blues, Electronic&Dance)",1
145,"(Country, Country)",29
146,"(Country, Hip-Hop)",1
147,"(World, Religious)",8
148,"(Rock&Pop, Blues)",9
149,"(Hip-Hop, Folk)",1
150,"(Jazz, Country)",12
151,"(Electronic&Dance, Electronic&Dance)",21
152,"(Rock&Pop, Childrens's)",8
153,"(Electronic&Dance, Soundtracks&More)",1
154,"(Soundtracks&More, Rock&Pop)",3
155,"(Comedy&SpokenWord, Comedy&SpokenWord)",22
156,"(Latin, Reggae)",4
157,"(Classical, Rock&Pop)",2
158,"(Folk, Folk)",17
159,"(Religious, EasyListening&Vocals)",5
160,"(World, Alternative&Punk)",5
161,"(Folk, World)",14
162,"(Comedy&SpokenWord, Rock&Pop)",1
163,"(Electronic&Dance, EasyListening&Vocals)",2
164,"(Country, Childrens's)",2
165,"(Jazz, Latin)",5
166,"(Rock&Pop, World)",4
167,"(Comedy&SpokenWord, Classical)",3
168,"(Blues, Blues)",10
169,"(Hip-Hop, Rock&Pop)",6
170,"(Country, Alternative&Punk)",12
171,"(Hip-Hop, Childrens's)",2
172,"(Religious, Blues)",5
173,"(World, Country)",11
174,"(Electronic&Dance, World)",2
175,"(Childrens's, Classical)",1
176,"(Rock&Pop, Folk)",5
177,"(Hip-Hop, Comedy&SpokenWord)",5
178,"(EasyListening&Vocals, Reggae)",2
179,"(Country, World)",4
180,"(Reggae, Soundtracks&More)",2
181,"(Childrens's, Rock&Pop)",4
182,"(Soundtracks&More, Electronic&Dance)",1
183,"(Latin, Country)",17
184,"(EasyListening&Vocals, R&B&Soul)",2
