,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",4
2,"(Blues, Blues)",6
3,"(Country, Alternative&Punk)",3
4,"(Soundtracks&More, NewAge)",5
5,"(Comedy&SpokenWord, Electronic&Dance)",1
6,"(Comedy&SpokenWord, Classical)",1
7,"(Comedy&SpokenWord, EasyListening&Vocals)",1
8,"(Hip-Hop, Childrens's)",1
9,"(Alternative&Punk, Electronic&Dance)",2
10,"(Religious, Blues)",5
11,"(Hip-Hop, Country)",4
12,"(Electronic&Dance, World)",2
13,"(World, Country)",3
14,"(Latin, EasyListening&Vocals)",2
15,"(Rock&Pop, Folk)",4
16,"(Blues, Jazz)",6
17,"(Electronic&Dance, Alternative&Punk)",2
18,"(World, Childrens's)",4
19,"(Hip-Hop, Comedy&SpokenWord)",4
20,"(EasyListening&Vocals, Reggae)",1
21,"(Country, World)",1
22,"(Childrens's, Religious)",5
23,"(Reggae, Soundtracks&More)",2
24,"(Childrens's, Rock&Pop)",1
25,"(R&B&Soul, R&B&Soul)",6
26,"(Rock&Pop, Religious)",3
27,"(Latin, Country)",6
28,"(Rock&Pop, R&B&Soul)",2
29,"(NewAge, Classical)",2
30,"(Latin, Religious)",4
31,"(Blues, Comedy&SpokenWord)",3
32,"(Blues, Latin)",3
33,"(R&B&Soul, Religious)",9
34,"(NewAge, EasyListening&Vocals)",3
35,"(Alternative&Punk, Folk)",1
36,"(Alternative&Punk, Classical)",1
37,"(Soundtracks&More, Latin)",2
38,"(World, Classical)",3
39,"(Country, Religious)",6
40,"(Blues, NewAge)",4
41,"(World, Folk)",8
42,"(Jazz, Jazz)",8
43,"(Comedy&SpokenWord, World)",1
44,"(Reggae, Rock&Pop)",1
45,"(EasyListening&Vocals, Jazz)",3
46,"(Childrens's, World)",1
47,"(Rock&Pop, Jazz)",5
48,"(Alternative&Punk, Alternative&Punk)",6
49,"(Electronic&Dance, Religious)",1
50,"(Jazz, Comedy&SpokenWord)",2
51,"(Country, Latin)",1
52,"(Latin, Alternative&Punk)",7
53,"(R&B&Soul, NewAge)",1
54,"(Latin, R&B&Soul)",4
55,"(Latin, Folk)",5
56,"(World, NewAge)",5
