,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Electronic/TheXX-Intromp3,0.0,0.0,0.0, 100.450759888,0.0,0.0, F, major,0.0,0.0,0.0,0.0
1,music/Metal&Rock/AlternativeMetal/SerjTankian-Harakiri/08-SerjTankian-ForgetMeKnotmp3,0.09019397350486362,0.24190347929668737,0.26535760829579386, 100.010032654,0.2056931062448655,0.07659442449314617, F, major,0.06984595906309347,0.4275631490736477,0.042811222496726205,0.17749536530860296
2,music/Metal&Rock/Atmospheric&Nichtmetallisches/IvarBjørnson&EinarSelvik-Hugsjá/11-UmHeilageFjellmp3,0.047998402135008174,0.2232115897670828,0.17414608430299153, 99.9968566895,0.14876402661554816,0.13949915790726578, B, minor,0.10360835619328973,0.6070373590395997,0.03994643145009143,0.18552642592635968
3,music/Metal&Rock/Atmospheric&Nichtmetallisches/IvarBjørnson&EinarSelvik-Hugsjá/02-WulthuRmp3,0.0974561848235358,0.20965654446819107,0.14207030837839815, 99.9083862305,0.17158237470122575,0.11132355353774309, B, major,0.06815783920658366,0.6402622525478376,0.05942256210403132,0.18749145247094332
4,music/Metal&Rock/AlternativeMetal/Raubtier-SkrietFranVildmarken/Raubtier-Världsherraväldemp3,0.11890783480254943,0.2691421916385282,0.22557691731867685, 99.9955978394,0.14649213242545636,0.06477438214745744, G#, minor,0.06351550960118169,0.5834142883304478,0.042153568038840336,0.18924710303789224
5,music/Jazz&Klassik/TheNewSoundOfClassic/01MissionImpossiblemp3,0.06302230410165235,0.1889901997015898,0.15315401607695034, 99.8022384644,0.26059116003064603,0.045205756114862966, A, minor,0.06942392909896603,0.7067642480684888,0.03671773473052161,0.19048366849045972
6,music/Metal&Rock/FolkMetal/Solstafir-Andyari/02-Solstafir-Fjaramp3,0.09345745048094986,0.19424031248550946,0.21258822752881884, 99.9604110718,0.1129769034131065,0.0977906676840887, A#, major,0.10381937117535345,0.6855502701439906,0.0629238169450951,0.19541837748211408
7,music/Folk/Valerys_Kin-The_smell_of_decaymp3,0.06534956831404085,0.1941564514960909,0.10675412166125002, 100.03250885,0.16662853423023113,0.12704047669671487, C, major,0.048955475838784554,0.8603108033818687,0.04575062366589074,0.20186825691060895
8,music/Rock&Pop/db4-Memories_of_St_Petersburgmp3,0.047169464152924286,0.19037565070777435,0.1420355681019921, 100.020423889,0.17639323747972094,0.10825782209406927, C, major,0.06942392909896603,0.8712365122919297,0.049228517795400634,0.20676508771534716
9,music/Comedy&SpokenWord/Tales_2_Tell-Rendezvous_With_Deathmp3,0.0582278545122138,0.17065554325404833,0.12429888210870121, 100.087638855,0.15165266602563085,0.13457459968587301, G, minor,0.04325807132306394,0.9195177654154408,0.05374017706930986,0.20699069492428523
10,music/Songs/Metal/Metal&Thrash/Nightwish-WhileYourLipsAreStillRedmp3,0.037093471709685695,0.20794987834534784,0.23297874982295677, 99.9603271484,0.17278001021063552,0.10612169718991615, A#, major,0.06541464443975523,0.7986205077784304,0.048065460270776156,0.20862805247093796
11,music/Metal&Rock/PostRock/WheretheGoodWayLies-NineteenFourteen/WheretheGoodWayLies-NineteenFourteen-02ShadowsMarchmp3,0.02438026245363694,0.23871850637956096,0.2118969866293157, 99.8744888306,0.18251149807886277,0.10012200720224601, G, major,0.1042414011394809,0.7745107390438406,0.03609342931380266,0.2090593537800933
12,music/Metal&Rock/SymphonicMetal/Wildpath-Disclosure/Wildpath-Petrichormp3,0.0804235814904826,0.1808714052403387,0.18322121289102788, 99.8581771851,0.15373385593546993,0.06129437564699953, G, major,0.07132306393753957,0.8834374860695288,0.061870189663993005,0.20952189635942248
13,music/Modern&Soundtrack/Soundtrack/DivinityOriginalSin2Soundtrack/02MeadGoldandBlood(Ifan'sTheme)wav,0.10235879457696416,0.20399697449090604,0.15950533767489256, 100.881744385,0.15663086865269218,0.05472641433964637, G, minor,0.03988183161004431,0.9207606305597471,0.053566322500573756,0.2114283968006833
14,music/Metal&Rock/Buckethead/Buckethead-Soothsayer(dedicatedtoAuntSuzie)mp3,0.12627655868469018,0.22627443502971617,0.22216470627935472, 152.591201782,0.6809391097146226,0.09394251050474704, F#, major,0.253851023422663,0.04394571249771717,0.04616165730366243,0.21169446417964666
15,music/Songs/BackingTrack/ToreFagerheim/ToreFagerheim-EMinorEpicPowerBalladGuitarBackingTrackmp3,0.16968814662908083,0.21141632642806774,0.14886483213450913, 99.9104537964,0.16707211743786804,0.05062093081224114, C, major,0.06414855454737287,0.8356329301404046,0.04654464810082924,0.21174856077879667
16,music/Jazz/Victor_and_Pablo_Escalona-Sahara_Nightsmp3,0.08375928546703909,0.2208473728441755,0.29748620013441024, 99.9586410522,0.1596255320649419,0.07790032163227363, F, major,0.04979953576703946,0.7473452178211646,0.06123371510405162,0.21224964760438703
17,music/Modern&Soundtrack/Electronic/MerkabaMusic-100thCompilation/Chronos&OkoloSna-100thCompilation-12MarkedBack(ZozhMix)mp3,0.0830912326119526,0.15920922576339863,0.10324999518775137, 99.9356002808,0.18185104242748412,0.09159696613510428, C, major,0.12998522895125553,0.9116828179768306,0.04199471549375927,0.21283265306844204
