,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Comedy&SpokenWord, Classical)",4
2,"(Comedy&SpokenWord, EasyListening&Vocals)",1
3,"(Country, Alternative&Punk)",5
4,"(Comedy&SpokenWord, Electronic&Dance)",1
5,"(Blues, Blues)",8
6,"(Religious, Blues)",1
7,"(Hip-Hop, Country)",6
8,"(Electronic&Dance, World)",1
9,"(World, Country)",3
10,"(Latin, EasyListening&Vocals)",2
11,"(Rock&Pop, Folk)",5
12,"(Folk, R&B&Soul)",3
13,"(Blues, Jazz)",1
14,"(World, Childrens's)",1
15,"(Hip-Hop, Comedy&SpokenWord)",2
16,"(EasyListening&Vocals, Reggae)",1
17,"(Country, World)",1
18,"(Childrens's, Religious)",3
19,"(Childrens's, Rock&Pop)",1
20,"(R&B&Soul, R&B&Soul)",8
21,"(Rock&Pop, Religious)",5
22,"(Latin, Country)",9
23,"(EasyListening&Vocals, R&B&Soul)",2
24,"(Electronic&Dance, Childrens's)",1
25,"(Rock&Pop, R&B&Soul)",6
26,"(Reggae, NewAge)",1
27,"(Hip-Hop, Electronic&Dance)",1
28,"(Blues, Comedy&SpokenWord)",4
29,"(R&B&Soul, Religious)",2
30,"(NewAge, EasyListening&Vocals)",2
31,"(World, Classical)",1
32,"(Alternative&Punk, Folk)",1
33,"(Country, Religious)",3
34,"(World, Folk)",6
35,"(Jazz, Jazz)",4
36,"(Blues, NewAge)",3
37,"(Alternative&Punk, Hip-Hop)",1
38,"(R&B&Soul, Blues)",2
39,"(Reggae, Rock&Pop)",1
40,"(Comedy&SpokenWord, World)",2
41,"(Childrens's, World)",1
42,"(EasyListening&Vocals, Jazz)",2
43,"(Rock&Pop, Jazz)",3
44,"(Alternative&Punk, Alternative&Punk)",2
45,"(Electronic&Dance, Religious)",3
46,"(Jazz, Comedy&SpokenWord)",2
47,"(Country, Latin)",12
48,"(Latin, Alternative&Punk)",4
49,"(Classical, Country)",1
50,"(R&B&Soul, NewAge)",3
51,"(Latin, Folk)",5
52,"(Alternative&Punk, Childrens's)",1
53,"(Blues, R&B&Soul)",3
54,"(Latin, R&B&Soul)",3
55,"(Alternative&Punk, EasyListening&Vocals)",1
56,"(Religious, R&B&Soul)",1
57,"(World, NewAge)",4
58,"(Alternative&Punk, R&B&Soul)",5
59,"(Soundtracks&More, Comedy&SpokenWord)",1
60,"(R&B&Soul, Soundtracks&More)",1
61,"(Jazz, World)",4
62,"(Jazz, Folk)",7
63,"(Jazz, Rock&Pop)",3
64,"(Comedy&SpokenWord, Hip-Hop)",1
65,"(Classical, Comedy&SpokenWord)",1
66,"(Latin, Childrens's)",2
67,"(EasyListening&Vocals, Religious)",4
68,"(Religious, Folk)",5
69,"(Comedy&SpokenWord, Childrens's)",4
70,"(Classical, Blues)",1
71,"(Comedy&SpokenWord, Folk)",7
72,"(Religious, Reggae)",3
73,"(Folk, Rock&Pop)",3
74,"(Soundtracks&More, Country)",6
75,"(NewAge, Alternative&Punk)",1
76,"(Comedy&SpokenWord, Reggae)",5
77,"(Soundtracks&More, R&B&Soul)",1
78,"(Blues, Rock&Pop)",3
79,"(Electronic&Dance, Blues)",1
80,"(Blues, EasyListening&Vocals)",1
81,"(NewAge, Comedy&SpokenWord)",1
82,"(Rock&Pop, NewAge)",1
83,"(Alternative&Punk, Comedy&SpokenWord)",5
84,"(Classical, EasyListening&Vocals)",3
85,"(Religious, Jazz)",1
86,"(Childrens's, Comedy&SpokenWord)",5
87,"(R&B&Soul, Hip-Hop)",3
88,"(Reggae, Religious)",3
89,"(Reggae, R&B&Soul)",8
90,"(Soundtracks&More, Blues)",1
91,"(World, Blues)",1
92,"(Jazz, Alternative&Punk)",5
93,"(EasyListening&Vocals, Blues)",9
94,"(Religious, Religious)",11
95,"(World, EasyListening&Vocals)",3
96,"(Reggae, Blues)",1
97,"(Jazz, R&B&Soul)",4
98,"(Rock&Pop, Soundtracks&More)",1
99,"(Religious, Soundtracks&More)",3
100,"(Electronic&Dance, Folk)",3
101,"(Country, Folk)",4
102,"(Alternative&Punk, Blues)",1
103,"(Electronic&Dance, Hip-Hop)",6
104,"(Classical, NewAge)",4
105,"(Alternative&Punk, Religious)",2
106,"(Childrens's, Hip-Hop)",1
107,"(R&B&Soul, Alternative&Punk)",2
108,"(R&B&Soul, Reggae)",1
109,"(Electronic&Dance, Reggae)",2
110,"(Hip-Hop, Jazz)",2
111,"(World, R&B&Soul)",1
112,"(Religious, Hip-Hop)",2
113,"(Hip-Hop, NewAge)",2
114,"(Comedy&SpokenWord, Blues)",2
115,"(R&B&Soul, Comedy&SpokenWord)",3
116,"(Rock&Pop, Country)",15
117,"(NewAge, Hip-Hop)",1
118,"(Reggae, Jazz)",2
119,"(NewAge, Country)",5
120,"(R&B&Soul, EasyListening&Vocals)",3
121,"(R&B&Soul, Latin)",10
122,"(Soundtracks&More, Alternative&Punk)",1
123,"(Alternative&Punk, Latin)",2
124,"(Reggae, Electronic&Dance)",4
125,"(Childrens's, Jazz)",2
126,"(Jazz, Childrens's)",3
127,"(NewAge, Jazz)",3
128,"(Electronic&Dance, Rock&Pop)",3
129,"(Jazz, EasyListening&Vocals)",4
130,"(EasyListening&Vocals, Folk)",11
131,"(R&B&Soul, Country)",16
132,"(Folk, NewAge)",4
133,"(Childrens's, Country)",7
134,"(Latin, Rock&Pop)",1
135,"(Classical, Religious)",1
136,"(Classical, World)",2
137,"(Country, Jazz)",2
138,"(NewAge, NewAge)",1
139,"(NewAge, R&B&Soul)",2
140,"(Childrens's, Latin)",5
141,"(EasyListening&Vocals, Soundtracks&More)",6
142,"(World, Rock&Pop)",2
143,"(Religious, Latin)",1
144,"(Alternative&Punk, Rock&Pop)",2
145,"(R&B&Soul, Folk)",6
146,"(Comedy&SpokenWord, Country)",10
147,"(NewAge, Folk)",2
148,"(EasyListening&Vocals, Comedy&SpokenWord)",6
149,"(Folk, Soundtracks&More)",4
150,"(Country, Electronic&Dance)",5
151,"(EasyListening&Vocals, Classical)",1
152,"(Rock&Pop, Rock&Pop)",6
153,"(Electronic&Dance, Classical)",1
154,"(Country, Reggae)",2
155,"(Blues, Alternative&Punk)",1
156,"(Childrens's, Childrens's)",5
157,"(Folk, Classical)",6
158,"(EasyListening&Vocals, Rock&Pop)",1
159,"(Comedy&SpokenWord, Latin)",11
160,"(Folk, Latin)",4
161,"(Childrens's, EasyListening&Vocals)",1
162,"(Electronic&Dance, Country)",4
