,original vs detected,count
0,"(Strange_Little_Girl, Strange_Little_Girl)",1
1,"(Blue_Collar_Man, Blue_Collar_Man)",1
2,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
3,"(God_Only_Knows, God_Only_Knows)",1
4,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
5,"(Grand_Illusion, Grand_Illusion)",1
6,"(Time, Time)",1
7,"(Purple_Rain, Purple_Rain)",1
8,"(Day_Tripper, Day_Tripper)",1
9,"(Proud_Mary, Proud_Mary)",1
10,"(Let_It_Be, Let_It_Be)",1
11,"(All_Along_The_Watchtower, All_Along_The_Watchtower)",1
12,"(Downtown_Lights, Downtown_Lights)",1
13,"(Caroline_No, Caroline_No)",1
14,"(Lady, Lady)",1
15,"(Abracadabra, Abracadabra)",1
16,"(White_Room, White_Room)",1
17,"(Night_Time_Is_The_Right_Time, Night_Time_Is_The_Right_Time)",1
18,"(More_Than_Words, More_Than_Words)",1
19,"(I_Love_You, I_Love_You)",1
20,"(Lodi, Lodi)",1
