,original vs detected,count
0,"(Thin_Line_Between_Love_And_Hate, Thin_Line_Between_Love_And_Hate)",1
1,"(Strange_Little_Girl, Strange_Little_Girl)",1
2,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
3,"(Blue_Collar_Man, Blue_Collar_Man)",1
4,"(We_Can_Work_It_Out, We_Can_Work_It_Out)",1
5,"(I_Can_t_Get_Next_To_You, I_Can_t_Get_Next_To_You)",1
6,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
7,"(God_Only_Knows, God_Only_Knows)",1
8,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
9,"(Grand_Illusion, Grand_Illusion)",1
10,"(River_Deep_Mountain_High, River_Deep_Mountain_High)",1
11,"(I_m_Not_In_Love, I_m_Not_In_Love)",1
12,"(Addicted_To_Love, Addicted_To_Love)",1
13,"(Time, Time)",1
14,"(Purple_Rain, Purple_Rain)",1
15,"(America, America)",1
16,"(Let_It_Be, Let_It_Be)",2
17,"(All_Along_The_Watchtower, All_Along_The_Watchtower)",1
18,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
19,"(Downtown_Lights, Downtown_Lights)",1
20,"(The_Boxer, The_Boxer)",1
21,"(Caroline_No, Caroline_No)",1
22,"(Tush, Tush)",1
23,"(Lady, Lady)",1
24,"(Abracadabra, Abracadabra)",1
25,"(White_Room, White_Room)",1
26,"(More_Than_Words, More_Than_Words)",1
27,"(I_Love_You, I_Love_You)",1
28,"(Lodi, Lodi)",1
