,"original vs detected","count"
274,"(Comedy&SpokenWord, Comedy&SpokenWord)",14
3,"(Country, Alternative&Punk)",10
99,"(Reggae, R&B&Soul)",10
206,"(Latin, Latin)",10
276,"(Classical, Latin)",10
293,"(EasyListening&Vocals, Latin)",10
9,"(World, Country)",9
28,"(Rock&Pop, Religious)",9
49,"(EasyListening&Vocals, Jazz)",9
15,"(Blues, Jazz)",8
44,"(Jazz, Jazz)",8
68,"(Comedy&SpokenWord, Hip-Hop)",8
143,"(R&B&Soul, Country)",8
168,"(Rock&Pop, Rock&Pop)",8
176,"(Country, Rock&Pop)",8
192,"(Soundtracks&More, Jazz)",8
204,"(Hip-Hop, Reggae)",8
280,"(Alternative&Punk, Country)",8
50,"(Childrens's, World)",7
59,"(Latin, R&B&Soul)",7
98,"(Reggae, Religious)",7
110,"(Alternative&Punk, Blues)",7
128,"(NewAge, Country)",7
146,"(Classical, Religious)",7
34,"(Hip-Hop, Electronic&Dance)",6
39,"(R&B&Soul, Religious)",6
52,"(Alternative&Punk, Alternative&Punk)",6
85,"(Soundtracks&More, R&B&Soul)",6
91,"(Folk, Alternative&Punk)",6
116,"(R&B&Soul, Reggae)",6
126,"(Rock&Pop, Country)",6
148,"(Childrens's, Country)",6
213,"(Religious, Alternative&Punk)",6
220,"(Religious, Rock&Pop)",6
221,"(Classical, Classical)",6
224,"(Jazz, Blues)",6
268,"(Jazz, Country)",6
277,"(Folk, Folk)",6
2,"(Blues, Blues)",5
17,"(World, Childrens's)",5
23,"(Childrens's, Rock&Pop)",5
27,"(R&B&Soul, R&B&Soul)",5
45,"(Blues, NewAge)",5
163,"(EasyListening&Vocals, Classical)",5
183,"(World, Jazz)",5
189,"(Reggae, Country)",5
191,"(Hip-Hop, Latin)",5
200,"(Country, R&B&Soul)",5
202,"(NewAge, Religious)",5
209,"(World, Latin)",5
214,"(Childrens's, Folk)",5
247,"(Electronic&Dance, R&B&Soul)",5
258,"(Reggae, Reggae)",5
259,"(Country, Country)",5
286,"(World, World)",5
298,"(Latin, Hip-Hop)",5
7,"(Alternative&Punk, Electronic&Dance)",4
8,"(Religious, Blues)",4
10,"(Electronic&Dance, World)",4
12,"(Latin, EasyListening&Vocals)",4
14,"(Folk, R&B&Soul)",4
30,"(Latin, Country)",4
31,"(Electronic&Dance, Childrens's)",4
40,"(NewAge, EasyListening&Vocals)",4
41,"(Soundtracks&More, Latin)",4
46,"(R&B&Soul, Blues)",4
56,"(Jazz, Hip-Hop)",4
62,"(Blues, Classical)",4
73,"(Religious, Folk)",4
79,"(Religious, Reggae)",4
81,"(Classical, Blues)",4
82,"(NewAge, Alternative&Punk)",4
83,"(Religious, Electronic&Dance)",4
86,"(Blues, Rock&Pop)",4
100,"(Soundtracks&More, Blues)",4
103,"(Folk, Jazz)",4
111,"(Electronic&Dance, Hip-Hop)",4
113,"(Alternative&Punk, Religious)",4
137,"(Jazz, Childrens's)",4
138,"(NewAge, Jazz)",4
155,"(World, Rock&Pop)",4
159,"(Alternative&Punk, Rock&Pop)",4
171,"(Childrens's, Childrens's)",4
174,"(EasyListening&Vocals, Country)",4
185,"(Electronic&Dance, Comedy&SpokenWord)",4
194,"(Religious, Comedy&SpokenWord)",4
195,"(Hip-Hop, World)",4
207,"(Blues, Religious)",4
212,"(EasyListening&Vocals, EasyListening&Vocals)",4
218,"(Soundtracks&More, Childrens's)",4
225,"(Soundtracks&More, EasyListening&Vocals)",4
228,"(EasyListening&Vocals, Alternative&Punk)",4
231,"(Reggae, Alternative&Punk)",4
233,"(Jazz, Reggae)",4
235,"(Country, Blues)",4
246,"(Childrens's, Blues)",4
249,"(Classical, Jazz)",4
252,"(Folk, Country)",4
253,"(Latin, Jazz)",4
263,"(World, Religious)",4
269,"(Electronic&Dance, Electronic&Dance)",4
270,"(Electronic&Dance, Soundtracks&More)",4
273,"(Religious, Childrens's)",4
275,"(Classical, Rock&Pop)",4
284,"(World, Alternative&Punk)",4
287,"(Folk, World)",4
289,"(Hip-Hop, Hip-Hop)",4
294,"(Classical, Folk)",4
295,"(Jazz, Latin)",4
13,"(Rock&Pop, Folk)",3
18,"(Alternative&Punk, Reggae)",3
21,"(Childrens's, Religious)",3
26,"(Rock&Pop, Hip-Hop)",3
32,"(NewAge, Classical)",3
36,"(Rock&Pop, R&B&Soul)",3
42,"(Country, Religious)",3
47,"(Reggae, Rock&Pop)",3
61,"(Latin, Folk)",3
64,"(Religious, R&B&Soul)",3
77,"(Folk, Rock&Pop)",3
80,"(Soundtracks&More, Country)",3
84,"(Comedy&SpokenWord, Reggae)",3
87,"(Electronic&Dance, Blues)",3
90,"(Blues, World)",3
92,"(Rock&Pop, NewAge)",3
96,"(NewAge, Childrens's)",3
97,"(R&B&Soul, Hip-Hop)",3
101,"(World, Blues)",3
102,"(Jazz, Alternative&Punk)",3
112,"(Classical, NewAge)",3
118,"(Hip-Hop, Jazz)",3
119,"(Religious, Hip-Hop)",3
121,"(Comedy&SpokenWord, Blues)",3
127,"(Reggae, Jazz)",3
129,"(R&B&Soul, EasyListening&Vocals)",3
133,"(Alternative&Punk, Latin)",3
136,"(Childrens's, Jazz)",3
140,"(Jazz, EasyListening&Vocals)",3
144,"(Folk, NewAge)",3
147,"(Country, Jazz)",3
150,"(Childrens's, NewAge)",3
152,"(Childrens's, Latin)",3
156,"(Latin, World)",3
160,"(R&B&Soul, Folk)",3
175,"(Electronic&Dance, Country)",3
181,"(Folk, EasyListening&Vocals)",3
187,"(Hip-Hop, EasyListening&Vocals)",3
211,"(Comedy&SpokenWord, Soundtracks&More)",3
215,"(Blues, Country)",3
217,"(Folk, Religious)",3
227,"(Hip-Hop, R&B&Soul)",3
238,"(Hip-Hop, Blues)",3
239,"(Childrens's, Alternative&Punk)",3
241,"(Alternative&Punk, Soundtracks&More)",3
243,"(R&B&Soul, Jazz)",3
257,"(Reggae, Childrens's)",3
266,"(NewAge, Reggae)",3
272,"(Soundtracks&More, Rock&Pop)",3
282,"(NewAge, Latin)",3
285,"(Latin, Electronic&Dance)",3
0,"(Rock&Pop, World)",2
4,"(Soundtracks&More, NewAge)",2
11,"(Childrens's, Classical)",2
16,"(Electronic&Dance, Alternative&Punk)",2
24,"(Soundtracks&More, Electronic&Dance)",2
37,"(Blues, Comedy&SpokenWord)",2
38,"(Blues, Latin)",2
43,"(World, Folk)",2
51,"(Rock&Pop, Jazz)",2
54,"(Country, Latin)",2
55,"(Latin, Alternative&Punk)",2
57,"(Blues, R&B&Soul)",2
63,"(Alternative&Punk, EasyListening&Vocals)",2
66,"(Classical, Comedy&SpokenWord)",2
69,"(Jazz, Folk)",2
71,"(Latin, Childrens's)",2
74,"(Comedy&SpokenWord, Childrens's)",2
78,"(Comedy&SpokenWord, Folk)",2
88,"(Blues, EasyListening&Vocals)",2
89,"(NewAge, Comedy&SpokenWord)",2
94,"(Classical, EasyListening&Vocals)",2
104,"(EasyListening&Vocals, Blues)",2
106,"(Rock&Pop, Soundtracks&More)",2
115,"(R&B&Soul, Alternative&Punk)",2
117,"(Electronic&Dance, Reggae)",2
120,"(Hip-Hop, NewAge)",2
124,"(EasyListening&Vocals, Hip-Hop)",2
131,"(Soundtracks&More, Alternative&Punk)",2
135,"(Blues, Childrens's)",2
139,"(Electronic&Dance, Rock&Pop)",2
141,"(Folk, Childrens's)",2
142,"(EasyListening&Vocals, Folk)",2
149,"(NewAge, NewAge)",2
151,"(Soundtracks&More, Hip-Hop)",2
154,"(NewAge, R&B&Soul)",2
158,"(Religious, Latin)",2
161,"(Comedy&SpokenWord, Country)",2
164,"(NewAge, Folk)",2
166,"(Country, Electronic&Dance)",2
167,"(Folk, Soundtracks&More)",2
170,"(Country, Reggae)",2
173,"(Folk, Latin)",2
178,"(World, Hip-Hop)",2
179,"(Electronic&Dance, NewAge)",2
186,"(Folk, Hip-Hop)",2
188,"(Electronic&Dance, Latin)",2
197,"(Hip-Hop, Alternative&Punk)",2
199,"(Comedy&SpokenWord, R&B&Soul)",2
201,"(Rock&Pop, Alternative&Punk)",2
208,"(Blues, Folk)",2
216,"(Rock&Pop, Electronic&Dance)",2
229,"(Jazz, Religious)",2
234,"(R&B&Soul, Childrens's)",2
244,"(EasyListening&Vocals, NewAge)",2
250,"(Electronic&Dance, Jazz)",2
254,"(NewAge, Rock&Pop)",2
256,"(Reggae, Hip-Hop)",2
261,"(Alternative&Punk, Jazz)",2
264,"(Rock&Pop, Blues)",2
265,"(Hip-Hop, Folk)",2
271,"(Rock&Pop, Childrens's)",2
281,"(Soundtracks&More, Reggae)",2
290,"(Comedy&SpokenWord, Rock&Pop)",2
292,"(Reggae, Latin)",2
297,"(Comedy&SpokenWord, Alternative&Punk)",2
299,"(Country, Childrens's)",2
1,"(Hip-Hop, Rock&Pop)",1
5,"(Comedy&SpokenWord, Electronic&Dance)",1
6,"(Comedy&SpokenWord, EasyListening&Vocals)",1
19,"(EasyListening&Vocals, Reggae)",1
20,"(Country, World)",1
22,"(Hip-Hop, Comedy&SpokenWord)",1
25,"(Reggae, Soundtracks&More)",1
29,"(EasyListening&Vocals, R&B&Soul)",1
33,"(Reggae, NewAge)",1
35,"(Latin, Religious)",1
48,"(Comedy&SpokenWord, World)",1
53,"(Electronic&Dance, Religious)",1
58,"(Classical, Country)",1
60,"(Alternative&Punk, Childrens's)",1
65,"(World, NewAge)",1
67,"(Jazz, Rock&Pop)",1
70,"(Jazz, World)",1
72,"(EasyListening&Vocals, Religious)",1
75,"(Hip-Hop, Soundtracks&More)",1
76,"(NewAge, Soundtracks&More)",1
93,"(Alternative&Punk, Comedy&SpokenWord)",1
95,"(Religious, Jazz)",1
105,"(Jazz, R&B&Soul)",1
107,"(Alternative&Punk, World)",1
108,"(Religious, Soundtracks&More)",1
109,"(Country, Folk)",1
114,"(Childrens's, Hip-Hop)",1
122,"(R&B&Soul, Comedy&SpokenWord)",1
123,"(Alternative&Punk, NewAge)",1
125,"(NewAge, Hip-Hop)",1
130,"(R&B&Soul, Latin)",1
132,"(R&B&Soul, Rock&Pop)",1
134,"(Reggae, Electronic&Dance)",1
145,"(Latin, Rock&Pop)",1
153,"(NewAge, World)",1
157,"(EasyListening&Vocals, Soundtracks&More)",1
162,"(Reggae, World)",1
165,"(EasyListening&Vocals, Comedy&SpokenWord)",1
169,"(Electronic&Dance, Classical)",1
172,"(Comedy&SpokenWord, Latin)",1
177,"(Jazz, Electronic&Dance)",1
180,"(Folk, Electronic&Dance)",1
182,"(Blues, Soundtracks&More)",1
184,"(Soundtracks&More, World)",1
190,"(Religious, NewAge)",1
193,"(NewAge, Blues)",1
196,"(Reggae, Folk)",1
198,"(R&B&Soul, World)",1
203,"(Latin, Comedy&SpokenWord)",1
205,"(Classical, Soundtracks&More)",1
210,"(R&B&Soul, Electronic&Dance)",1
219,"(Hip-Hop, Classical)",1
222,"(Religious, Country)",1
223,"(Classical, Alternative&Punk)",1
226,"(Soundtracks&More, Religious)",1
230,"(Comedy&SpokenWord, Jazz)",1
232,"(Comedy&SpokenWord, NewAge)",1
236,"(Hip-Hop, Religious)",1
237,"(Classical, Reggae)",1
240,"(Religious, Classical)",1
242,"(Soundtracks&More, Folk)",1
245,"(Childrens's, Soundtracks&More)",1
248,"(Blues, Reggae)",1
251,"(Comedy&SpokenWord, Religious)",1
255,"(Rock&Pop, Reggae)",1
260,"(EasyListening&Vocals, World)",1
262,"(Country, Hip-Hop)",1
267,"(Soundtracks&More, Soundtracks&More)",1
278,"(Country, Soundtracks&More)",1
279,"(Religious, EasyListening&Vocals)",1
283,"(Reggae, Comedy&SpokenWord)",1
288,"(Folk, Blues)",1
291,"(Electronic&Dance, EasyListening&Vocals)",1
296,"(World, Reggae)",1
