,"original vs detected","count"
193,"(Classical, Classical)",22
243,"(Comedy&SpokenWord, Comedy&SpokenWord)",21
228,"(Country, Country)",15
11,"(World, Country)",11
27,"(Latin, Country)",11
198,"(Hip-Hop, R&B&Soul)",11
238,"(Electronic&Dance, Electronic&Dance)",11
249,"(Alternative&Punk, Country)",11
45,"(World, Folk)",10
138,"(Alternative&Punk, Rock&Pop)",10
236,"(Jazz, Country)",10
73,"(Soundtracks&More, Country)",9
119,"(NewAge, Jazz)",9
139,"(R&B&Soul, Folk)",9
143,"(EasyListening&Vocals, Classical)",9
3,"(Country, Alternative&Punk)",8
46,"(Jazz, Jazz)",8
49,"(Rock&Pop, Jazz)",8
110,"(Rock&Pop, Country)",8
184,"(EasyListening&Vocals, EasyListening&Vocals)",8
186,"(Religious, Alternative&Punk)",8
203,"(Reggae, Alternative&Punk)",8
209,"(Hip-Hop, Blues)",8
226,"(Reggae, Reggae)",8
246,"(Folk, Folk)",8
50,"(Alternative&Punk, Alternative&Punk)",7
95,"(Religious, Religious)",7
103,"(Classical, NewAge)",7
117,"(Childrens's, Jazz)",7
125,"(Childrens's, Country)",7
191,"(Religious, Rock&Pop)",7
194,"(Religious, Country)",7
215,"(Childrens's, Blues)",7
220,"(Folk, Country)",7
224,"(Reggae, Hip-Hop)",7
2,"(Blues, Blues)",6
16,"(Blues, Jazz)",6
28,"(Electronic&Dance, Childrens's)",6
52,"(Latin, Alternative&Punk)",6
102,"(Alternative&Punk, Religious)",6
118,"(Jazz, Childrens's)",6
123,"(EasyListening&Vocals, Folk)",6
124,"(R&B&Soul, Country)",6
164,"(Reggae, Country)",6
187,"(Blues, Country)",6
196,"(Soundtracks&More, EasyListening&Vocals)",6
17,"(Electronic&Dance, Alternative&Punk)",5
23,"(R&B&Soul, R&B&Soul)",5
37,"(NewAge, EasyListening&Vocals)",5
47,"(EasyListening&Vocals, Jazz)",5
78,"(Blues, EasyListening&Vocals)",5
80,"(Folk, Alternative&Punk)",5
92,"(Folk, Jazz)",5
113,"(R&B&Soul, EasyListening&Vocals)",5
129,"(Country, Jazz)",5
140,"(Comedy&SpokenWord, Country)",5
144,"(Rock&Pop, Rock&Pop)",5
147,"(Childrens's, Childrens's)",5
158,"(World, Jazz)",5
175,"(NewAge, Religious)",5
178,"(Classical, Soundtracks&More)",5
179,"(Latin, Latin)",5
182,"(Blues, Folk)",5
189,"(Folk, Religious)",5
197,"(Soundtracks&More, Religious)",5
212,"(R&B&Soul, Jazz)",5
216,"(Electronic&Dance, R&B&Soul)",5
233,"(Rock&Pop, Blues)",5
1,"(Hip-Hop, Rock&Pop)",4
9,"(Religious, Blues)",4
15,"(Folk, R&B&Soul)",4
19,"(Hip-Hop, Comedy&SpokenWord)",4
29,"(NewAge, Classical)",4
31,"(Hip-Hop, Electronic&Dance)",4
34,"(Blues, Comedy&SpokenWord)",4
55,"(Latin, Folk)",4
56,"(Blues, Classical)",4
71,"(NewAge, Soundtracks&More)",4
88,"(Reggae, R&B&Soul)",4
114,"(Soundtracks&More, Alternative&Punk)",4
134,"(NewAge, World)",4
156,"(Country, Rock&Pop)",4
163,"(Electronic&Dance, Latin)",4
177,"(Hip-Hop, Reggae)",4
180,"(Blues, Religious)",4
185,"(Childrens's, Folk)",4
195,"(Jazz, Blues)",4
202,"(Comedy&SpokenWord, Jazz)",4
218,"(Electronic&Dance, Jazz)",4
231,"(World, Religious)",4
235,"(Soundtracks&More, Soundtracks&More)",4
251,"(NewAge, Latin)",4
262,"(Reggae, Latin)",4
4,"(Soundtracks&More, NewAge)",3
12,"(Electronic&Dance, World)",3
13,"(Latin, EasyListening&Vocals)",3
14,"(Rock&Pop, Folk)",3
25,"(Rock&Pop, Religious)",3
30,"(Rock&Pop, R&B&Soul)",3
40,"(Alternative&Punk, Folk)",3
41,"(Country, Religious)",3
43,"(Blues, NewAge)",3
48,"(Childrens's, World)",3
51,"(Jazz, Comedy&SpokenWord)",3
59,"(World, NewAge)",3
61,"(Jazz, Rock&Pop)",3
63,"(Jazz, Folk)",3
65,"(Latin, Childrens's)",3
67,"(Religious, Folk)",3
70,"(Comedy&SpokenWord, Folk)",3
72,"(Folk, Rock&Pop)",3
75,"(Soundtracks&More, R&B&Soul)",3
76,"(Comedy&SpokenWord, Reggae)",3
82,"(Classical, EasyListening&Vocals)",3
83,"(NewAge, Childrens's)",3
84,"(Religious, Jazz)",3
85,"(Childrens's, Comedy&SpokenWord)",3
86,"(R&B&Soul, Hip-Hop)",3
89,"(Soundtracks&More, Blues)",3
99,"(Country, Folk)",3
100,"(Alternative&Punk, Blues)",3
104,"(R&B&Soul, Alternative&Punk)",3
106,"(Hip-Hop, Jazz)",3
108,"(Comedy&SpokenWord, Blues)",3
111,"(NewAge, Country)",3
112,"(R&B&Soul, Latin)",3
120,"(Electronic&Dance, Rock&Pop)",3
133,"(Childrens's, Latin)",3
135,"(World, Rock&Pop)",3
137,"(Religious, Latin)",3
148,"(EasyListening&Vocals, Rock&Pop)",3
150,"(Folk, Latin)",3
153,"(EasyListening&Vocals, Country)",3
160,"(Electronic&Dance, Comedy&SpokenWord)",3
169,"(Hip-Hop, World)",3
205,"(R&B&Soul, Childrens's)",3
206,"(Country, Blues)",3
211,"(Soundtracks&More, Folk)",3
213,"(EasyListening&Vocals, NewAge)",3
217,"(Classical, Jazz)",3
