,original vs detected,count
0,"(Hip-Hop, Rock&Pop)",4
1,"(Blues, Blues)",5
2,"(Country, Alternative&Punk)",3
3,"(Soundtracks&More, NewAge)",1
4,"(Comedy&SpokenWord, Electronic&Dance)",1
5,"(Comedy&SpokenWord, EasyListening&Vocals)",4
6,"(Hip-Hop, Childrens's)",1
7,"(Alternative&Punk, Electronic&Dance)",1
8,"(World, Country)",2
9,"(Electronic&Dance, World)",2
10,"(Latin, EasyListening&Vocals)",2
11,"(Rock&Pop, Folk)",1
12,"(Folk, R&B&Soul)",4
13,"(Blues, Jazz)",5
14,"(World, Childrens's)",2
15,"(Electronic&Dance, Alternative&Punk)",5
16,"(Childrens's, Religious)",4
17,"(Childrens's, Rock&Pop)",3
18,"(Rock&Pop, Religious)",3
19,"(R&B&Soul, R&B&Soul)",9
20,"(World, Electronic&Dance)",1
21,"(EasyListening&Vocals, R&B&Soul)",2
22,"(Latin, Country)",4
23,"(Electronic&Dance, Childrens's)",2
24,"(NewAge, Classical)",7
25,"(Rock&Pop, R&B&Soul)",2
26,"(Hip-Hop, Electronic&Dance)",4
27,"(Latin, Religious)",5
28,"(Reggae, NewAge)",1
29,"(Blues, Comedy&SpokenWord)",1
30,"(Blues, Latin)",2
31,"(R&B&Soul, Religious)",2
32,"(NewAge, EasyListening&Vocals)",4
33,"(Soundtracks&More, Latin)",1
34,"(Alternative&Punk, Classical)",2
35,"(Alternative&Punk, Folk)",5
36,"(Country, Religious)",5
37,"(R&B&Soul, Blues)",6
38,"(Blues, NewAge)",2
39,"(World, Folk)",3
40,"(Jazz, Jazz)",8
41,"(Reggae, Rock&Pop)",1
42,"(EasyListening&Vocals, Jazz)",2
43,"(Childrens's, World)",1
44,"(Rock&Pop, Jazz)",5
45,"(Alternative&Punk, Alternative&Punk)",7
46,"(Electronic&Dance, Religious)",2
47,"(Country, Latin)",4
48,"(Latin, Alternative&Punk)",8
49,"(Jazz, Hip-Hop)",1
50,"(Blues, R&B&Soul)",3
51,"(Classical, Country)",3
52,"(Latin, R&B&Soul)",1
53,"(Alternative&Punk, Childrens's)",1
54,"(Latin, Folk)",2
55,"(Blues, Classical)",5
56,"(Religious, R&B&Soul)",1
57,"(Alternative&Punk, EasyListening&Vocals)",2
58,"(World, NewAge)",2
59,"(Alternative&Punk, R&B&Soul)",4
60,"(Classical, Comedy&SpokenWord)",1
61,"(Jazz, Rock&Pop)",8
62,"(Comedy&SpokenWord, Hip-Hop)",3
63,"(Jazz, Folk)",4
64,"(Latin, Childrens's)",5
65,"(EasyListening&Vocals, Religious)",4
66,"(Religious, Folk)",1
67,"(Hip-Hop, Soundtracks&More)",4
