,original vs detected,count
0,"(Soundtracks&More, NewAge)",1
1,"(Comedy&SpokenWord, EasyListening&Vocals)",3
2,"(Hip-Hop, Rock&Pop)",3
3,"(Comedy&SpokenWord, Electronic&Dance)",2
4,"(Blues, Blues)",3
5,"(Hip-Hop, Childrens's)",1
6,"(Alternative&Punk, Electronic&Dance)",2
7,"(Hip-Hop, Country)",2
8,"(Electronic&Dance, World)",5
9,"(World, Country)",3
10,"(Childrens's, Classical)",1
11,"(Latin, EasyListening&Vocals)",3
12,"(Rock&Pop, Folk)",1
13,"(Folk, R&B&Soul)",2
14,"(Blues, Jazz)",4
15,"(World, Childrens's)",1
16,"(Electronic&Dance, Alternative&Punk)",5
17,"(Alternative&Punk, Reggae)",4
18,"(Hip-Hop, Comedy&SpokenWord)",3
19,"(EasyListening&Vocals, Reggae)",4
20,"(Country, World)",1
21,"(Childrens's, Religious)",3
22,"(World, Electronic&Dance)",4
23,"(Childrens's, Rock&Pop)",4
24,"(Soundtracks&More, Electronic&Dance)",5
25,"(Reggae, Soundtracks&More)",3
26,"(Rock&Pop, Hip-Hop)",1
27,"(R&B&Soul, R&B&Soul)",6
28,"(Rock&Pop, Religious)",4
29,"(Latin, Country)",1
30,"(EasyListening&Vocals, R&B&Soul)",7
31,"(Rock&Pop, R&B&Soul)",4
32,"(Reggae, NewAge)",5
33,"(Hip-Hop, Electronic&Dance)",2
34,"(Latin, Religious)",3
35,"(NewAge, Classical)",4
36,"(Blues, Comedy&SpokenWord)",4
37,"(Blues, Latin)",2
38,"(R&B&Soul, Religious)",6
39,"(NewAge, EasyListening&Vocals)",2
40,"(Soundtracks&More, Latin)",1
41,"(Alternative&Punk, Folk)",2
42,"(World, Folk)",1
43,"(Jazz, Jazz)",3
44,"(Blues, NewAge)",1
45,"(Alternative&Punk, Hip-Hop)",8
46,"(R&B&Soul, Blues)",4
47,"(Reggae, Rock&Pop)",1
48,"(Comedy&SpokenWord, World)",1
49,"(EasyListening&Vocals, Jazz)",3
50,"(Childrens's, World)",1
51,"(Rock&Pop, Jazz)",5
52,"(Alternative&Punk, Alternative&Punk)",2
53,"(Electronic&Dance, Religious)",3
54,"(Jazz, Comedy&SpokenWord)",1
55,"(Country, Latin)",3
56,"(Jazz, Hip-Hop)",6
57,"(Latin, Alternative&Punk)",3
58,"(Classical, Country)",1
59,"(R&B&Soul, NewAge)",1
60,"(Latin, Folk)",3
61,"(Alternative&Punk, Childrens's)",1
62,"(Blues, R&B&Soul)",4
63,"(Latin, R&B&Soul)",5
64,"(Blues, Classical)",1
65,"(Alternative&Punk, EasyListening&Vocals)",1
66,"(Religious, R&B&Soul)",11
67,"(EasyListening&Vocals, Electronic&Dance)",3
68,"(World, NewAge)",1
69,"(Alternative&Punk, R&B&Soul)",6
70,"(Soundtracks&More, Comedy&SpokenWord)",1
71,"(R&B&Soul, Soundtracks&More)",2
72,"(Jazz, Rock&Pop)",5
73,"(Comedy&SpokenWord, Hip-Hop)",3
74,"(Classical, Comedy&SpokenWord)",2
75,"(Latin, Childrens's)",1
76,"(Hip-Hop, Soundtracks&More)",3
77,"(EasyListening&Vocals, Religious)",2
78,"(Religious, Folk)",2
79,"(Comedy&SpokenWord, Childrens's)",1
80,"(Comedy&SpokenWord, Folk)",2
81,"(NewAge, Soundtracks&More)",3
82,"(Folk, Rock&Pop)",5
83,"(NewAge, Alternative&Punk)",3
84,"(Classical, Electronic&Dance)",2
85,"(Religious, Electronic&Dance)",1
86,"(Comedy&SpokenWord, Reggae)",1
87,"(Soundtracks&More, R&B&Soul)",2
88,"(Blues, Rock&Pop)",2
89,"(Electronic&Dance, Blues)",1
90,"(NewAge, Comedy&SpokenWord)",1
91,"(Blues, EasyListening&Vocals)",3
92,"(Folk, Alternative&Punk)",7
93,"(Rock&Pop, NewAge)",4
94,"(Alternative&Punk, Comedy&SpokenWord)",2
95,"(Classical, EasyListening&Vocals)",6
96,"(Religious, Jazz)",2
97,"(NewAge, Childrens's)",3
98,"(Childrens's, Comedy&SpokenWord)",3
99,"(R&B&Soul, Hip-Hop)",9
100,"(Reggae, Religious)",5
101,"(Reggae, R&B&Soul)",5
102,"(Soundtracks&More, Blues)",1
103,"(World, Blues)",3
104,"(Jazz, Alternative&Punk)",7
105,"(Folk, Jazz)",1
106,"(EasyListening&Vocals, Blues)",2
107,"(Religious, Religious)",4
108,"(World, EasyListening&Vocals)",1
109,"(Reggae, Blues)",1
110,"(Jazz, R&B&Soul)",5
111,"(Childrens's, Electronic&Dance)",3
112,"(Rock&Pop, Soundtracks&More)",4
113,"(Religious, Soundtracks&More)",2
114,"(Country, Folk)",2
115,"(Electronic&Dance, Folk)",2
116,"(Alternative&Punk, Blues)",3
117,"(Electronic&Dance, Hip-Hop)",6
118,"(Classical, NewAge)",4
119,"(Alternative&Punk, Religious)",5
120,"(Electronic&Dance, Reggae)",1
121,"(Childrens's, Hip-Hop)",3
122,"(R&B&Soul, Reggae)",3
123,"(R&B&Soul, Alternative&Punk)",1
124,"(Hip-Hop, Jazz)",3
125,"(World, R&B&Soul)",5
126,"(Religious, Hip-Hop)",4
127,"(Hip-Hop, NewAge)",1
128,"(Comedy&SpokenWord, Blues)",2
129,"(R&B&Soul, Comedy&SpokenWord)",2
130,"(Alternative&Punk, NewAge)",1
131,"(EasyListening&Vocals, Hip-Hop)",6
132,"(NewAge, Hip-Hop)",3
133,"(Rock&Pop, Country)",1
134,"(Reggae, Jazz)",4
135,"(NewAge, Country)",1
136,"(R&B&Soul, EasyListening&Vocals)",4
137,"(R&B&Soul, Latin)",1
138,"(Soundtracks&More, Alternative&Punk)",1
139,"(R&B&Soul, Rock&Pop)",6
140,"(Alternative&Punk, Latin)",4
141,"(Latin, NewAge)",4
142,"(Reggae, Electronic&Dance)",1
143,"(Blues, Childrens's)",3
144,"(Childrens's, Jazz)",2
145,"(Jazz, Childrens's)",1
146,"(NewAge, Jazz)",2
147,"(Electronic&Dance, Rock&Pop)",6
148,"(Jazz, EasyListening&Vocals)",2
149,"(Folk, Childrens's)",2
150,"(Blues, Hip-Hop)",6
151,"(EasyListening&Vocals, Folk)",1
152,"(Folk, NewAge)",2
153,"(Latin, Rock&Pop)",4
154,"(Classical, World)",2
155,"(Country, Jazz)",3
156,"(NewAge, NewAge)",7
157,"(Childrens's, NewAge)",5
158,"(Soundtracks&More, Hip-Hop)",7
159,"(NewAge, World)",1
160,"(NewAge, R&B&Soul)",5
161,"(Religious, Latin)",1
162,"(Classical, R&B&Soul)",5
163,"(World, Rock&Pop)",6
164,"(EasyListening&Vocals, Soundtracks&More)",1
165,"(Alternative&Punk, Rock&Pop)",2
166,"(R&B&Soul, Folk)",2
167,"(Comedy&SpokenWord, Country)",3
168,"(NewAge, Folk)",1
169,"(EasyListening&Vocals, Comedy&SpokenWord)",1
170,"(Country, Electronic&Dance)",4
171,"(EasyListening&Vocals, Classical)",1
172,"(Reggae, World)",1
173,"(Rock&Pop, Rock&Pop)",5
174,"(Country, Reggae)",1
175,"(Blues, Alternative&Punk)",2
176,"(Childrens's, Childrens's)",5
177,"(EasyListening&Vocals, Rock&Pop)",6
178,"(Comedy&SpokenWord, Latin)",1
179,"(Folk, Latin)",2
180,"(EasyListening&Vocals, Country)",2
181,"(Electronic&Dance, Country)",2
182,"(Childrens's, EasyListening&Vocals)",8
183,"(Country, Rock&Pop)",2
184,"(Jazz, Electronic&Dance)",5
185,"(World, Hip-Hop)",2
186,"(Electronic&Dance, NewAge)",6
187,"(Folk, Electronic&Dance)",4
188,"(Folk, EasyListening&Vocals)",2
189,"(Blues, Soundtracks&More)",2
190,"(World, Jazz)",3
191,"(Soundtracks&More, World)",1
192,"(Jazz, NewAge)",4
193,"(Folk, Hip-Hop)",6
194,"(Hip-Hop, EasyListening&Vocals)",2
195,"(Reggae, Country)",2
196,"(Childrens's, Reggae)",1
197,"(NewAge, Blues)",1
198,"(Hip-Hop, Latin)",1
199,"(Reggae, Folk)",3
200,"(EasyListening&Vocals, Childrens's)",3
201,"(Religious, NewAge)",3
202,"(Religious, Comedy&SpokenWord)",1
203,"(Hip-Hop, World)",1
204,"(Soundtracks&More, Jazz)",6
205,"(Jazz, Soundtracks&More)",5
206,"(Hip-Hop, Alternative&Punk)",3
207,"(Country, R&B&Soul)",5
208,"(Comedy&SpokenWord, R&B&Soul)",4
209,"(Rock&Pop, Alternative&Punk)",3
210,"(Latin, Comedy&SpokenWord)",3
211,"(NewAge, Religious)",1
212,"(Hip-Hop, Reggae)",2
213,"(Classical, Soundtracks&More)",3
214,"(Latin, Latin)",3
215,"(Blues, Religious)",4
216,"(Country, NewAge)",4
217,"(Blues, Folk)",1
218,"(World, Latin)",1
219,"(Comedy&SpokenWord, Soundtracks&More)",1
220,"(EasyListening&Vocals, EasyListening&Vocals)",2
221,"(Childrens's, Folk)",2
222,"(Religious, Alternative&Punk)",5
223,"(Soundtracks&More, Childrens's)",1
224,"(Rock&Pop, Electronic&Dance)",4
225,"(Folk, Religious)",3
226,"(Hip-Hop, Classical)",1
227,"(Classical, Classical)",12
228,"(Rock&Pop, Comedy&SpokenWord)",4
229,"(Religious, Rock&Pop)",3
230,"(Soundtracks&More, EasyListening&Vocals)",2
231,"(Classical, Alternative&Punk)",1
232,"(Religious, Country)",1
233,"(Soundtracks&More, Religious)",3
234,"(Hip-Hop, R&B&Soul)",6
235,"(EasyListening&Vocals, Alternative&Punk)",4
236,"(Jazz, Religious)",1
237,"(World, Comedy&SpokenWord)",1
238,"(NewAge, Electronic&Dance)",4
239,"(Classical, Childrens's)",1
240,"(Comedy&SpokenWord, Jazz)",3
241,"(Reggae, Alternative&Punk)",1
242,"(Comedy&SpokenWord, NewAge)",3
243,"(R&B&Soul, Childrens's)",2
244,"(Country, Blues)",2
245,"(Hip-Hop, Religious)",1
246,"(Classical, Hip-Hop)",2
247,"(Classical, Reggae)",2
248,"(Hip-Hop, Blues)",2
249,"(Childrens's, Alternative&Punk)",4
250,"(Latin, Soundtracks&More)",3
251,"(Alternative&Punk, Soundtracks&More)",3
252,"(Soundtracks&More, Folk)",2
253,"(R&B&Soul, Jazz)",1
254,"(Childrens's, Soundtracks&More)",4
255,"(Electronic&Dance, R&B&Soul)",4
256,"(Blues, Reggae)",4
257,"(Classical, Jazz)",2
258,"(Electronic&Dance, Jazz)",2
259,"(Comedy&SpokenWord, Religious)",3
260,"(Country, Comedy&SpokenWord)",6
261,"(Folk, Country)",3
262,"(Folk, Comedy&SpokenWord)",2
263,"(Latin, Jazz)",4
264,"(NewAge, Rock&Pop)",5
265,"(Rock&Pop, Reggae)",4
266,"(Reggae, Hip-Hop)",8
267,"(Reggae, Reggae)",5
268,"(Blues, Electronic&Dance)",4
269,"(Rock&Pop, EasyListening&Vocals)",1
270,"(Country, Country)",4
271,"(EasyListening&Vocals, World)",1
272,"(Alternative&Punk, Jazz)",2
273,"(Country, Hip-Hop)",8
274,"(Latin, Classical)",1
275,"(World, Religious)",3
276,"(Rock&Pop, Latin)",2
277,"(Rock&Pop, Blues)",1
278,"(NewAge, Reggae)",1
279,"(Soundtracks&More, Soundtracks&More)",8
280,"(World, Soundtracks&More)",4
281,"(Jazz, Country)",3
282,"(Religious, World)",4
283,"(Electronic&Dance, Electronic&Dance)",4
284,"(Electronic&Dance, Soundtracks&More)",3
285,"(Soundtracks&More, Rock&Pop)",3
286,"(Religious, Childrens's)",3
287,"(Comedy&SpokenWord, Comedy&SpokenWord)",10
288,"(Latin, Reggae)",2
289,"(Classical, Rock&Pop)",4
290,"(Rock&Pop, Classical)",2
291,"(Folk, Folk)",4
292,"(Country, Soundtracks&More)",3
293,"(Alternative&Punk, Country)",2
294,"(Reggae, EasyListening&Vocals)",1
295,"(Soundtracks&More, Reggae)",5
296,"(NewAge, Latin)",2
297,"(Country, EasyListening&Vocals)",1
298,"(Religious, EasyListening&Vocals)",3
299,"(Reggae, Comedy&SpokenWord)",2
300,"(Folk, Reggae)",1
301,"(World, Alternative&Punk)",6
302,"(Latin, Electronic&Dance)",3
303,"(World, World)",4
304,"(Latin, Blues)",1
305,"(Folk, Blues)",4
306,"(Hip-Hop, Hip-Hop)",13
307,"(Comedy&SpokenWord, Rock&Pop)",2
308,"(Reggae, Latin)",2
309,"(Childrens's, R&B&Soul)",1
310,"(EasyListening&Vocals, Latin)",1
311,"(Classical, Folk)",1
312,"(World, Reggae)",1
313,"(Latin, Hip-Hop)",3
314,"(Jazz, Latin)",2
315,"(Comedy&SpokenWord, Alternative&Punk)",5
316,"(Country, Childrens's)",1
