,original vs detected,count
0,"(Soundtracks&More, NewAge)",9
1,"(Comedy&SpokenWord, EasyListening&Vocals)",3
2,"(Comedy&SpokenWord, Electronic&Dance)",6
3,"(Alternative&Punk, Electronic&Dance)",4
4,"(Hip-Hop, Country)",5
5,"(Latin, EasyListening&Vocals)",7
6,"(Folk, R&B&Soul)",5
7,"(Blues, Jazz)",11
8,"(Alternative&Punk, Reggae)",5
9,"(Electronic&Dance, Alternative&Punk)",6
10,"(World, Childrens's)",4
11,"(Childrens's, Religious)",9
12,"(Rock&Pop, Hip-Hop)",1
13,"(World, Electronic&Dance)",5
14,"(R&B&Soul, R&B&Soul)",8
15,"(Rock&Pop, Religious)",12
16,"(Blues, Latin)",4
17,"(R&B&Soul, Religious)",11
18,"(World, Folk)",8
19,"(Blues, NewAge)",8
20,"(Alternative&Punk, Hip-Hop)",1
21,"(R&B&Soul, Blues)",3
22,"(Reggae, Rock&Pop)",2
23,"(Comedy&SpokenWord, World)",4
24,"(Childrens's, World)",5
25,"(EasyListening&Vocals, Jazz)",4
26,"(Rock&Pop, Jazz)",8
27,"(Electronic&Dance, Religious)",6
28,"(Country, Latin)",1
29,"(Latin, Alternative&Punk)",12
30,"(Classical, Country)",3
31,"(Blues, R&B&Soul)",4
32,"(Latin, Folk)",6
33,"(Religious, R&B&Soul)",3
34,"(World, NewAge)",12
35,"(Alternative&Punk, R&B&Soul)",3
36,"(Classical, Comedy&SpokenWord)",10
37,"(Comedy&SpokenWord, Hip-Hop)",4
38,"(Jazz, World)",2
39,"(EasyListening&Vocals, Religious)",7
40,"(Comedy&SpokenWord, Childrens's)",7
41,"(Classical, Blues)",4
42,"(Comedy&SpokenWord, Folk)",6
43,"(Folk, Rock&Pop)",1
44,"(Religious, Electronic&Dance)",1
45,"(Comedy&SpokenWord, Reggae)",3
46,"(Soundtracks&More, R&B&Soul)",5
47,"(Blues, Rock&Pop)",8
48,"(Electronic&Dance, Blues)",5
49,"(NewAge, Comedy&SpokenWord)",3
50,"(Blues, EasyListening&Vocals)",3
51,"(Blues, World)",5
52,"(Alternative&Punk, Comedy&SpokenWord)",6
53,"(Classical, EasyListening&Vocals)",2
54,"(Religious, Jazz)",7
55,"(Jazz, Alternative&Punk)",10
56,"(Folk, Jazz)",7
57,"(EasyListening&Vocals, Blues)",3
58,"(Alternative&Punk, World)",1
59,"(Jazz, R&B&Soul)",4
60,"(Childrens's, Electronic&Dance)",4
61,"(Rock&Pop, Soundtracks&More)",5
62,"(Electronic&Dance, Folk)",3
63,"(Country, Folk)",9
64,"(Childrens's, Hip-Hop)",1
65,"(Religious, Hip-Hop)",1
66,"(World, R&B&Soul)",4
67,"(Comedy&SpokenWord, Blues)",6
68,"(R&B&Soul, Comedy&SpokenWord)",4
69,"(EasyListening&Vocals, Hip-Hop)",4
70,"(Reggae, Jazz)",5
71,"(Soundtracks&More, Alternative&Punk)",2
72,"(Alternative&Punk, Latin)",7
73,"(Blues, Childrens's)",2
74,"(Jazz, Childrens's)",6
75,"(Childrens's, Jazz)",2
76,"(NewAge, Jazz)",9
77,"(Electronic&Dance, Rock&Pop)",5
78,"(Blues, Hip-Hop)",2
79,"(R&B&Soul, Country)",8
80,"(Latin, Rock&Pop)",4
81,"(Classical, World)",14
82,"(Childrens's, NewAge)",6
83,"(Childrens's, Latin)",1
84,"(NewAge, World)",6
85,"(NewAge, R&B&Soul)",7
86,"(EasyListening&Vocals, Soundtracks&More)",9
87,"(Classical, R&B&Soul)",1
88,"(World, Rock&Pop)",5
89,"(Religious, Latin)",4
90,"(NewAge, Folk)",2
91,"(EasyListening&Vocals, Comedy&SpokenWord)",4
92,"(EasyListening&Vocals, Classical)",12
93,"(Rock&Pop, Rock&Pop)",18
94,"(Country, Reggae)",1
95,"(Folk, Latin)",3
96,"(Childrens's, EasyListening&Vocals)",7
97,"(EasyListening&Vocals, Country)",10
98,"(Electronic&Dance, Country)",5
99,"(Folk, EasyListening&Vocals)",2
100,"(Country, Rock&Pop)",9
101,"(Folk, Electronic&Dance)",2
102,"(World, Jazz)",8
103,"(Electronic&Dance, Comedy&SpokenWord)",1
104,"(Electronic&Dance, Latin)",2
105,"(Childrens's, Reggae)",7
106,"(Reggae, Country)",4
107,"(NewAge, Blues)",8
108,"(Hip-Hop, Latin)",6
109,"(Reggae, Folk)",1
110,"(Religious, NewAge)",6
111,"(Hip-Hop, World)",1
112,"(Soundtracks&More, Jazz)",3
113,"(R&B&Soul, World)",3
114,"(Rock&Pop, Alternative&Punk)",9
115,"(NewAge, Religious)",4
116,"(Latin, Comedy&SpokenWord)",1
117,"(Classical, Soundtracks&More)",7
118,"(Latin, Latin)",11
119,"(Blues, Religious)",10
120,"(Blues, Folk)",7
121,"(World, Latin)",3
