,original vs detected,count
0,"(Country, Alternative&Punk)",22
1,"(Hip-Hop, Rock&Pop)",11
2,"(World, Country)",12
3,"(Folk, R&B&Soul)",9
4,"(Alternative&Punk, Reggae)",9
5,"(Country, World)",4
6,"(Reggae, Soundtracks&More)",3
7,"(R&B&Soul, R&B&Soul)",10
8,"(EasyListening&Vocals, R&B&Soul)",4
9,"(Hip-Hop, Electronic&Dance)",4
10,"(Blues, Comedy&SpokenWord)",7
11,"(NewAge, EasyListening&Vocals)",12
12,"(World, Classical)",4
13,"(Alternative&Punk, Hip-Hop)",2
14,"(EasyListening&Vocals, Jazz)",6
15,"(Alternative&Punk, Alternative&Punk)",12
16,"(Country, Latin)",1
17,"(Jazz, Comedy&SpokenWord)",4
18,"(Latin, Alternative&Punk)",13
19,"(R&B&Soul, NewAge)",5
20,"(Latin, R&B&Soul)",12
21,"(Blues, Classical)",3
22,"(EasyListening&Vocals, Electronic&Dance)",6
23,"(World, NewAge)",17
24,"(Alternative&Punk, R&B&Soul)",4
25,"(Jazz, World)",4
26,"(Latin, Childrens's)",10
27,"(EasyListening&Vocals, Religious)",11
28,"(Religious, Folk)",3
29,"(Classical, Blues)",8
30,"(Comedy&SpokenWord, Folk)",8
31,"(Folk, Rock&Pop)",1
32,"(Soundtracks&More, Country)",15
33,"(Religious, Electronic&Dance)",2
34,"(Soundtracks&More, R&B&Soul)",9
35,"(Blues, Rock&Pop)",11
36,"(NewAge, Comedy&SpokenWord)",3
37,"(Blues, EasyListening&Vocals)",5
38,"(Folk, Alternative&Punk)",6
39,"(Classical, EasyListening&Vocals)",4
40,"(NewAge, Childrens's)",2
41,"(Soundtracks&More, Blues)",7
42,"(World, Blues)",10
43,"(Folk, Jazz)",11
44,"(EasyListening&Vocals, Blues)",6
45,"(World, EasyListening&Vocals)",3
46,"(Religious, Soundtracks&More)",8
47,"(Country, Folk)",14
48,"(Alternative&Punk, Blues)",8
49,"(Electronic&Dance, Hip-Hop)",18
50,"(R&B&Soul, Reggae)",19
51,"(Hip-Hop, Jazz)",17
52,"(Religious, Hip-Hop)",2
53,"(World, R&B&Soul)",4
54,"(Alternative&Punk, NewAge)",12
55,"(Rock&Pop, Country)",13
56,"(Reggae, Jazz)",7
57,"(R&B&Soul, EasyListening&Vocals)",9
58,"(Blues, Childrens's)",4
59,"(Jazz, EasyListening&Vocals)",6
60,"(Folk, Childrens's)",11
61,"(Blues, Hip-Hop)",4
62,"(Classical, World)",21
63,"(World, Rock&Pop)",7
64,"(Classical, R&B&Soul)",1
65,"(R&B&Soul, Folk)",5
66,"(EasyListening&Vocals, Comedy&SpokenWord)",5
67,"(Country, Electronic&Dance)",2
68,"(EasyListening&Vocals, Rock&Pop)",9
69,"(Childrens's, EasyListening&Vocals)",10
70,"(Electronic&Dance, Country)",6
71,"(Country, Rock&Pop)",14
72,"(Soundtracks&More, World)",10
73,"(Hip-Hop, EasyListening&Vocals)",2
74,"(Reggae, Country)",5
75,"(Religious, NewAge)",9
76,"(NewAge, Blues)",13
77,"(Hip-Hop, World)",1
78,"(Soundtracks&More, Jazz)",4
79,"(Jazz, Soundtracks&More)",2
80,"(R&B&Soul, World)",4
81,"(World, Latin)",6
82,"(Hip-Hop, Reggae)",9
83,"(Classical, Soundtracks&More)",10
84,"(Latin, Latin)",19
85,"(Comedy&SpokenWord, Soundtracks&More)",7
86,"(Folk, Religious)",8
87,"(Childrens's, Folk)",17
88,"(EasyListening&Vocals, EasyListening&Vocals)",8
89,"(Rock&Pop, Comedy&SpokenWord)",4
90,"(Classical, Classical)",38
91,"(Jazz, Blues)",9
92,"(Classical, Alternative&Punk)",2
93,"(World, Comedy&SpokenWord)",1
94,"(Soundtracks&More, Classical)",27
95,"(Comedy&SpokenWord, Jazz)",6
96,"(Reggae, Alternative&Punk)",10
97,"(R&B&Soul, Childrens's)",5
98,"(Country, Blues)",14
99,"(Alternative&Punk, Soundtracks&More)",3
100,"(Classical, Jazz)",11
101,"(Comedy&SpokenWord, Religious)",4
102,"(Rock&Pop, Reggae)",2
103,"(Blues, Electronic&Dance)",2
104,"(Rock&Pop, EasyListening&Vocals)",1
105,"(Rock&Pop, Latin)",5
106,"(Rock&Pop, Blues)",12
107,"(Classical, Rock&Pop)",4
108,"(Folk, Folk)",14
109,"(Reggae, Comedy&SpokenWord)",9
110,"(World, Alternative&Punk)",12
111,"(World, World)",17
112,"(Folk, Blues)",12
113,"(Comedy&SpokenWord, Rock&Pop)",4
114,"(Electronic&Dance, EasyListening&Vocals)",9
115,"(Reggae, Latin)",6
116,"(EasyListening&Vocals, Latin)",12
117,"(Blues, Blues)",11
118,"(Hip-Hop, Childrens's)",5
119,"(Religious, Blues)",6
120,"(Electronic&Dance, World)",8
121,"(Childrens's, Classical)",7
122,"(Latin, EasyListening&Vocals)",11
123,"(Blues, Jazz)",17
124,"(Electronic&Dance, Alternative&Punk)",10
125,"(World, Childrens's)",8
126,"(Hip-Hop, Comedy&SpokenWord)",4
127,"(Childrens's, Religious)",9
128,"(Rock&Pop, Hip-Hop)",2
129,"(World, Electronic&Dance)",10
130,"(Soundtracks&More, Electronic&Dance)",3
131,"(Rock&Pop, Religious)",18
132,"(Latin, Country)",16
133,"(Rock&Pop, R&B&Soul)",6
134,"(Blues, Latin)",6
135,"(Soundtracks&More, Latin)",8
136,"(Country, Religious)",11
137,"(R&B&Soul, Blues)",5
138,"(Reggae, Rock&Pop)",2
139,"(World, Folk)",11
140,"(Jazz, Jazz)",29
141,"(Childrens's, World)",7
142,"(Rock&Pop, Jazz)",11
143,"(Electronic&Dance, Religious)",10
144,"(Jazz, Hip-Hop)",4
145,"(Alternative&Punk, Childrens's)",12
146,"(Alternative&Punk, EasyListening&Vocals)",4
147,"(Religious, R&B&Soul)",6
148,"(Classical, Comedy&SpokenWord)",19
149,"(Jazz, Folk)",16
150,"(NewAge, Soundtracks&More)",4
151,"(Comedy&SpokenWord, Reggae)",5
152,"(Rock&Pop, NewAge)",4
153,"(Alternative&Punk, Comedy&SpokenWord)",10
154,"(Childrens's, Comedy&SpokenWord)",6
155,"(R&B&Soul, Hip-Hop)",22
156,"(Reggae, Religious)",9
157,"(Reggae, R&B&Soul)",26
158,"(Jazz, R&B&Soul)",6
159,"(Rock&Pop, Soundtracks&More)",8
160,"(Alternative&Punk, World)",2
161,"(Alternative&Punk, Religious)",17
162,"(Childrens's, Hip-Hop)",2
163,"(R&B&Soul, Comedy&SpokenWord)",6
164,"(EasyListening&Vocals, Hip-Hop)",8
165,"(NewAge, Country)",11
166,"(R&B&Soul, Latin)",7
167,"(Soundtracks&More, Alternative&Punk)",3
168,"(R&B&Soul, Rock&Pop)",5
169,"(Childrens's, Jazz)",4
170,"(NewAge, Jazz)",10
171,"(Electronic&Dance, Rock&Pop)",7
172,"(R&B&Soul, Country)",14
173,"(EasyListening&Vocals, Folk)",8
174,"(Latin, Rock&Pop)",5
175,"(Classical, Religious)",4
176,"(Childrens's, Country)",7
