,_1,_2
0,music/Ooby_Dooby/roy_orbison+Black_and_White_Night+05-Ooby_Doobymp3,0.002842500316172001
1,music/Cocaine/nazareth+_Snaz+08-Cocainemp3,0.3020772355567938
2,music/Come_Together/aerosmith+Live_Bootleg+06-Come_Togethermp3,0.31129464319565414
3,music/The_Boxer/paul_simon+Concert_in_the_Park_Disc_2+10-The_Boxermp3,0.33133032508076554
4,music/Proud_Mary/tina_turner+Tina_Live_In_Europe_CD_2_+07-Proud_Marymp3,0.3404322910009526
5,music/Purple_Rain/prince+Purple_Rain+09-Purple_Rainmp3,0.36293411464229763
6,music/A_Whiter_Shade_Of_Pale/procol_harum+Greatest_Hits+2-A_Whiter_Shade_Of_Palemp3,0.3677990770985511
7,music/Claudette/roy_orbison+Black_and_White_Night+15-Claudettemp3,0.3705677837886976
8,music/White_Room/cream+Live_Cream_Volume_II+02-White_Roommp3,0.37104697178896945
9,music/Enjoy_The_Silence/tori_amos+Strange_Little_Girls+04-Enjoy_the_Silencemp3,0.3715805180995137
10,music/Cecilia/paul_simon+Concert_in_the_Park_Disc_2+11-Ceciliamp3,0.3728475200398032
11,music/Straight_From_The_Heart/bonnie_tyler+Faster_Than_The_Speed_Of_Night+09-Straight_From_The_Heartmp3,0.37537539295512645
12,music/America/paul_simon+Concert_in_the_Park_Disc_2+09-Americamp3,0.3790955155159493
13,music/All_Along_The_Watchtower/bob_dylan+Before_The_Flood_Disc_Two_+07-All_Along_the_Watchtowermp3,0.37930619682887856
14,music/Blue_Collar_Man/styx+Caught_In_The_Act_Disc_2_of_2_+02-Blue_Collar_Man_Long_Nights_mp3,0.37942907936263726
15,music/Tush/zz_top+Fandango+09-Tushmp3,0.3803483202725223
16,music/Day_Tripper/cheap_trick+Silver+13-Day_Trippermp3,0.38723606958879214
17,music/My_Heart_Will_Go_On/celine_dion+Au_Coer_Du_Stade+11-My_Heart_Will_Go_Onmp3,0.3921897367237964
18,music/Before_You_Accuse_Me/eric_clapton+Unplugged+02-Before_You_Accuse_Memp3,0.3937656975299363
19,music/All_Tomorrow_s_Parties/velvet_underground+Andy_Warhol_with_Nico_+06-All_Tomorrow_s_Partiesmp3,0.39468053470448694
20,music/September_Gurls/bangles+Different_Light+09-September_Gurlsmp3,0.3975935923374333
