,original vs detected,count
0,"(Comedy&SpokenWord, EasyListening&Vocals)",3
1,"(Hip-Hop, Rock&Pop)",3
2,"(Comedy&SpokenWord, Electronic&Dance)",2
3,"(Blues, Blues)",3
4,"(Hip-Hop, Childrens's)",1
5,"(Alternative&Punk, Electronic&Dance)",2
6,"(Hip-Hop, Country)",2
7,"(Electronic&Dance, World)",5
8,"(World, Country)",3
9,"(Childrens's, Classical)",1
10,"(Latin, EasyListening&Vocals)",3
11,"(Rock&Pop, Folk)",1
12,"(Folk, R&B&Soul)",2
13,"(Blues, Jazz)",4
14,"(World, Childrens's)",1
15,"(Electronic&Dance, Alternative&Punk)",5
16,"(Alternative&Punk, Reggae)",4
17,"(Hip-Hop, Comedy&SpokenWord)",3
18,"(EasyListening&Vocals, Reggae)",4
19,"(Country, World)",1
20,"(Childrens's, Religious)",3
21,"(World, Electronic&Dance)",4
22,"(Childrens's, Rock&Pop)",4
23,"(Soundtracks&More, Electronic&Dance)",5
24,"(Reggae, Soundtracks&More)",3
25,"(Rock&Pop, Hip-Hop)",1
26,"(R&B&Soul, R&B&Soul)",6
27,"(Rock&Pop, Religious)",4
28,"(Latin, Country)",1
29,"(EasyListening&Vocals, R&B&Soul)",7
30,"(Rock&Pop, R&B&Soul)",4
31,"(Reggae, NewAge)",5
32,"(Hip-Hop, Electronic&Dance)",2
33,"(Latin, Religious)",3
34,"(Blues, Comedy&SpokenWord)",4
35,"(Blues, Latin)",2
36,"(R&B&Soul, Religious)",6
37,"(NewAge, EasyListening&Vocals)",2
38,"(Soundtracks&More, Latin)",1
39,"(Alternative&Punk, Folk)",2
40,"(World, Folk)",1
41,"(Jazz, Jazz)",3
42,"(Blues, NewAge)",1
43,"(Alternative&Punk, Hip-Hop)",8
44,"(R&B&Soul, Blues)",4
45,"(Reggae, Rock&Pop)",1
46,"(Comedy&SpokenWord, World)",1
47,"(EasyListening&Vocals, Jazz)",3
48,"(Childrens's, World)",1
49,"(Rock&Pop, Jazz)",5
50,"(Alternative&Punk, Alternative&Punk)",2
51,"(Electronic&Dance, Religious)",3
52,"(Jazz, Comedy&SpokenWord)",1
53,"(Country, Latin)",3
54,"(Jazz, Hip-Hop)",6
55,"(Latin, Alternative&Punk)",3
56,"(Classical, Country)",1
57,"(R&B&Soul, NewAge)",1
58,"(Latin, Folk)",3
59,"(Alternative&Punk, Childrens's)",1
60,"(Blues, R&B&Soul)",4
61,"(Latin, R&B&Soul)",5
62,"(Blues, Classical)",1
63,"(Alternative&Punk, EasyListening&Vocals)",1
64,"(Religious, R&B&Soul)",11
65,"(EasyListening&Vocals, Electronic&Dance)",3
66,"(World, NewAge)",1
67,"(Alternative&Punk, R&B&Soul)",6
68,"(Soundtracks&More, Comedy&SpokenWord)",1
69,"(R&B&Soul, Soundtracks&More)",2
70,"(Jazz, Rock&Pop)",5
71,"(Comedy&SpokenWord, Hip-Hop)",3
72,"(Classical, Comedy&SpokenWord)",2
73,"(Latin, Childrens's)",1
74,"(Hip-Hop, Soundtracks&More)",3
75,"(EasyListening&Vocals, Religious)",2
76,"(Religious, Folk)",2
77,"(Comedy&SpokenWord, Childrens's)",1
78,"(Comedy&SpokenWord, Folk)",2
79,"(NewAge, Soundtracks&More)",5
80,"(Folk, Rock&Pop)",5
81,"(NewAge, Alternative&Punk)",5
82,"(Classical, Electronic&Dance)",3
83,"(Religious, Electronic&Dance)",1
84,"(Comedy&SpokenWord, Reggae)",1
85,"(Soundtracks&More, R&B&Soul)",2
86,"(Blues, Rock&Pop)",2
87,"(Electronic&Dance, Blues)",1
88,"(NewAge, Comedy&SpokenWord)",1
89,"(Blues, EasyListening&Vocals)",3
90,"(Folk, Alternative&Punk)",7
91,"(Rock&Pop, NewAge)",4
92,"(Alternative&Punk, Comedy&SpokenWord)",2
93,"(Classical, EasyListening&Vocals)",3
94,"(Religious, Jazz)",2
95,"(NewAge, Childrens's)",3
96,"(Childrens's, Comedy&SpokenWord)",3
97,"(R&B&Soul, Hip-Hop)",9
98,"(Reggae, Religious)",5
99,"(Reggae, R&B&Soul)",5
100,"(Soundtracks&More, Blues)",1
101,"(World, Blues)",3
102,"(Jazz, Alternative&Punk)",7
103,"(Folk, Jazz)",1
104,"(EasyListening&Vocals, Blues)",2
105,"(Religious, Religious)",4
106,"(World, EasyListening&Vocals)",1
107,"(Reggae, Blues)",1
108,"(Jazz, R&B&Soul)",5
109,"(Childrens's, Electronic&Dance)",3
110,"(Rock&Pop, Soundtracks&More)",4
111,"(Religious, Soundtracks&More)",2
112,"(Country, Folk)",2
113,"(Electronic&Dance, Folk)",2
114,"(Alternative&Punk, Blues)",3
115,"(Electronic&Dance, Hip-Hop)",6
