,original vs detected,count
259,"(Country, Country)",14
92,"(Reggae, R&B&Soul)",12
97,"(Religious, Religious)",12
217,"(Classical, Classical)",12
268,"(Soundtracks&More, Soundtracks&More)",12
293,"(Hip-Hop, Hip-Hop)",12
276,"(Comedy&SpokenWord, Comedy&SpokenWord)",10
90,"(R&B&Soul, Hip-Hop)",9
255,"(Reggae, Hip-Hop)",9
271,"(Electronic&Dance, Electronic&Dance)",9
289,"(World, World)",9
24,"(R&B&Soul, R&B&Soul)",8
27,"(EasyListening&Vocals, R&B&Soul)",8
61,"(Religious, R&B&Soul)",7
86,"(Alternative&Punk, Comedy&SpokenWord)",7
95,"(Jazz, Alternative&Punk)",7
164,"(Childrens's, Childrens's)",7
174,"(Electronic&Dance, NewAge)",7
181,"(Folk, Hip-Hop)",7
222,"(Hip-Hop, R&B&Soul)",7
4,"(Comedy&SpokenWord, Electronic&Dance)",6
9,"(World, Country)",6
35,"(R&B&Soul, Religious)",6
38,"(Alternative&Punk, Folk)",6
43,"(World, Folk)",6
51,"(Country, Latin)",6
58,"(Blues, R&B&Soul)",6
63,"(Alternative&Punk, R&B&Soul)",6
65,"(Jazz, Rock&Pop)",6
81,"(Blues, Rock&Pop)",6
108,"(Classical, NewAge)",6
147,"(NewAge, R&B&Soul)",6
165,"(EasyListening&Vocals, Rock&Pop)",6
170,"(Childrens's, EasyListening&Vocals)",6
190,"(Religious, NewAge)",6
203,"(Latin, Latin)",6
244,"(Electronic&Dance, R&B&Soul)",6
265,"(Rock&Pop, Blues)",6
279,"(Folk, Folk)",6
294,"(Comedy&SpokenWord, Rock&Pop)",6
300,"(Jazz, Latin)",6
26,"(Latin, Country)",5
30,"(Hip-Hop, Electronic&Dance)",5
59,"(Latin, R&B&Soul)",5
68,"(Classical, Comedy&SpokenWord)",5
73,"(Folk, Rock&Pop)",5
116,"(Hip-Hop, NewAge)",5
128,"(R&B&Soul, Rock&Pop)",5
135,"(Electronic&Dance, Rock&Pop)",5
150,"(Childrens's, NewAge)",5
155,"(Alternative&Punk, Rock&Pop)",5
162,"(Rock&Pop, Rock&Pop)",5
197,"(Comedy&SpokenWord, R&B&Soul)",5
201,"(Hip-Hop, Reggae)",5
202,"(Classical, Soundtracks&More)",5
211,"(Blues, Country)",5
212,"(Rock&Pop, Electronic&Dance)",5
213,"(Folk, Religious)",5
249,"(Country, Comedy&SpokenWord)",5
250,"(Folk, Country)",5
253,"(NewAge, Rock&Pop)",5
256,"(Reggae, Reggae)",5
277,"(Latin, Reggae)",5
287,"(World, Alternative&Punk)",5
288,"(Latin, Electronic&Dance)",5
292,"(Folk, Blues)",5
0,"(Hip-Hop, Rock&Pop)",4
1,"(Blues, Blues)",4
3,"(Soundtracks&More, NewAge)",4
14,"(Blues, Jazz)",4
18,"(EasyListening&Vocals, Reggae)",4
20,"(Childrens's, Religious)",4
29,"(Rock&Pop, R&B&Soul)",4
44,"(Jazz, Jazz)",4
47,"(Rock&Pop, Jazz)",4
72,"(NewAge, Soundtracks&More)",4
88,"(NewAge, Childrens's)",4
99,"(Jazz, R&B&Soul)",4
122,"(NewAge, Hip-Hop)",4
125,"(R&B&Soul, Latin)",4
129,"(Alternative&Punk, Latin)",4
145,"(Childrens's, Country)",4
167,"(Folk, Latin)",4
168,"(EasyListening&Vocals, Country)",4
172,"(Jazz, Electronic&Dance)",4
178,"(World, Jazz)",4
198,"(Rock&Pop, Alternative&Punk)",4
199,"(NewAge, Religious)",4
204,"(Blues, Religious)",4
210,"(Religious, Alternative&Punk)",4
223,"(EasyListening&Vocals, Alternative&Punk)",4
225,"(NewAge, Electronic&Dance)",4
237,"(Religious, Classical)",4
245,"(Blues, Reggae)",4
261,"(Alternative&Punk, Jazz)",4
269,"(World, Soundtracks&More)",4
270,"(Jazz, Country)",4
278,"(Classical, Rock&Pop)",4
283,"(Alternative&Punk, Country)",4
285,"(NewAge, Latin)",4
295,"(Reggae, Latin)",4
8,"(Hip-Hop, Country)",3
23,"(Childrens's, Rock&Pop)",3
32,"(Reggae, NewAge)",3
34,"(Blues, Latin)",3
45,"(Childrens's, World)",3
48,"(Alternative&Punk, Alternative&Punk)",3
56,"(Latin, Folk)",3
64,"(Soundtracks&More, Comedy&SpokenWord)",3
67,"(Comedy&SpokenWord, Hip-Hop)",3
70,"(Latin, Childrens's)",3
74,"(Comedy&SpokenWord, Folk)",3
78,"(NewAge, Alternative&Punk)",3
84,"(Folk, Alternative&Punk)",3
85,"(Rock&Pop, NewAge)",3
93,"(Soundtracks&More, Blues)",3
110,"(R&B&Soul, Reggae)",3
121,"(Rock&Pop, Country)",3
126,"(R&B&Soul, EasyListening&Vocals)",3
131,"(Reggae, Electronic&Dance)",3
142,"(Latin, Rock&Pop)",3
144,"(Country, Jazz)",3
148,"(Soundtracks&More, Hip-Hop)",3
153,"(World, Rock&Pop)",3
157,"(Comedy&SpokenWord, Country)",3
159,"(EasyListening&Vocals, Comedy&SpokenWord)",3
177,"(Blues, Soundtracks&More)",3
180,"(Jazz, NewAge)",3
182,"(Hip-Hop, EasyListening&Vocals)",3
184,"(Reggae, Country)",3
