,original vs detected,count
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",6
2,"(Blues, Blues)",4
3,"(Country, Alternative&Punk)",5
4,"(Soundtracks&More, NewAge)",3
5,"(Comedy&SpokenWord, Electronic&Dance)",4
6,"(Comedy&SpokenWord, Classical)",1
7,"(Comedy&SpokenWord, EasyListening&Vocals)",1
8,"(Hip-Hop, Childrens's)",2
9,"(Alternative&Punk, Electronic&Dance)",1
10,"(World, Country)",9
11,"(Childrens's, Classical)",1
12,"(Latin, EasyListening&Vocals)",2
13,"(Rock&Pop, Folk)",1
14,"(Folk, R&B&Soul)",4
15,"(Blues, Jazz)",3
16,"(Alternative&Punk, Reggae)",4
17,"(Electronic&Dance, Alternative&Punk)",2
18,"(World, Childrens's)",2
19,"(Hip-Hop, Comedy&SpokenWord)",2
20,"(EasyListening&Vocals, Reggae)",2
21,"(Childrens's, Religious)",1
22,"(Rock&Pop, Hip-Hop)",2
23,"(Childrens's, Rock&Pop)",4
24,"(R&B&Soul, R&B&Soul)",9
25,"(Soundtracks&More, Electronic&Dance)",1
26,"(Rock&Pop, Religious)",3
27,"(Latin, Country)",7
28,"(EasyListening&Vocals, R&B&Soul)",6
29,"(Electronic&Dance, Childrens's)",1
30,"(Rock&Pop, R&B&Soul)",3
31,"(Reggae, NewAge)",2
32,"(Hip-Hop, Electronic&Dance)",1
33,"(Latin, Religious)",1
34,"(Blues, Comedy&SpokenWord)",3
35,"(Blues, Latin)",1
36,"(R&B&Soul, Religious)",5
37,"(NewAge, EasyListening&Vocals)",2
38,"(Alternative&Punk, Folk)",3
39,"(Alternative&Punk, Classical)",1
40,"(Soundtracks&More, Latin)",3
41,"(World, Classical)",1
42,"(Country, Religious)",3
43,"(R&B&Soul, Blues)",1
44,"(Alternative&Punk, Hip-Hop)",2
45,"(Blues, NewAge)",4
46,"(World, Folk)",5
47,"(Jazz, Jazz)",9
48,"(EasyListening&Vocals, Jazz)",1
49,"(Childrens's, World)",1
50,"(Rock&Pop, Jazz)",1
51,"(Alternative&Punk, Alternative&Punk)",5
52,"(Electronic&Dance, Religious)",3
53,"(Jazz, Comedy&SpokenWord)",2
54,"(Country, Latin)",3
55,"(Jazz, Hip-Hop)",1
56,"(Latin, Alternative&Punk)",1
57,"(Blues, R&B&Soul)",5
58,"(Classical, Country)",2
59,"(Latin, R&B&Soul)",7
60,"(Alternative&Punk, Childrens's)",4
61,"(Latin, Folk)",7
62,"(EasyListening&Vocals, Electronic&Dance)",1
63,"(Religious, R&B&Soul)",6
64,"(World, NewAge)",5
65,"(Alternative&Punk, R&B&Soul)",9
66,"(Soundtracks&More, Comedy&SpokenWord)",2
67,"(R&B&Soul, Soundtracks&More)",2
68,"(Jazz, World)",1
69,"(Jazz, Folk)",1
70,"(Jazz, Rock&Pop)",5
71,"(Comedy&SpokenWord, Hip-Hop)",2
72,"(Classical, Comedy&SpokenWord)",6
73,"(Latin, Childrens's)",2
74,"(Hip-Hop, Soundtracks&More)",3
75,"(EasyListening&Vocals, Religious)",3
76,"(NewAge, Soundtracks&More)",1
77,"(Folk, Rock&Pop)",2
78,"(Comedy&SpokenWord, Folk)",4
79,"(Religious, Reggae)",2
80,"(Soundtracks&More, Country)",3
81,"(Classical, Blues)",3
82,"(NewAge, Alternative&Punk)",6
83,"(Comedy&SpokenWord, Reggae)",3
84,"(Soundtracks&More, R&B&Soul)",1
85,"(Blues, Rock&Pop)",2
86,"(Electronic&Dance, Blues)",2
87,"(Blues, EasyListening&Vocals)",2
88,"(Blues, World)",1
89,"(Folk, Alternative&Punk)",3
90,"(Alternative&Punk, Comedy&SpokenWord)",4
91,"(Classical, EasyListening&Vocals)",3
92,"(NewAge, Childrens's)",2
93,"(Childrens's, Comedy&SpokenWord)",1
94,"(R&B&Soul, Hip-Hop)",10
95,"(Reggae, Religious)",4
96,"(Reggae, R&B&Soul)",10
97,"(Soundtracks&More, Blues)",3
98,"(World, Blues)",1
99,"(Jazz, Alternative&Punk)",5
100,"(Folk, Jazz)",2
101,"(Religious, Religious)",10
102,"(Jazz, R&B&Soul)",7
103,"(Alternative&Punk, World)",2
104,"(Rock&Pop, Soundtracks&More)",4
105,"(Childrens's, Electronic&Dance)",1
106,"(Religious, Soundtracks&More)",1
107,"(Country, Folk)",1
108,"(Alternative&Punk, Blues)",2
109,"(Electronic&Dance, Hip-Hop)",7
110,"(Classical, NewAge)",6
111,"(Alternative&Punk, Religious)",2
112,"(Childrens's, Hip-Hop)",3
113,"(R&B&Soul, Reggae)",5
114,"(Electronic&Dance, Reggae)",4
115,"(Hip-Hop, Jazz)",4
