,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Metal/Gojira - Global warming.mp3,0.0,0.0,0.0, 94.3844528198,0.0,0.0, C#, minor,0.0,0.04407043343630723,0.0,0.005508804179538404
1,music/Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.07831140654120372,0.17640111133241534,0.1565327693824935, 94.884765625,0.31578530872317556,0.3182695291800288, E, major,0.3179218303145853,0.6012693486550604,0.3160819933355184,0.2850716621830601
2,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.20644614584072932,0.24280843582100942,0.20019715564071575, 93.9716186523,0.36045591532688853,0.10719458833414822, A#, major,0.31601525262154434,0.6580929168812019,0.29312281328895395,0.29804165296939894
3,music/Rock/Sum 41 - Pieces.mp3,0.03501363512466649,0.27772477359107095,0.2414363232711134, 99.7237548828,0.8829815263544707,0.15137583546306377, F, major,0.30028598665395617,0.5357811611109008,0.2993808061561184,0.3404975059656701
4,music/Rock/Pvris - My House.mp3,0.13423628910757915,0.24406432308904424,0.23656663048440235, 129.15222168,0.7471547181320842,0.159782128544854, C, major,0.2974261201143947,0.6989215359145113,0.30961596601930336,0.35347096392577165
5,music/Rock/Radiohead - Creep.mp3,0.21352714049779858,0.27402485344520433,0.3004710852550926, 92.4155807495,0.5645525505515236,0.3203153805926303, C, major,0.29551954242135364,0.5332096904017751,0.38929803860989726,0.36136478522190946
6,music/Pop/David Bowie - Life On Mars.mp3,0.13899190491507177,0.2604729577966905,0.2945530516843269, 125.222671509,0.696373289324931,0.1980764029178849, A#, major,0.28026692087702576,0.6509833985986364,0.39863790251189546,0.3647944785783078
7,music/Hip Hop/Romano - Köpenick.mp3,0.08384800321906813,0.43788946325427847,0.483732249716989, 94.9803924561,0.3948804717531065,0.449058936292631, E, minor,0.27454718779790277,0.545759976243362,0.26136293739224703,0.36638490320869815
8,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.09788519776688176,0.2912455162816896,0.3084462156033462, 117.713493347,0.6934109300348725,0.23850420583211868, D#, minor,0.278836987607245,0.7779770348254373,0.2659468007661179,0.36903161108971366
9,music/Metal/System Of A Down-Toxicity.mp3,0.04854194885738552,0.2840441062295865,0.34587166663373897, 115.074310303,0.6257329556582241,0.3774651896340796, C, minor,0.28455672068636795,0.7154228686262708,0.27637280201790665,0.36975103229294504
10,music/Metal/Amorphis - House Of Sleep.mp3,0.02403668189960856,0.2727840939509622,0.27774015751263015, 125.022087097,0.8548572651078442,0.39392697414182903, C, minor,0.2578646329837941,0.7517568313668559,0.2597232031821768,0.3865862300182126
11,music/Metal/Omnium Gatherum - New World Shadows.mp3,0.15516362361489622,0.2944104004008911,0.35697998446004675, 122.389251709,0.8538064519889077,0.123460411044288, C#, minor,0.2836034318398475,0.8836449383038744,0.1456050361914471,0.3870842847305248
12,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.4853820042413962,0.37332022738223464,0.4828997522216397, 106.524047852,0.7506017785569044,0.25431049203386225, D, major,0.3145853193517636,0.4534739109544934,0.00868710675728907,0.3904075739374479
13,music/World Music/John Butler - Ocean.mp3,0.3139060417437229,0.26734186450888886,0.31824346321248687, 97.3883056641,0.5110132305682744,0.27604265306023607, E, major,0.4122974261201144,0.7321085111882957,0.30298848337226625,0.39174270922178567
14,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.1489092324833542,0.2972058591560159,0.2828963210625732, 104.842964172,0.7810298272110877,0.17000463285450776, A, minor,0.2836034318398475,0.9190065317472544,0.28122654755568793,0.3954852979887911
15,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.1925097251699005,0.30766568912188963,0.31817832368361604, 117.597358704,0.8113949812791472,0.1973489683841987, A, major,0.30028598665395617,0.6238094131702874,0.43115470092909636,0.39779347354901146
16,music/Metal/Dark Tranquillity - Punish My Heaven.mp3,0.0552674671142825,0.22414325006938263,0.2207254367426456, 133.242721558,0.7199224551035254,0.5062317823133374, C#, minor,0.27740705433746427,0.9077512031605353,0.2752431588041108,0.3983364759556605
17,music/Rock/Blink-182 - Adam's Song.mp3,0.12428360634470306,0.3123460684915856,0.2953590638767287, 136.178466797,0.8123438031773422,0.2846562789553407, F, major,0.2893231649189704,0.7557474297859728,0.32027379571918146,0.3992916514087281
18,music/Electronic/Miike Snow - Genghis Khan.mp3,0.14626003222557607,0.5737006165362669,0.5654847445132235, 93.9685592651,0.446225402054856,0.23960310389454106, A#, major,0.31124880838894187,0.5725224923993699,0.352785623548389,0.40097885294514557
19,music/World Music/anna RF - Why.mp3,0.2915438573321692,0.2837537555339448,0.3731100111677308, 112.351074219,0.6595867558571797,0.3060641525850285, G, minor,0.25643469971401334,0.6186164344677603,0.41931017172049684,0.4010524797972904
20,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.12288488526688399,0.30712114054594136,0.26003151130674285, 97.9537963867,0.6707944375445225,0.4913603876471619, D#, minor,0.29313632030505243,0.7096324888279982,0.35554903156398837,0.4013137753760364
21,music/Pop/Sigrid - Strangers.mp3,0.17974620299419064,0.42377712204718676,0.4615505937527708, 116.273414612,0.7113401974234347,0.18696508103117743, B, minor,0.2631077216396568,0.6955766427645149,0.30928881028226113,0.4039190464918992
