,id,scaled_skl,scaled_rp,scaled_levenshtein,scaled_corr,scaled_mfcc,scaled_bh,aggregated
0,music/Melodic Death Metal/Dark Tranquillity - Punish My Heaven.mp3,0.0,0.0,0.0,0.327270997477922,0.0,0.0,0.05454516624632033
1,music/Small Cover Song Library/Dark Tranquillity - Punish My Heaven.mp3,0.0,0.0,0.0,0.327270997477922,0.0,0.0,0.05454516624632033
2,music/Klassik Solo/Mozart_ Piano Sonata No11 In A K 331 -_Alla Turca_ - 3 Alla Turca (Allegretto).mp3,0.0002582229227041275,0.3204590106449937,0.23110151187904968,0.3721323050793156,0.07278909271154978,0.30701692779677836,0.21729284517239855
3,music/Small Cover Song Library/AC DC - TNT (from Live At Donington).mp3,1.6146985044539747e-07,0.1825351542329611,0.21706263498920086,0.6976679624024706,0.0347954471998895,0.1968342089943369,0.22148259488145158
4,music/Small Cover Song Library/Fuer Elise 2.mp3,0.0025013610323568565,0.35059857956222024,0.23110151187904968,0.5485431676817398,0.10840869782921222,0.2641437443688558,0.2508828437255724
5,music/Klassik Solo/Philippe Entremont Beethoven Bagatelle Für Elise .mp3,0.0025013610323568565,0.35059857956222024,0.23110151187904968,0.5485431676817398,0.10840869782921222,0.2641437443688558,0.2508828437255724
6,music/Sountrack/The Witcher 3 - The Fields of Ard Skellig.mp3,1.325523581700669e-06,0.31357969665818203,0.23920086393088552,0.32465143696850585,0.13581720097229943,0.5265618874899154,0.256635401923895
7,music/Small Cover Song Library/Dark Tranquillity - Punish My Heaven (Live in Milan 2008).mp3,4.036566049379439e-07,0.1579327426310613,0.30345572354211664,0.7046985259957159,0.08622504182821515,0.35115065333693424,0.26724384849844135
8,music/Klassik Orchester/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,8.97585137545791e-07,0.3154428218257463,0.23974082073434125,0.4364176964921518,0.034754122395221285,0.5956750604463402,0.2703385699131564
9,music/Klassik Solo/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,1.2566991321102783e-05,0.3282930058167388,0.2505399568034557,0.4815227017308734,0.16786124582901843,0.4012149255890049,0.2715740671267354
10,music/Rock/Blink-182 - Adam's Song.mp3,3.504123068371415e-07,0.17938914535181036,0.23272138228941686,0.7401820607745914,0.15574476028904585,0.351763903302294,0.2766336004032442
11,music/Small Cover Song Library/Serj Tankian - Empty Walls (Orchestra).mp3,4.513274594533365e-07,0.19493192157174016,0.24946004319654427,0.7534755636268986,0.03501550615019398,0.5106868835106604,0.2905950615639162
12,music/Other Metal/System Of A Down-Toxicity.mp3,1.8747404522684448e-07,0.20583114474379005,0.22408207343412526,0.6873337661496186,0.0930647633582314,0.5648027273982457,0.29585244375967606
13,music/Old Pop/David Bowie - Life On Mars.mp3,4.4839213295533973e-07,0.19000034704746363,0.2381209503239741,0.6548446284254319,0.20183356578234282,0.502868805174019,0.2979447908575607
14,music/Klassik Solo/Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,9.9599275733958e-07,0.2870340018034442,0.23704103671706264,0.5983395770137977,0.29864960606553925,0.38005130003410964,0.3001860862711184
15,music/Klassik Solo/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,9.9599275733958e-07,0.2870340018034442,0.23704103671706264,0.5983395770137977,0.29864960606553925,0.38005130003410964,0.3001860862711184
16,music/Sountrack/Vikings - Floki Appears to Kill Athelstan.mp3,1.2807873678958565e-06,0.30897558375058487,0.2705183585313175,0.5251929344410993,0.0732620600626798,0.6371922916478949,0.3025237515368241
17,music/Other Metal/Finntroll - Under Bergets Rot.mp3,2.8561409855388137e-07,0.170552599638916,0.2267818574514039,0.7528193906529642,0.054182048937563676,0.6148293385702271,0.30319425347752893
18,music/Sountrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,1.0511154944676296e-06,0.3394306523143642,0.2526997840172786,0.6386422259964992,0.3189067416663674,0.27352923514946637,0.3038682817099117
19,music/Black Metal/Satyricon - Mother North.mp3,3.607474419735255e-07,0.19870428025491496,0.33747300215982723,0.8036194063288358,0.045862654083641985,0.4462194869346414,0.30531319841821725
20,music/Small Cover Song Library/Rachmaninov - Op3 No2 by Rachmaninov.mp3,6.586501027266037e-05,0.3644332959741893,0.24190064794816415,0.6158406872361382,0.1400207040550796,0.4773940900196727,0.3066092150405861
21,music/Klassik Solo/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,6.586501027266037e-05,0.3644332959741893,0.24190064794816415,0.6158406872361382,0.1400207040550796,0.4773940900196727,0.3066092150405861
22,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,8.211649163662573e-06,0.28515990254838497,0.2381209503239741,0.736907954766442,0.152100392077549,0.4311629980746846,0.30724340157336644
23,music/Melodic Death Metal/Orbit Culture - Sun Of All.mp3,3.498368413302771e-07,0.15993927184803375,0.23056155507559395,0.7513271850836789,0.21564106761046392,0.4940402260817946,0.30858494258940106
24,music/Sountrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,9.609760986053424e-07,0.29271424103253835,0.3277537796976242,0.6586095338307038,0.22300765804039727,0.3758273400181546,0.3129855855992528
25,music/Other Metal/Kvelertak - Åpenbaring.wav,6.01753266047091e-07,0.20213708649702747,0.20734341252699784,0.580173931287137,0.17499231511104366,0.7175305519378496,0.3136963165188869
