,id,scaled_mfcc,scaled_rp,scaled_levenshtein,aggregated
0,music/Black Metal/Emperor - I Am The Black Wizards.mp3,0.0,0.0,0.0,0.0
1,music/Black Metal/Satyricon - Mother North.mp3,0.012183559024426045,0.07580869075228122,0.3628081457663451,0.1502667985143508
2,music/Klassik Orchester/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.06800028597935737,0.10618016799105534,0.29689174705251875,0.15702406700764382
3,music/Small Cover Song Library/Dark Tranquillity - Punish My Heaven (Live in Milan 2008).mp3,0.04785508671381196,0.09578235155760913,0.36012861736334406,0.16792201854492173
4,music/Black Metal/Uada - Black Autumn White Spring.mp3,0.05205928358970821,0.07432317195532885,0.40728831725616294,0.1778902576004
5,music/Sountrack/Vikings - Floki Appears to Kill Athelstan.mp3,0.10546429977857524,0.10974518708620265,0.31939978563772775,0.17820309083416852
6,music/Melodic Death Metal/Insomnium - Weather the Storm.mp3,0.08025864770001767,0.13592623432253428,0.31886387995712756,0.17834958732655984
7,music/Other Metal/Finntroll - Under Bergets Rot.mp3,0.018062792063762663,0.21267185113847628,0.31189710610932475,0.18087724977052125
8,music/Small Cover Song Library/Fuer Elise 1.mp3,0.06744493116769314,0.16280545344009067,0.3129689174705252,0.1810731006927697
9,music/Klassik Solo/Beethoven - Für Elise.mp3,0.06744493116769314,0.16280545344009067,0.3129689174705252,0.1810731006927697
10,music/Klassik Solo/Mozart_ Piano Sonata No11 In A K 331 -_Alla Turca_ - 3 Alla Turca (Allegretto).mp3,0.09234537011137933,0.15097962299978185,0.30010718113612006,0.18114405808242706
11,music/Melodic Death Metal/Dark Tranquillity - Punish My Heaven.mp3,0.037977532683144126,0.200124468969941,0.3172561629153269,0.18511938818947063
12,music/Small Cover Song Library/Dark Tranquillity - Punish My Heaven.mp3,0.037977532683144126,0.200124468969941,0.3172561629153269,0.18511938818947063
13,music/Other Metal/Judas Priest - Painkiller.mp3,0.036525497358900386,0.20963617623380382,0.3102893890675241,0.18548368755340947
14,music/Sountrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.15917011042091972,0.09029263565202132,0.30760986066452306,0.185690868912488
15,music/Melodic Death Metal/Amon Amarth - The Last Stand Of Frej.mp3,0.13099325819994032,0.09328610826551326,0.34726688102893893,0.19051541583146417
16,music/Small Cover Song Library/Fuer Elise 2.mp3,0.1259272338276589,0.13227513403951588,0.3145766345123258,0.1909263341265002
17,music/Klassik Solo/Philippe Entremont Beethoven Bagatelle Für Elise .mp3,0.1259272338276589,0.13227513403951588,0.3145766345123258,0.1909263341265002
18,music/Sountrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.16518719749879493,0.1112239716720733,0.31189710610932475,0.196102758426731
19,music/Melodic Death Metal/Mors Principium Est - Masquerade.mp3,0.09645320937240315,0.1751644629586155,0.3210075026795284,0.19754172500351572
20,music/Melodic Death Metal/At The Gates - Slaughter of the Soul.mp3,0.12329421666568091,0.13830836654679585,0.3317256162915327,0.19777606650133647
21,music/Melodic Death Metal/In Flames - The New Word.mp3,0.08610903109878633,0.20112750516357444,0.3108252947481243,0.19935394367016168
22,music/Other Metal/Kvelertak - Åpenbaring.wav,0.204191312542517,0.10287557853079411,0.3108252947481243,0.20596406194047848
23,music/Small Cover Song Library/Rachmaninov - Op3 No2 by Rachmaninov.mp3,0.16526751328985098,0.1421494141921822,0.3108252947481243,0.2060807407433858
24,music/Klassik Solo/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,0.16526751328985098,0.1421494141921822,0.3108252947481243,0.2060807407433858
25,music/Small Cover Song Library/Alan Walker - Faded (Piano Version).mp3,0.13536823690657315,0.18974883745470758,0.29689174705251875,0.20733627380459985
26,music/Klassik Solo/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,0.19638712526381621,0.11171595812762032,0.31886387995712756,0.20898898778285468
27,music/Klassik Orchester/Tchaikovsky_ Piano Concerto No1 In B Flat Minor Op23 TH55 - 1 Allegro non troppo e mo.mp3,0.22464656620945636,0.09650973898457212,0.3070739549839228,0.20941008672598374
28,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,0.17887989109874564,0.13291892276632425,0.3172561629153269,0.20968499226013226
29,music/Klassik Orchester/J Strauss I_ Radetzky-Marsch Op228.mp3,0.17415693200111307,0.13160195376970577,0.3242229367631297,0.2099939408446495
30,music/Klassik Orchester/Ludovico Einaudi - Divenire.mp3,0.1784622949362584,0.11509869963588204,0.34190782422293675,0.21182293959835907
31,music/Small Cover Song Library/AC DC - TNT (from Live At Donington).mp3,0.06643226539698352,0.27325318455006353,0.3054662379421222,0.21505056262972308
32,music/Melodic Death Metal/Gormathon - Remember.mp3,0.0988375167237039,0.23454892234837707,0.3129689174705252,0.21545178551420205
33,music/Small Cover Song Library/Serj Tankian - Empty Walls (Orchestra).mp3,0.06772434609587467,0.26989684263132435,0.3183279742765273,0.2186497210012421
34,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.23667952594580788,0.11163218343020223,0.3102893890675241,0.21953369948117807
35,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.06747088117680784,0.2882880008845067,0.3177920685959271,0.2245169835524139
36,music/Old Pop/Corey Hart - Sunglasses At Night.mp3,0.16047022844279202,0.18861921291356024,0.3247588424437299,0.22461609460002738
37,music/Other Metal/Eluveitie - Neverland.mp3,0.03226220626066679,0.32684640766983475,0.31564844587352625,0.22491901993467592
38,music/Old Pop/Earth Wind And Fire - September.mp3,0.1155506436849502,0.2825099551462637,0.3011789924973205,0.23307986377617815
39,music/Old Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.14757212617331786,0.2467261730087929,0.3065380493033226,0.23361211616181113
