,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Reggae/Damian Marley - Confrontation.mp3,0.0,0.0,0.0, 111.168869019,0.0,0.0, A, minor,0.0,0.7930502749203884,0.0,0.09913128436504855
1,music/Metal/System Of A Down-Toxicity.mp3,0.0444049478530343,0.3510076920890842,0.45835035801981694, 115.074310303,0.5219974567483773,0.10401777027678248, C, minor,0.2151394422310757,0.8931170495105103,0.045532952995395226,0.32919595871550955
2,music/World Music/anna RF - Why.mp3,0.06251133610887352,0.4020577496113432,0.5730096060523596, 112.351074219,0.22645049302252074,0.08399201721881522, G, minor,0.2266489597166888,0.8986451479140342,0.28002420279386575,0.3441674390548127
3,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.057208394128859044,0.4239491793736652,0.42549503986824366, 117.713493347,0.6672971095971179,0.08215343315509967, D#, minor,0.22487826471890218,0.9400550970443656,0.18998632334516163,0.37637785515392685
4,music/Pop/David Bowie - Life On Mars.mp3,0.048912015814310435,0.39852791960988015,0.5003604678324858, 125.222671509,0.6547726419125703,0.12060730077118745, A#, major,0.2244355909694555,0.9033499638109378,0.19122855251076695,0.3802743066539493
5,music/Pop/Sigrid - Strangers.mp3,0.014706418108874386,0.4470244730108508,0.5576102118231483, 116.273414612,0.5135478595317962,0.24474444552881208, B, minor,0.21469676848162905,0.9289527517182937,0.16925480243413044,0.38631721632969185
6,music/Rock/Pvris - My House.mp3,0.043714603736557986,0.41208504242332383,0.45168133444178954, 129.15222168,0.7161660987427908,0.1189426364802962, C, major,0.22709163346613545,0.9521561382334247,0.1898747433938983,0.3889640288647771
7,music/Rock/Wallows - Scrawny [Explicit].mp3,0.021979518441188575,0.478033022934172,0.46898669066049625, 137.751556396,0.8466748995834232,0.0804702175901539, A, major,0.22576361221779548,0.9433635329185261,0.06070780277321453,0.3907474121398712
8,music/Pop/Halsey - Heaven In Hiding.mp3,0.030032832113710335,0.4096824223975783,0.5333045634155972, 117.763298035,0.754836681806861,0.07416274652610029, C#, minor,0.21602478972996902,0.9128934709887044,0.20042865266183732,0.3914207699550447
9,music/Rock/Blink-182 - Adam's Song.mp3,0.06444098403428893,0.42705488139257547,0.45703113325227024, 136.178466797,0.7807454991572275,0.0555682766697359, F, major,0.2381584772023019,0.897695762160843,0.23991270813093138,0.3950759652500218
10,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.03671189961946395,0.4610071184453307,0.46855759974139516, 126.112625122,0.7406338420855698,0.15963208416201585, C, major,0.234174413457282,0.9768648286805165,0.08308855356173113,0.39508379246916314
