,id,scaled_js,scaled_rp,scaled_corr,aggregated
0,music/Electronic/Daft Punk - Within.mp3,0.0,0.0,0.0,0.0
1,music/World Music/Estas Tonne - The Song of the Butterfly.mp3,0.13796912592414323,0.20002641783231698,0.2656668577041521,0.20122080048687077
2,music/Klassik/Liszt - Totentanz.mp3,0.1305055223927324,0.18349366071441484,0.5768469322226388,0.2969487051099287
3,music/World Music/John Butler - Ocean.mp3,0.058051756718052794,0.14445113451168495,0.6953558346971968,0.2992862419756448
4,music/Jazz/Lou Tavano - The Call.mp3,0.07580854490086297,0.12542034223700746,0.8040849706681552,0.33510461926867524
5,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.1216413124268959,0.13535747583983943,0.8084991078867273,0.35516596538448747
6,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.07578226951089839,0.2195552106485465,0.7749797412068936,0.3567724071221128
7,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.08106292480939885,0.16205297557159404,0.8323627412379746,0.35849288053965583
8,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.12807894717307805,0.14793673159626972,0.8119117108706329,0.3626424632133269
9,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.08420691199474589,0.14613606213965824,0.8631560529977917,0.364499675710732
10,music/Soundtrack/Mass Effect 3 - Leaving Earth.mp3,0.1404167655818272,0.16805572300807917,0.7876327192198836,0.3653684026032633
11,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.038080820205765024,0.2703328059407315,0.7905350557445419,0.3663162272970128
12,music/World Music/anna RF - Why.mp3,0.09210174829130037,0.22125872249400244,0.7881844377552452,0.3671816361801827
13,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.15291319165344064,0.14891411456970113,0.8010405127925733,0.3676226063385717
14,music/World Music/Estas Tonne - The Song of the Golden Dragon.mp3,0.1251876756283232,0.16878186317750035,0.8378873638881256,0.3772856342313164
15,music/Klassik/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.1707675026658761,0.1516498356545115,0.8166547268258306,0.37969068838207276
16,music/Soundtrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,0.12180856591224154,0.19097849102209447,0.8271823218138377,0.37998979291605783
17,music/Soundtrack/Vikings - Floki Appears to Kill Athelstan.mp3,0.12236738342467433,0.19015389404090344,0.8313941337341636,0.3813051370665805
18,music/Soundtrack/Game Of Thrones - Main Titles.mp3,0.16264735130226154,0.1628304737061679,0.8260802151613882,0.38385268005660583
19,music/Jazz/Buddy Rich - Caravan (Remastered 2015).mp3,0.1663757357092296,0.1755211669831143,0.8140233569655506,0.38530675321929814
20,music/Reggae/Bob Marley - No Woman No Cry.mp3,0.0824317205019361,0.32630921462667617,0.7481316853521774,0.38562420682692994
21,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.15093535522720355,0.14349016665558015,0.8695302110062832,0.3879852442963556
22,music/Klassik/Rachmaninoff - The Isle of the Dead Op 29.mp3,0.15319309983755047,0.2486419399491852,0.7637603268308562,0.38853178887253065
23,music/Rock/twenty one pilots - Car Radio.mp3,0.01286563501602015,0.3190522867015362,0.8423352028872143,0.39141770820159016
24,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,0.23710546250106515,0.143471661519874,0.7991443906937185,0.3932405049048859
25,music/World Music/Wardruna - Wunjo.mp3,0.044085178243383934,0.23047536462573623,0.911246336384472,0.3952689597511974
26,music/Soundtrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,0.16451490666857174,0.16968088740779516,0.860182066122299,0.3981259533995553
27,music/Electronic/The XX - Intro.mp3,0.13508411631763537,0.2932719664772801,0.7724088632199382,0.4002549820049512
28,music/Soundtrack/Pirates Of The Carribean - Hans Zimmer - Davy Jones.mp3,0.14729314386125092,0.22556585496528717,0.8304163768203279,0.4010917918822887
29,music/Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.0949552104522965,0.25170491272264006,0.8677669690412345,0.40480903073872376
30,music/Rock/Blink-182 - Adam's Song.mp3,0.008274075598951224,0.2940273556066178,0.918507519666217,0.406936316957262
31,music/Soundtrack/Interstellar - No Time for Caution.mp3,0.15980730963622983,0.20607834283640214,0.8559628325241784,0.4072828283322701
32,music/Klassik/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,0.27359105486797086,0.18827676380379188,0.7602580917937254,0.407375303488496
33,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,0.00362426309829176,0.3848445966269047,0.8395044092627412,0.40932442299597915
34,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.11472587312089003,0.2027615401551051,0.9127683399607973,0.4100852510789308
35,music/Rock/Radiohead - Creep.mp3,0.10566981336591977,0.1726843680905122,0.9539071228697423,0.41075376810872477
36,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.09335441418171887,0.29804762458226747,0.8502391559447116,0.4138803982362326
37,music/Pop/David Bowie - Life On Mars.mp3,0.10387862794991527,0.29952493995207735,0.852144463149326,0.41851601035043956
38,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.027867643353169574,0.3760183473336698,0.8563033608131277,0.4200631171666556
39,music/World Music/Andrey Vinogradov - Medieval Tune.mp3,0.26376568301721154,0.1880272269066752,0.8113105548862758,0.42103448827005413
40,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.19025027049740073,0.16737326987148804,0.9058796901675529,0.4211677435121472
41,music/Klassik/Alice Sara Ott - Prélude in D Flat Major (_Raindrop_) Op28 No15.mp3,0.3173239913230832,0.20281490905686078,0.7436927305866083,0.42127721032218407
42,music/Metal/Metallica - Moth Into Flame.mp3,0.02115467861894235,0.33932706921309386,0.9141009006329442,0.42486088282166007
43,music/Klassik/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.16223591122074113,0.17065823648903664,0.9646817923818763,0.4325253133638847
44,music/World Music/The HU - Wolf Totem.mp3,0.09094903107316883,0.323985227162629,0.8871813336460319,0.43403853062727654
45,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.03434989674819514,0.36580190819355896,0.9147678611115211,0.4383065553510917
46,music/Metal/Judas Priest - Painkiller.mp3,0.1560438998536044,0.274922215164613,0.9011683748876103,0.4440448299686093
47,music/Klassik/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.1788694876283031,0.2083439453545828,0.9511193555277412,0.44611092950354236
48,music/Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.13363147521463362,0.28466884076780363,0.922680834069073,0.44699371668383675
49,music/Pop/Fools Garden - Lemon Tree.mp3,0.054764995897480226,0.3851619630934839,0.9205729216952124,0.4534999602287255
50,music/Jazz/Keith Jarrett - Part II Tokyo.mp3,0.3593573918391273,0.20500100049744696,0.8171067174555782,0.46048836993071746
51,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.023701163884568083,0.43331408859472675,0.929342391319697,0.46211921459966393
52,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.11840427250383863,0.34307613288485983,0.9445302260255951,0.46867021047143115
53,music/Klassik/Rachmaninov - Prélude in C sharp minor Op3 No2.mp3,0.35248347900181465,0.20047024735695146,0.8836226218700453,0.4788587827429371
54,music/Jazz/Raphael Wressnig - September Nights.mp3,0.08419283881004688,0.573912178195916,0.8951782804760998,0.5177610991606876
55,music/Pop/Camila Cabello - Havana.mp3,0.013747209498005222,0.6130416152710435,0.934695896056109,0.5204949069417192
56,music/Electronic/Miike Snow - Genghis Khan.mp3,0.04992688624474899,0.672766839086028,0.8655115011107886,0.5294017421471885
57,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.13625997329906292,0.5174897256955943,0.9492067235155275,0.534318807503395
58,music/Reggae/Damian Marley - Road To Zion.mp3,0.08403228323246645,0.6938808148152433,0.839480066945993,0.5391310549979009
59,music/Electronic/Kadebostany - Early Morning Dreams (Kled Mone Remix).mp3,0.08029982469613568,0.6407039688025555,0.8984538042499219,0.5398191992495377
60,music/Reggae/Damian Marley - Pimpa's Paradise.mp3,0.08991407450276977,0.5972486681725042,0.9363446871871477,0.5411691432874739
61,music/Reggae/Damian Marley - Welcome To Jamrock.mp3,0.0945388896726312,0.6807430722556184,0.861089906814319,0.5454572895808562
62,music/Electronic/Caravan Palace - Lone Digger.mp3,0.05072472765765191,0.6664117823351375,0.9244024046038603,0.5471796381988833
63,music/Hip Hop/Kontra K - Erfolg ist kein Glück.mp3,0.009254028743846112,0.7450219603314964,0.9811856401782305,0.578487209751191
64,music/Hip Hop/Ice Cube - It Was A Good Day.mp3,0.08454753743061749,0.7068232027920657,0.953902371669317,0.5817577039640001
65,music/Reggae/Damian Marley - Hey Girl.mp3,0.035566657200464674,0.8399080265382174,0.9031347718161862,0.5928698185182893
66,music/Hip Hop/Sido - Spring rauf.mp3,0.0725507748715125,0.7907739313205048,0.932236258714108,0.598520321635375
67,music/Hip Hop/Chiddy Bang - Opposite Of Adults.mp3,0.15462823650584082,0.8038187189005265,0.9397666911565495,0.6327378821876389
68,music/Reggae/Damian Marley - All Night.mp3,0.037726944153891794,1.0,0.9030772270115445,0.646934723721812
69,music/Hip Hop/257ers - Auseinanda.mp3,0.11153102925241706,0.923178516219808,0.9211010327846011,0.651936859418942
70,music/Hip Hop/Dr Dre - Still DRE [feat Snoop D.ogg].mp3,0.12372470551064009,0.8814119504403997,1.0,0.6683788853170133
71,music/Pop/Michael Jackson - They Don't Care About Us.mp3,0.1539402553775649,0.9793118457451654,0.923278912712663,0.6855103379451312
72,music/Klassik/Beethoven - Für Elise.mp3,1.0,0.23552530092649498,0.8503925088391576,0.6953059365885509
