,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.0,0.0,0.0, 102.060325623,0.0,0.0, B, minor,0.0,0.0,0.0,0.0
1,music/World Music/John Butler - Ocean.mp3,0.09460707986051947,0.33579623888612653,0.3448203764037155, 97.3883056641,0.5692896393528446,0.10243841192357715, E, major,0.37669630322882547,0.37096563645002323,0.08658896048170342,0.28515033082341695
2,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.03944991718655699,0.32134544564319845,0.2973079855815888, 104.842964172,0.4970254580861838,0.18671538674947102, A, minor,0.1876462330369677,0.7589928870227132,0.07632185832244077,0.2956006464536401
3,music/World Music/Andrey Vinogradov - Medieval Tune.mp3,0.2592279667870021,0.4165521862151076,0.3938641168723139, 111.668838501,0.60242029971629,0.15588329435063839, G, minor,0.15956948993916706,0.15754329299926495,0.22088484035900474,0.2957431859048486
4,music/Electronic/The XX - Intro.mp3,0.1194354750662748,0.3083158321922367,0.305161600582282, 100.450759888,0.49548797123175814,0.29467264284345374, F, major,0.18015910154422088,0.6999109104317397,0.12128777810682971,0.3155539139998495
5,music/World Music/anna RF - Why.mp3,0.04143523521392894,0.3793364453476813,0.4105331519478719, 112.351074219,0.7611120126856965,0.06799813552759408, G, minor,0.17173607861488066,0.6228465016065209,0.07416001388751975,0.31614469685396174
6,music/Metal/Judas Priest - Painkiller.mp3,0.19636725379761624,0.3415183380071021,0.2675932344378206, 102.933151245,0.1920967102671127,0.17099423077560452, A, major,0.22835751052877867,1.0,0.13451107736279924,0.3164297943971042
7,music/Rock/Sum 41 - Pieces.mp3,0.08224090690247118,0.3453950307882892,0.20214248578954666, 99.7237548828,0.6289068725292293,0.2940873419027025, F, major,0.18062704726251755,0.7106971827011348,0.09469162923368286,0.3173485621386968
8,music/Metal/System Of A Down-Toxicity.mp3,0.08003075593882196,0.4092639991516396,0.4386742686815472, 115.074310303,0.6713720822488737,0.06654414388094515, C, minor,0.14927468413664016,0.7557400390750345,0.011871491338304764,0.32284643305647587
9,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.06462343668556302,0.4469247769809568,0.5109585990572577, 178.205566406,0.6380642783675521,0.10746273443475288, D, minor,0.17454375292466073,0.6123193492982544,0.07829730998401757,0.3291492797166269
