,id,scaled_mfcc,scaled_rh,key,scale,scaled_levenshtein,aggregated
0,music/Reggae/Damian Marley - Confrontation.mp3,0.0,0.0, A, minor,0.0,0.0
1,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.08215343315509967,0.42549503986824366, D#, minor,0.22487826471890218,0.24417557924741518
2,music/Rock/Blink-182 - Adam's Song.mp3,0.0555682766697359,0.45703113325227024, F, major,0.2381584772023019,0.250252629041436
3,music/Metal/Eluveitie - Neverland.mp3,0.2367520666801236,0.3129961901406124, B, minor,0.21469676848162905,0.2548150084341217
4,music/Rock/Wallows - Scrawny [Explicit].mp3,0.0804702175901539,0.46898669066049625, A, major,0.22576361221779548,0.25840684015614857
5,music/Metal/System Of A Down-Toxicity.mp3,0.10401777027678248,0.45835035801981694, C, minor,0.2151394422310757,0.25916919017589174
6,music/Rock/Pvris - My House.mp3,0.1189426364802962,0.45168133444178954, C, major,0.22709163346613545,0.2659052014627404
7,music/Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.12305552592066349,0.45505635154840424, E, major,0.2288623284639221,0.2689914019776633
8,music/Pop/Halsey - Heaven In Hiding.mp3,0.07416274652610029,0.5333045634155972, C#, minor,0.21602478972996902,0.2744973665572222
9,music/Pop/David Bowie - Life On Mars.mp3,0.12060730077118745,0.5003604678324858, A#, major,0.2244355909694555,0.28180111985770956
10,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.19880953355151348,0.43468625682101686, D#, minor,0.22620628596724215,0.2865673587799242
11,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.15963208416201585,0.46855759974139516, C, major,0.234174413457282,0.28745469912023097
12,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.06960504324909413,0.5729460461304444, B, minor,0.22532093846834883,0.2892906759492958
13,music/Metal/In Flames - The New Word.mp3,0.17055143479013748,0.4724004925918527, G, minor,0.2297476759628154,0.2908998677816019
14,music/Jazz/Raphael Wressnig - September Nights.mp3,0.1145151457198157,0.5359222687225016, C, major,0.2288623284639221,0.29309991430207977
15,music/World Music/anna RF - Why.mp3,0.08399201721881522,0.5730096060523596, G, minor,0.2266489597166888,0.2945501943292879
16,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.15536655397998958,0.4764886294101639, A, minor,0.2558654271801682,0.29590687019010725
17,music/Pop/Fools Garden - Lemon Tree.mp3,0.1363976047463782,0.5280125240082489, G#, major,0.22487826471890218,0.2964294644911764
18,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.12418807551886486,0.5368925775381891, A, major,0.2288623284639221,0.29664766050699204
19,music/Metal/Amorphis - House Of Sleep.mp3,0.135366626215039,0.5329380492796345, C, minor,0.2359451084550686,0.30141659464991405
20,music/Metal/Dark Tranquillity - Punish My Heaven.mp3,0.2288652873914378,0.44083377443493116, C#, minor,0.24612660469234174,0.3052752221729036
21,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.13644734842813502,0.5354886553650277, B, major,0.24391323594510844,0.30528307991275705
22,music/Reggae/Damian Marley - The Master Has Come Back.mp3,0.1364579184869394,0.597817195962367, A, minor,0.183709606020363,0.3059949068232231
23,music/Metal/Metallica - Moth Into Flame.mp3,0.24551581987993423,0.4408964495319473, A, minor,0.2381584772023019,0.30819024887139446
24,music/Rock/twenty one pilots - Car Radio.mp3,0.19815152529105673,0.48799518733906017, F, major,0.23948649845064188,0.30854440369358627
25,music/Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.09136541620219024,0.5417034196712699, A#, major,0.29969012837538733,0.3109196547496158
26,music/Electronic/Dynatron - Pulse Power.mp3,0.07564297149938343,0.5946826546005389, D, minor,0.26294820717131473,0.31109127775707907
27,music/Hip Hop/Romano - Köpenick.mp3,0.17519315551185757,0.5232844130032294, E, minor,0.24435590969455512,0.3142778260698807
28,music/Rock/Sum 41 - Pieces.mp3,0.25575824474689546,0.4474626367939294, F, major,0.2403718459495352,0.31453090916345333
29,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.2077817707427238,0.5223097783769244, A#, major,0.22000885347498894,0.31670013419821236
30,music/Hip Hop/Prinz Pi - Kompass ohne Norden.mp3,0.08211131077619642,0.635289235495557, C, major,0.2337317397078353,0.3170440953265296
31,music/World Music/The HU - Yuve Yuve Yu.mp3,0.1373135881098886,0.5677711968652817, D#, minor,0.24656927844178841,0.31721802113898623
32,music/Reggae/Damian Marley - Welcome To Jamrock.mp3,0.08372262594711263,0.6579536811861845, G, minor,0.21602478972996902,0.31923369895442205
33,music/Pop/Dua Lipa - New Love.mp3,0.1545648964735354,0.5336987037511857, G#, major,0.27578574590526783,0.32134978204332965
34,music/Metal/Gojira - Global warming.mp3,0.21772032851894307,0.45740595491089614, C#, minor,0.28950863213811423,0.32154497185598446
35,music/Electronic/Miike Snow - Genghis Khan.mp3,0.08425010597841516,0.6640382287614497, A#, major,0.22620628596724215,0.3248315402357023
36,music/Metal/Judas Priest - Painkiller.mp3,0.23185559112416124,0.502338788835948, A, major,0.24391323594510844,0.3260358719684059
37,music/Reggae/Damian Marley - Pimpa's Paradise.mp3,0.17216271838979083,0.5719577950320818, C, major,0.2359451084550686,0.32668854062564706
38,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.11287181097411035,0.6632732976362198, D#, major,0.22620628596724215,0.33411713152585737
39,music/Electronic/Daft Punk - Within.mp3,0.18876672746534182,0.580400007707808, C#, major,0.2337317397078353,0.334299491626995
40,music/Hip Hop/Ice Cube - It Was A Good Day.mp3,0.18080710695899332,0.6168908747418278, D, major,0.20717131474103587,0.3349564321472857
41,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,0.07357981472871647,0.6759901485562018, F, minor,0.25852146967684814,0.3360304776539222
42,music/Hip Hop/Kontra K - Erfolg ist kein Glück.mp3,0.09050032571440464,0.6890259788522917, C#, major,0.23019034971226207,0.33657221809298615
43,music/Pop/Sigrid - Strangers.mp3,0.24474444552881208,0.5576102118231483, B, minor,0.21469676848162905,0.3390171419445298
44,music/Pop/Camila Cabello - Havana.mp3,0.11736844280024675,0.7068393228769315, G, minor,0.2204515272244356,0.34821976430053797
45,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.07845523856660606,0.735872836504808, D, major,0.23240371845949534,0.3489105978436364
46,music/Hip Hop/Chiddy Bang - Opposite Of Adults.mp3,0.1012148672461231,0.7267165209786085, D, major,0.22487826471890218,0.35093655098121124
47,music/Reggae/Damian Marley - Move!.mp3,0.0807313056197252,0.7534989417494208, G#, minor,0.21912350597609562,0.3511179177817472
48,music/World Music/Laboratorium Pieśni - Sztoj pa moru.mp3,0.15319202642246976,0.6574714024592626, C#, major,0.24391323594510844,0.35152555494228027
