,_1,_2
0,music/Electronic/TheXX-Intro.mp3,0.0
1,music/Rock/Sum41-Pieces.mp3,0.18362761346411915
2,music/Klassik/Bach-Toccaqta&FugueDMinorBWV565Toccata.mp3,0.19712567314222665
3,music/Soundtrack/GameOfThrones-MainTitles.mp3,0.19850083892043305
4,music/Electronic/DaftPunk-Within.mp3,0.2014249874512173
5,music/WorldMusic/ANNARF-TumHiHo-(annaRFFtNaadistan).mp3,0.20873773673394894
6,music/Jazz/JukkaPerkoAvara-TearsInHeaven.mp3,0.20948491567806526
7,music/Jazz/WhiplashSoundtrack-TooHipToRetire.mp3,0.21362812578820087
8,music/Rock/Pvris-MyHouse.mp3,0.22847492867653274
9,music/Rock/Radiohead-Creep.mp3,0.2301867801511626
10,music/Soundtrack/LordOfTheRings-TheBattleOfThePelennorFields.mp3,0.2391278200442181
11,music/Rock/twentyonepilots-CarRadio.mp3,0.24098854898174907
12,music/Electronic/AlanWalker-Faded.mp3,0.24299654472575236
13,music/Jazz/MichaelWollnyVincentPeiraniTheKiss.mp3,0.24411997295155674
14,music/Klassik/Mozart_RequiemInDMinorK626-3Sequentia_Lacrimosa.mp3,0.24474387041799547
15,music/Pop/DavidBowie-LifeOnMars.mp3,0.2451961685622764
16,music/Soundtrack/Outlander-DanceoftheDruids(featRayaYarbrough).mp3,0.24817082691864853
17,music/Pop/AnnaBurch-2Cool2Care.mp3,0.25173595051498227
18,music/Jazz/LouTavano-TheCall.mp3,0.25216662029984827
19,music/Jazz/EricBibbCelticRootsEnsemble-StJamesInfirmary.mp3,0.25314880076002394
20,music/Klassik/JStraussI_Radetzky-MarschOp228.mp3,0.2561583997528248
21,music/Pop/FoolsGarden-LemonTree.mp3,0.2581617004883082
22,music/Soundtrack/Interstellar-NoTimeforCaution.mp3,0.2627694978548047
23,music/Soundtrack/FleshAndBone-Dakini_MovementIV.mp3,0.2648494044525384
24,music/Soundtrack/TheHobbit3-HowardShore_IronfootExtendedVersion.mp3,0.27224853865038784
25,music/Pop/Sigrid-Strangers.mp3,0.27299628932207504
26,music/Metal/OmniumGatherum-NewWorldShadows.mp3,0.27520045178804514
27,music/Metal/Gojira-Globalwarming.mp3,0.2820381461321124
28,music/Pop/AliottaHaynesJeremiah-LakeShoreDrive.mp3,0.2831769403777047
29,music/WorldMusic/annaRF-Why.mp3,0.288674275130689
30,music/Rock/BillyTalent-CurefortheEnemy.mp3,0.29056158049359887
31,music/WorldMusic/EstasTonne-TheSongoftheGoldenDragon.mp3,0.29361785263295564
32,music/HipHop/KidCudi-MrRager.mp3,0.2938900574300163
33,music/Jazz/PaoloFresuJanLundgren-Kristallendenfina.mp3,0.29451025188884605
34,music/Electronic/Fytch-InTheseShadows(featCarmenForbes).mp3,0.29911699730062563
35,music/Rock/Blink-182-Adam'sSong.mp3,0.3004859029035469
36,music/WorldMusic/TheHU-WolfTotem.mp3,0.30435293471195846
37,music/Soundtrack/TheWitcher3-TheFieldsofArdSkellig.mp3,0.30451088944509325
38,music/Pop/Halsey-HeavenInHiding.mp3,0.30680920304206255
39,music/Jazz/WhiplashSoundtrack-Caravan.mp3,0.30760970680712546
40,music/Soundtrack/Vikings-FlokiAppearstoKillAthelstan.mp3,0.31593000240180275
41,music/Electronic/MartinGarrix-Animals(OriginalMix).mp3,0.3163168657205724
42,music/Soundtrack/MassEffect3-LeavingEarth.mp3,0.31753159249056656
43,music/Metal/Amorphis-HouseOfSleep.mp3,0.3197766515092329
44,music/Klassik/LangLang_LaCampanellaIIetudeforpianoinGsharpminor(GrandPaganiniÉtudeNo3)S1413(LWA1733).mp3,0.3199376149100175
45,music/Pop/CamilaCabello-Havana.mp3,0.3216137580490804
