,original vs detected,count
0,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
1,"(My_Generation, My_Generation)",1
2,"(Blue_Collar_Man, Blue_Collar_Man)",1
3,"(We_Can_Work_It_Out, We_Can_Work_It_Out)",1
4,"(I_Can_t_Get_Next_To_You, I_Can_t_Get_Next_To_You)",1
5,"(God_Only_Knows, God_Only_Knows)",1
6,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
7,"(Grand_Illusion, Grand_Illusion)",1
8,"(River_Deep_Mountain_High, River_Deep_Mountain_High)",1
9,"(Addicted_To_Love, Addicted_To_Love)",1
10,"(I_m_Not_In_Love, I_m_Not_In_Love)",1
11,"(Toys_In_The_Attic, Toys_In_The_Attic)",1
12,"(Let_It_Be, Let_It_Be)",2
13,"(Enjoy_The_Silence, Enjoy_The_Silence)",1
14,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
15,"(Downtown_Lights, Downtown_Lights)",1
16,"(The_Boxer, The_Boxer)",1
17,"(Tush, Tush)",1
18,"(Lady, Lady)",1
19,"(Between_The_Bars, Between_The_Bars)",1
20,"(White_Room, White_Room)",1
21,"(I_Love_You, I_Love_You)",1
