,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Electronic/Dynatron - Pulse Power.mp3,0.0,0.0,0.0, 116.004959106,0.0,0.0, D, minor,0.0,0.0,0.0,0.0
1,music/World Music/John Butler - Ocean.mp3,0.07416755001286902,0.30848878288914067,0.28231101302156253, 97.3883056641,0.6566367176678556,0.07498906822224446, E, major,0.33929483903934593,0.5966707887291348,0.0664687372551567,0.2998784371046637
2,music/World Music/Andrey Vinogradov - Medieval Tune.mp3,0.17707571845673922,0.3781088478746383,0.2993587354231211, 111.668838501,0.5879269660331479,0.16178185044174126, G, minor,0.23198773633111905,0.4651499556320867,0.20600173276474876,0.3134239428696678
3,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.0601801937571865,0.32956073141065134,0.336806473698136, 117.597358704,0.40792368520032035,0.14756204265679312, A, major,0.30505876341338783,0.8710862276838806,0.11146576140430356,0.3212054849030824
4,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.10549876045640372,0.3688563446247594,0.38861581312774607, 178.205566406,0.6909201820549862,0.09397577472475047, D, minor,0.2171691364333163,0.5646063853885315,0.16256641003832437,0.3240261008561023
5,music/Pop/Sigrid - Strangers.mp3,0.04152255823984239,0.3870095577238036,0.45137441785728855, 116.273414612,0.3488932790103819,0.26870537594746113, B, minor,0.2784874808380174,0.81258698364868,0.0872122769656964,0.33447399127889643
6,music/World Music/anna RF - Why.mp3,0.07358873926362706,0.3452050036844813,0.40884297851254103, 112.351074219,0.5940771812152825,0.05574606674175764, G, minor,0.2677567705671947,0.8615410880128508,0.0961449792966739,0.3378628509118011
7,music/Metal/System Of A Down-Toxicity.mp3,0.06896505123558237,0.37891036541079015,0.44258799052141523, 115.074310303,0.4726488836767042,0.06221785734925758, C, minor,0.2636688809402146,0.9237397548828588,0.09244515818888957,0.33814799277571406
8,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.06457055329839685,0.3983310335715664,0.3703232053630015, 117.713493347,0.5626818406441548,0.09644365476420426, D#, minor,0.2621359223300971,0.8611000521561772,0.09385367429550766,0.33867999205288823
9,music/Klassik/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.11360509030654137,0.3607017526907027,0.40445686256998414, 117.647331238,0.5480228404558785,0.28854727376322914, D, minor,0.26469085334695963,0.5535623750195489,0.23496399618676703,0.3460688805424514
10,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.16262779513894937,0.37182323242224613,0.3722643636688393, 106.524047852,0.7891047591679136,0.08658467360637591, D, major,0.31630045988758304,0.5618354630721986,0.1213582282709597,0.34773737190438325
