,id,scaled_js,scaled_rp,scaled_corr,aggregated
0,music/Metal/Gojira - Global warming.mp3,0.0,0.0,0.04407043343630723,0.014690144478769077
1,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.00868710675728907,0.37332022738223464,0.4534739109544934,0.2784937483646724
2,music/Electronic/The XX - Intro.mp3,0.28545434356628424,0.38163581079431785,0.37593552925631823,0.34767522787230676
3,music/World Music/Estas Tonne - The Song of the Butterfly.mp3,0.6065695693427657,0.46509766183077034,0.0,0.3572224103911787
4,music/Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.3160819933355184,0.17640111133241534,0.6012693486550604,0.3645841511076647
5,music/Rock/Sum 41 - Pieces.mp3,0.2993808061561184,0.27772477359107095,0.5357811611109008,0.3709622469526967
6,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.29312281328895395,0.24280843582100942,0.6580929168812019,0.3980080553303884
7,music/Rock/Radiohead - Creep.mp3,0.38929803860989726,0.27402485344520433,0.5332096904017751,0.3988441941522922
8,music/Hip Hop/Romano - Köpenick.mp3,0.26136293739224703,0.43788946325427847,0.545759976243362,0.41500412562996253
9,music/Rock/Pvris - My House.mp3,0.30961596601930336,0.24406432308904424,0.6989215359145113,0.4175339416742863
10,music/Klassik/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.22239089250160615,0.4220545044972051,0.6183495081828584,0.42093163506055653
11,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.24950004255847336,0.4215006484943301,0.5998042931519343,0.42360166140157923
12,music/Metal/System Of A Down-Toxicity.mp3,0.27637280201790665,0.2840441062295865,0.7154228686262708,0.425279925624588
13,music/Metal/Eluveitie - Neverland.mp3,0.27074874258069814,0.30523906600406675,0.706813697917403,0.42760050216738926
14,music/Metal/Amorphis - House Of Sleep.mp3,0.2597232031821768,0.2727840939509622,0.7517568313668559,0.42808804283333163
15,music/Electronic/Alan Walker - Faded.mp3,0.4089478656332284,0.33096728113803525,0.5515837943321553,0.430499647034473
16,music/World Music/John Butler - Ocean.mp3,0.30298848337226625,0.26734186450888886,0.7321085111882957,0.43414628635648356
17,music/Pop/David Bowie - Life On Mars.mp3,0.39863790251189546,0.2604729577966905,0.6509833985986364,0.4366980863024074
18,music/Soundtrack/Game Of Thrones - Main Titles.mp3,0.5187576992637501,0.33596136951172056,0.4636396669969344,0.43945291192413505
19,music/World Music/anna RF - Why.mp3,0.41931017172049684,0.2837537555339448,0.6186164344677603,0.4405601205740673
20,music/World Music/Wardruna - Wunjo.mp3,0.21987815082439777,0.3245379772761351,0.7791515406515788,0.44118922291737056
21,music/Metal/Omnium Gatherum - New World Shadows.mp3,0.1456050361914471,0.2944104004008911,0.8836449383038744,0.4412201249654042
22,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.3278071897394441,0.4329297072350142,0.569432458827581,0.44338978526734646
23,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.2659468007661179,0.2912455162816896,0.7779770348254373,0.44505645062441496
24,music/Rock/Wallows - Scrawny [Explicit].mp3,0.28112111161167097,0.4714616855027108,0.5958069485053797,0.44946324853992053
25,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.33837456611658856,0.41532546559185285,0.6000708694185255,0.45125696704232227
26,music/Rock/twenty one pilots - Car Radio.mp3,0.3425751030158165,0.31843768967407904,0.6995822292270312,0.4535316739723088
27,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.43115470092909636,0.30766568912188963,0.6238094131702874,0.4542099344070911
28,music/Rock/Rise Against - Prayer of the Refugee.mp3,0.35554903156398837,0.30712114054594136,0.7096324888279982,0.4574342203126427
29,music/Pop/Fools Garden - Lemon Tree.mp3,0.31887708254765434,0.33704318481996104,0.7180739641020113,0.4579980771565422
30,music/Rock/Blink-182 - Adam's Song.mp3,0.32027379571918146,0.3123460684915856,0.7557474297859728,0.46278909799891327
31,music/Jazz/Lou Tavano - The Call.mp3,0.3682120002255195,0.2925666068188004,0.7364513930328785,0.4657433333590661
32,music/Metal/Dark Tranquillity - Punish My Heaven.mp3,0.2752431588041108,0.22414325006938263,0.9077512031605353,0.4690458706780096
33,music/Pop/Sigrid - Strangers.mp3,0.30928881028226113,0.42377712204718676,0.6955766427645149,0.4762141916979876
34,music/World Music/The HU - Wolf Totem.mp3,0.28139002778270256,0.41175328539350364,0.7387897480598282,0.4773110204120115
35,music/Electronic/Fytch - In These Shadows (feat Carmen Forbes).mp3,0.3821885319943547,0.33698128914888376,0.7239367446024001,0.48103552191521287
36,music/Pop/Dua Lipa - New Love.mp3,0.12631274757643257,0.3997256283359305,0.9325869579660567,0.48620844462613994
37,music/Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.21027899848234077,0.27570621576123266,0.9757211063585383,0.4872354402007039
38,music/Metal/In Flames - The New Word.mp3,0.3787834698251985,0.2799225570799109,0.8076624518970127,0.48878949293404067
39,music/Metal/Metallica - Moth Into Flame.mp3,0.40478946353797085,0.2948971044723033,0.7699963137763578,0.4898942939288773
40,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.3837381511951586,0.32124750699415955,0.7666234983407765,0.49053638551003154
41,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.3502915585568077,0.3875027973561369,0.7342315768476009,0.49067531092018185
42,music/Metal/Judas Priest - Painkiller.mp3,0.32806913980473823,0.28408584862913655,0.8601030104442972,0.49075266629272396
43,music/World Music/Laboratorium Pieśni - Sztoj pa moru.mp3,0.2924392261592571,0.5583551566427132,0.6258322808793435,0.4922088878937713
44,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.6816797187995034,0.31087823854868546,0.5031508270825361,0.4985695948102416
45,music/Klassik/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.40818692160856296,0.47277169943257,0.6148378708635549,0.498598830634896
46,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.28122654755568793,0.2972058591560159,0.9190065317472544,0.4991463128196527
47,music/Electronic/Miike Snow - Genghis Khan.mp3,0.352785623548389,0.5737006165362669,0.5725224923993699,0.49966957749467533
