,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.0,0.0,0.0, 124.987091064,0.0,0.0, D#, major,0.0,0.02571270993314745,0.0,0.003214088741643431
1,music/Metal/Amorphis - House Of Sleep.mp3,0.15487450461257915,0.1759834284668458,0.15169412015648256, 125.022087097,0.059943156154742314,0.10547119726941744, C, minor,0.18016821602478972,0.868522280073811,0.15654250781232168,0.2316499263213737
2,music/World Music/John Butler - Ocean.mp3,0.05151379295679588,0.14060906100317688,0.11444986149050307, 97.3883056641,0.6637347551016348,0.11498393947285429, E, major,0.3607791057990261,0.6288603517094069,0.07761029893200144,0.26906764580817494
3,music/Pop/David Bowie - Life On Mars.mp3,0.03371372691555942,0.2892347670370933,0.36556537687264934, 125.222671509,0.338419160390392,0.1231300936034069, A#, major,0.1571491810535635,0.79954532684067,0.08850945931547148,0.2744083865036007
4,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.08220334642797548,0.143443379523971,0.12981820725130724, 178.205566406,0.6606628111282228,0.08222713493691453, D, minor,0.17264276228419656,0.8251484200927051,0.13041220768826348,0.2783197836666945
5,music/Klassik/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.06187762560574582,0.13413352320812977,0.1735028244720303, 117.647331238,0.5988985723651578,0.2591582835206809, D, minor,0.1478530323151837,0.7452459842258052,0.11367525577793502,0.27929313768633357
6,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.045440414773143194,0.12770217900427427,0.12165694078791689, 138.597213745,0.6761625996392457,0.15134851000451946, D, major,0.27976980965028775,0.8127767659907047,0.061826269951242456,0.28458543622516685
7,music/Klassik/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.0417109034222367,0.149484392262768,0.172393868942643, 152.013336182,0.720969183702554,0.14469571266051184, C#, major,0.15670650730411687,0.8187948798493723,0.09841499816246493,0.28789630578833353
8,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.11435789948138209,0.17317045999893918,0.1607089403083208, 106.524047852,0.7776479577643849,0.07211404858221072, D, major,0.13368747233289066,0.7904387487203659,0.11680078756712756,0.2923657893444527
9,music/Electronic/Daft Punk - Within.mp3,0.14277701523714598,0.148157860412879,0.14730087727956265, 110.342224121,0.72986074339544,0.18887564794160794, C#, major,0.14652501106684374,0.7663523365801067,0.1110921019570618,0.29761769923383097
10,music/World Music/Andrey Vinogradov - Medieval Tune.mp3,0.15137733101543888,0.2094079715191426,0.11066246195745418, 111.668838501,0.6196601479216194,0.1530368023358122, G, minor,0.1531651173085436,0.8064516392208183,0.18141942545292092,0.29814761209146873
11,music/World Music/Estas Tonne - The Song of the Golden Dragon.mp3,0.15232879546094652,0.13237230790202228,0.16838198075977706, 132.522079468,0.6577247395141743,0.10645655111720619, C, major,0.29305002213368747,0.7766388741121528,0.12286684157629782,0.3012275140720331
