,id,scaled_skl,scaled_rp,scaled_rh,bpm,scaled_bh,scaled_mfcc,key,scale,scaled_levenshtein,scaled_corr,scaled_js,aggregated
0,music/Electronic/The XX - Intro.mp3,0.0,0.0,0.0, 100.450759888,0.0,0.0, F, major,0.0,0.5611918787529583,0.0,0.07014898484411979
1,music/Rock/Sum 41 - Pieces.mp3,0.13697898378778364,0.2979792230090519,0.2478099695164486, 99.7237548828,0.2207269044307167,0.1567743130088862, F, major,0.09612930667800935,0.9865036061460228,0.1098736153472239,0.2815969902405179
2,music/World Music/John Butler - Ocean.mp3,0.14746671215203452,0.2607048338382213,0.22355616318500116, 97.3883056641,0.515844526151751,0.34757780648793757, E, major,0.3683538919608677,0.7188624152271342,0.11192485607476964,0.33678640063471454
3,music/Electronic/Daft Punk - Within.mp3,0.11849563692654826,0.30504856287434157,0.29347426899922296, 110.342224121,0.696969661700936,0.16524088885314084, C#, major,0.13398553806890684,0.8759106723937901,0.12128515205706991,0.33880129773424456
4,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.10231946337090318,0.312678663019641,0.2732710016119363, 102.060325623,0.4897137801992167,0.40523140444627653, B, minor,0.16376010208421948,0.8836160436716951,0.12462249000024644,0.3444016185505168
5,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.05949461443863514,0.31717908154516766,0.28399362922795746, 104.842964172,0.7199448259533501,0.21555531537328515, A, minor,0.22671203743088048,0.8375143158078189,0.10663615164126374,0.3458787464272948
6,music/Jazz/Lou Tavano - The Call.mp3,0.057360289623689414,0.27377390916379124,0.3236621099372529, 184.570266724,0.6558344814070801,0.28153496579078335, E, minor,0.20119098256061252,0.8716609196547637,0.10648025922696307,0.346437239670617
7,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.10392364019168673,0.3295438927235972,0.322923376925086, 138.597213745,0.6473959869571285,0.20647014171312517, D, major,0.2807316035729477,0.7814495911233881,0.10285891563324852,0.34691214360502604
8,music/Rock/Pvris - My House.mp3,0.10476251218873356,0.3215525651892051,0.32389046887373807, 129.15222168,0.7478041392284523,0.21329802653958232, C, major,0.15057422373458104,0.8505262402400053,0.07334275486321591,0.3482188663571892
9,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.27358355285991476,0.29102875680244994,0.4205230979283507, 98.4524993896,0.4949960278809834,0.23831924915670888, A, major,0.09910676307954062,0.8482987747881121,0.1224000709937108,0.34853203668622135
10,music/Soundtrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,0.06695060203897317,0.3468549339007933,0.3431600872962752, 165.502151489,0.6598357525738411,0.1752924833562065, A, minor,0.19523606975754998,0.9054658990874787,0.11120667146214698,0.3505003124341581
11,music/Klassik/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.1628796799257365,0.33733669795768567,0.3642417373715491, 117.647331238,0.6283385169846745,0.15620962214860357, D, minor,0.09783071033602722,0.8649801413981472,0.20140688119405745,0.3516529984145601
12,music/Pop/David Bowie - Life On Mars.mp3,0.10682363772549786,0.34888135609791315,0.40244084122373075, 125.222671509,0.7007863210573961,0.24719206259038254, A#, major,0.13951509995746492,0.8794014650753934,0.1115540484264153,0.36707435401927424
13,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.10751805077418922,0.3467341565714148,0.3407738799587759, 178.205566406,0.6532286338847967,0.3987849234796043, D, minor,0.16801361122926414,0.8130163004690112,0.1331326022219582,0.3701502698236268
14,music/World Music/Estas Tonne - The Song of the Butterfly.mp3,0.11981579596049415,0.3816218127382174,0.40464606071911263, 172.265289307,0.661891200850223,0.2258364291710863, C, minor,1.0,0.0,0.16780638101301154,0.3702022100565181
15,music/Soundtrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,0.1712410899836327,0.37059638665441297,0.38441383139739066, 136.45451355,0.6860846589525422,0.15996460942173604, A, minor,0.2139515099957465,0.8373833368570567,0.15377031443919312,0.3721757172127139
16,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.14593548860896022,0.2815183000568563,0.2961231705873069, 154.925735474,0.873251882447446,0.20241160314962742, C, minor,0.15695448745214802,0.9339911232465163,0.10439155335401638,0.37432220111285974
17,music/Rock/Radiohead - Creep.mp3,0.19857926634957646,0.29128930116389956,0.27624521575225064, 92.4155807495,0.7106281645462634,0.2882544837282097, C, major,0.11101658868566568,0.9823523054916456,0.1402341155793418,0.3748249301621066
18,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.10986799641426735,0.3202600197944149,0.34327779728834046, 93.9716186523,0.9209405326064583,0.18430283744631507, A#, major,0.12165036154827732,0.8961079880808206,0.10737197383858665,0.3754724383771851
19,music/Soundtrack/Game Of Thrones - Main Titles.mp3,0.22047462386569605,0.2922293854556175,0.27276931805643345, 172.265808105,0.8521270483957838,0.20416638598854833, C, minor,0.09910676307954062,0.9057997648152157,0.16003858745757982,0.37583898463930193
20,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.11848593967841382,0.2828704232936342,0.2589306345957504, 124.987091064,0.8591145860178528,0.3759908440284264, D#, major,0.13568694172692472,0.8744316855272953,0.10666401606778336,0.3765218838670102
21,music/World Music/anna RF - Why.mp3,0.06485771984916935,0.31838690184316687,0.4334682096892161, 112.351074219,0.7677190482033575,0.37026460824875285, G, minor,0.1773713313483624,0.8138366981518769,0.114279576004112,0.3825230116672518
22,music/Rock/twenty one pilots - Car Radio.mp3,0.10665680834881819,0.36038363993869144,0.3676574997714859, 129.759735107,0.8336128836098742,0.17372621567139043, F, major,0.18885580603998298,0.8988974510375661,0.14212992607256683,0.383990028811297
23,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.21567329977416877,0.26374814521369244,0.24055115434162094, 142.548370361,0.6398030157068016,0.19332173755674306, C#, major,0.4657592513823905,0.9185016089533702,0.14918948938458768,0.3858184627891719
24,music/World Music/Estas Tonne - The Song of the Golden Dragon.mp3,0.18520203488492493,0.2969393487697681,0.30832124678547745, 132.522079468,0.7069239016927423,0.2891460514872589, C, major,0.2947681837515951,0.8709425881065497,0.1377799458711407,0.3862529126686822
25,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.28540470973463733,0.3415365950372574,0.36183752824225074, 172.265686035,0.6360904949248102,0.18367745308486197, C, major,0.20714589536367503,0.8686817157723286,0.2420128822280097,0.3907984092984789
