,_1,_2
0,music/WorldMusic/TheHU-WolfTotem.mp3,"((0.339565820268, 0.392718845203), 0.180774138664)"
1,music/Jazz/KeithJarrett-PartIITokyo.mp3,"((0.506237189276, 0.38930286802), 0.421948107188)"
2,music/Metal/DarkTranquillity-PunishMyHeaven.mp3,"((0.61474624449, 0.300848858633), 0.214802211825)"
3,music/Reggae/DamianMarley-HeyGirl.mp3,"((0.186542715882, 0.814083921289), 0.132284134411)"
4,music/WorldMusic/AndreyVinogradov-MedievalTune.mp3,"((0.574418214409, 0.363568703265), 0.120799659719)"
5,music/HipHop/Sido-Springrauf.mp3,"((0.544217043082, 0.781074647782), 0.113143343258)"
6,music/Rock/TheOffspring-You'reGonnaGoFarKid.mp3,"((0.504359364376, 0.502234853736), 0.104636324968)"
7,music/Klassik/Beethoven-FürElise.mp3,"((0.727961704933, 0.416987585307), 0.139089749043)"
8,music/WorldMusic/JohnButler-Ocean.mp3,"((0.347577800324, 0.260704814152), 0.368353891961)"
9,music/WorldMusic/EstasTonne-TheSongoftheButterfly.mp3,"((0.225836429133, 0.381621788381), 1.0)"
10,music/Electronic/CaravanPalace-LoneDigger.mp3,"((0.20759163366, 0.640189513682), 0.151424925564)"
11,music/Soundtrack/GameOfThrones-MainTitles.mp3,"((0.204166382287, 0.292229371394), 0.0991067630795)"
12,music/Soundtrack/FleshAndBone-Dakini_MovementIV.mp3,"((0.375990854219, 0.282870417412), 0.135686941727)"
13,music/Pop/AnnaBurch-2Cool2Care.mp3,"((0.258037643448, 0.355103002653), 0.142067205444)"
14,music/Jazz/MichaelWollnyVincentPeiraniTheKiss.mp3,"((0.183677452898, 0.341536570593), 0.207145895364)"
15,music/WorldMusic/Wardruna-Wunjo.mp3,"((0.393145830511, 0.31276702583), 0.262441514249)"
16,music/Electronic/AlanWalker-Faded.mp3,"((0.194898287622, 0.443491601766), 0.0905997447895)"
17,music/Klassik/Rachmaninoff-TheIsleoftheDeadOp29.mp3,"((0.358552035968, 0.421341848497), 0.876648234794)"
18,music/WorldMusic/EstasTonne-TheSongoftheGoldenDragon.mp3,"((0.289146044483, 0.296939329664), 0.294768183752)"
19,music/Reggae/BobMarley-NoWomanNoCry.mp3,"((0.654452194616, 0.361304500406), 0.452148022118)"
20,music/Reggae/DamianMarley-Pimpa'sParadise.mp3,"((0.233765261354, 0.594432609827), 0.159081242025)"
