,id,scaled_js,scaled_rp,scaled_corr,aggregated
0,music/Soundtrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.0,0.0,0.02571270993314745,0.00857090331104915
1,music/World Music/Estas Tonne - The Song of the Butterfly.mp3,0.17701646074370325,0.18168984390090426,0.0,0.11956876821486917
2,music/World Music/John Butler - Ocean.mp3,0.07761029893200144,0.14060906100317688,0.6288603517094069,0.28235990388152843
3,music/Klassik/Liszt - Totentanz.mp3,0.17382287859586798,0.16728095682994415,0.5864095076131133,0.30917111434630845
4,music/Soundtrack/Mass Effect 3 - Leaving Earth.mp3,0.16241493112595304,0.16152500746290138,0.6577233788665935,0.3272211058184826
5,music/Klassik/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.11367525577793502,0.13413352320812977,0.7452459842258052,0.33101825440395666
6,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.061826269951242456,0.12770217900427427,0.8127767659907047,0.3341017383154072
7,music/Soundtrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,0.08597214673120414,0.16955220872010834,0.7539428420046458,0.3364890658186528
8,music/Jazz/Buddy Rich - Caravan (Remastered 2015).mp3,0.07069188305442226,0.1542583975969548,0.797860498127492,0.3409369262596231
9,music/Electronic/Daft Punk - Within.mp3,0.1110921019570618,0.148157860412879,0.7663523365801067,0.34186743298334915
10,music/Jazz/Lou Tavano - The Call.mp3,0.07828161645453248,0.12763163444690623,0.8201210386836701,0.34201142986170296
11,music/World Music/Estas Tonne - The Song of the Golden Dragon.mp3,0.12286684157629782,0.13237230790202228,0.7766388741121528,0.3439593411968243
12,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.1033426209200737,0.13748886448221947,0.7927084091369421,0.344513298179745
13,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.07729154601559242,0.22739793113348664,0.7340664209864401,0.34625196604517305
14,music/Soundtrack/Vikings - Floki Appears to Kill Athelstan.mp3,0.07139765711174584,0.16178056318339404,0.8075039467143841,0.3468940556698413
15,music/Klassik/Pachelbel_ Canon And Gigue In D Major - 1 Canon.mp3,0.09841499816246493,0.149484392262768,0.8187948798493723,0.3555647567582017
16,music/Soundtrack/Game Of Thrones - Main Titles.mp3,0.12355688946179014,0.14246684371860852,0.8030062352650523,0.3563433228151503
17,music/Klassik/J Strauss I_ Radetzky-Marsch Op228.mp3,0.11680078756712756,0.17317045999893918,0.7904387487203659,0.3601366654288109
18,music/Soundtrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,0.10491662242511489,0.14832866083597893,0.835459892410477,0.36290172522385694
19,music/Electronic/The XX - Intro.mp3,0.10304336098270996,0.27235652628688206,0.7173997752850527,0.3642665541848816
20,music/Jazz/Whiplash Soundtrack - Caravan.mp3,0.11814266603260515,0.12717737728030332,0.848493676947042,0.3646045734199835
21,music/Soundtrack/The Witcher 3 - The Fields of Ard Skellig.mp3,0.13041220768826348,0.143443379523971,0.8251484200927051,0.3663346691016465
22,music/Klassik/Rachmaninoff - The Isle of the Dead Op 29.mp3,0.24273633866702812,0.2290506990326378,0.6316208082673003,0.367802615322322
23,music/World Music/anna RF - Why.mp3,0.07917271951103413,0.23712504690901923,0.7937162551316552,0.3700046738505695
24,music/Metal/Uada - Black Autumn White Spring.mp3,0.2161644963978798,0.11620330301045023,0.8212065139897176,0.3845247711326825
25,music/Pop/David Bowie - Life On Mars.mp3,0.08850945931547148,0.2892347670370933,0.79954532684067,0.39242985106441153
26,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.12823951183589877,0.3106032848351853,0.7504244334465221,0.39642241003920203
27,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.09331107277176477,0.26830967863633376,0.829453784564656,0.39702484532425153
28,music/Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.08959532632150724,0.25186083757196565,0.8533927484050634,0.39828297076617875
29,music/Soundtrack/Pirates Of The Carribean - Hans Zimmer - Davy Jones.mp3,0.17187618299231747,0.2097733776177405,0.8150943245301594,0.3989146283800724
30,music/World Music/Andrey Vinogradov - Medieval Tune.mp3,0.18141942545292092,0.2094079715191426,0.8064516392208183,0.39909301206429393
31,music/Metal/Amorphis - House Of Sleep.mp3,0.15654250781232168,0.1759834284668458,0.868522280073811,0.40034940545099285
32,music/World Music/Wardruna - Wunjo.mp3,0.09764310370013027,0.22428150226892116,0.8810770831137408,0.4010005630275974
33,music/Klassik/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.14555967452394042,0.18751124639775843,0.873026188794888,0.402032369905529
34,music/Rock/Radiohead - Creep.mp3,0.11806995646700354,0.1574456878188252,0.932213341444519,0.40257632857678255
35,music/Metal/Omnium Gatherum - New World Shadows.mp3,0.12225676946802295,0.2129599097826191,0.8738417895302708,0.40301948959363765
36,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.09776558473194621,0.20491735504275804,0.9064314795221141,0.40303813976560615
37,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.2008538818739464,0.14533538794686668,0.8651747353900379,0.40378800173695034
38,music/Reggae/Bob Marley - No Woman No Cry.mp3,0.12408957702048741,0.3445423562420721,0.7452295214145961,0.40462048489238517
39,music/Electronic/Dynatron - Pulse Power.mp3,0.13568170681075578,0.3212710701375147,0.7596478968796379,0.4055335579426362
40,music/Jazz/Paolo Fresu Jan Lundgren - Kristallen den fina.mp3,0.26012140327501687,0.16367511732006804,0.7948043398184684,0.40620028680451775
41,music/Rock/Pvris - My House.mp3,0.09285267451604456,0.2559069158512387,0.8798191530551768,0.40952624780748664
42,music/Soundtrack/Interstellar - No Time for Caution.mp3,0.15353661003213895,0.18278058608350375,0.9043153636142649,0.41354418657663583
43,music/Metal/Gojira - Global warming.mp3,0.19224745923807968,0.2872120220688267,0.7659482601922336,0.41513591383304665
44,music/Electronic/Fytch - In These Shadows (feat Carmen Forbes).mp3,0.13611132056487282,0.34158883043075194,0.777046161220102,0.4182487707385756
45,music/Electronic/Martin Garrix - Animals (Original Mix).mp3,0.09677557672288681,0.34521806787882164,0.8291125587996493,0.4237020678004526
46,music/Klassik/Lang Lang_La Campanella II etude for piano in G sharp minor (Grand Paganini Étude No 3) S 141 3 (LW A173 3).mp3,0.3278690007572825,0.16187093036538255,0.7835971469943424,0.4244456927056692
47,music/Rock/twenty one pilots - Car Radio.mp3,0.1443663739388073,0.3069177701411896,0.8276378707778755,0.42630733828595746
48,music/Rock/Sum 41 - Pieces.mp3,0.14986112778182437,0.2991096926117367,0.8544042786800928,0.43445836635788454
49,music/Rock/Blink-182 - Adam's Song.mp3,0.14516071348354775,0.2944313269156304,0.8877126473060093,0.4424348959017292
