,id,scaled_mfcc,scaled_rp,scaled_levenshtein,aggregated
0,music/Electronic/The XX - Intro.mp3,0.0,0.0,0.0,0.0
1,music/Rock/Sum 41 - Pieces.mp3,0.11233682124260082,0.24578345549458908,0.1096555070354197,0.15592526125753653
2,music/Small Cover Song Library/Game of Thrones Theme.mp3,0.146295667742734,0.24104079280775897,0.11305191654536632,0.16679612569861976
3,music/Sountrack/Game Of Thrones - Main Titles.mp3,0.146295667742734,0.24104079280775897,0.11305191654536632,0.16679612569861976
4,music/Klassik Solo/Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.11193219133218109,0.27824684705166786,0.11159631246967491,0.16725845028450795
5,music/Klassik Solo/Bach - Toccaqta & Fugue D Minor BWV 565 Toccata.mp3,0.11193219133218109,0.27824684705166786,0.11159631246967491,0.16725845028450795
6,music/Jazz/Jukka Perko Avara - Tears In Heaven.mp3,0.17076794263911446,0.24005047322721434,0.11305191654536632,0.17462344413723171
7,music/Small Cover Song Library/The Jackson 5 - I Want You Back.mp3,0.1297728895006253,0.325771563750403,0.09412906356137797,0.18322450560413542
8,music/Old Pop/The Jackson 5 - I Want You Back.mp3,0.1297728895006253,0.325771563750403,0.09412906356137797,0.18322450560413542
9,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.14503827600353836,0.23220592319899705,0.17903930131004367,0.185427833504193
10,music/Small Cover Song Library/Pvris - Chandelier.mp3,0.17375123421788458,0.28397771631676644,0.11208151382823872,0.18993682145429658
11,music/Rock/Radiohead - Creep.mp3,0.20654909461551044,0.24026537912843812,0.12663755458515283,0.19115067610970046
12,music/Other Metal/Behemoth - Chant For Ezkaton 2000 EV.mp3,0.1387782854306144,0.24872830218057182,0.1950509461426492,0.19418584458461183
13,music/Black Metal/Immortal - All Shall Fall.mp3,0.12077176812620485,0.2194286565911481,0.245026686074721,0.19507570359735796
14,music/Rock/Pvris - My House.mp3,0.15283895568669104,0.26522755444916085,0.1717612809315866,0.1966092636891462
15,music/Klassik Solo/JS Bach_ Toccata And Fugue In D Minor BWV 565 - Toccata.mp3,0.1637247718371915,0.29621236781716864,0.1344007763221737,0.19811263865884463
16,music/Melodic Death Metal/Orbit Culture - Sun Of All.mp3,0.16831284684536357,0.23018162824776203,0.19893255701115964,0.19914234403476172
17,music/Small Cover Song Library/Toto - Africa.mp3,0.1331436647388261,0.3147885268551346,0.1591460456089277,0.2023594124009628
18,music/Electronic/Alan Walker - Faded.mp3,0.1396546053437324,0.3658070637394697,0.10334788937409024,0.2029365194857641
19,music/Small Cover Song Library/Alan Walker - Faded.mp3,0.1396546053437324,0.3658070637394697,0.10334788937409024,0.2029365194857641
20,music/New Pop/Aurora - Running With The Wolves.mp3,0.1315726695099025,0.2967238888360746,0.18583212032993693,0.204709559558638
21,music/Klassik Orchester/J Strauss I_ Radetzky-Marsch Op228.mp3,0.2552367868444357,0.2800629240446632,0.08296943231441048,0.20608971440116983
22,music/Klassik Orchester/Mozart_ Requiem In D Minor K626 - 3 Sequentia_ Lacrimosa.mp3,0.15785437818712544,0.3200607001582309,0.14361960213488598,0.20717822682674744
23,music/Old Pop/David Bowie - Life On Mars.mp3,0.17712576770297583,0.28776927596988355,0.1591460456089277,0.2080136964272624
24,music/Small Cover Song Library/Game of Thrones Theme Taylor Davis.mp3,0.1548062118225754,0.274396704895078,0.195536147501213,0.20824635473962214
25,music/Klassik Orchester/Tchaikovsky_ Piano Concerto No1 In B Flat Minor Op23 TH55 - 1 Allegro non troppo e mo.mp3,0.20146244553183587,0.2801972450792636,0.1445900048520136,0.20874989848770434
26,music/Klassik Orchester/Offenbach_ Orpheus In The Underworld (Orphée aux enfers) - Can-Can (Live At Grosser Saal Musikverei.mp3,0.2282355720061373,0.28535655692133477,0.11790393013100436,0.21049868635282545
27,music/Small Cover Song Library/Sia - Chandelier.mp3,0.1527071168660611,0.361348202459271,0.12032993692382339,0.21146175208305182
28,music/Sountrack/Lord Of The Rings - The Battle Of The Pelennor Fields.mp3,0.12560603832364803,0.2860978136280815,0.22270742358078602,0.21147042517750517
29,music/Rock/twenty one pilots - Car Radio.mp3,0.12448372734329455,0.2972567531165039,0.21542940320232898,0.2123899612207091
30,music/Other Metal/Kvelertak - Åpenbaring.wav,0.2309452560069753,0.24903278774709914,0.1576904415332363,0.21255616176243688
31,music/New Pop/Anna Burch - 2 Cool 2 Care.mp3,0.18489718589196863,0.2929011187823648,0.16205725376031052,0.21328518614488132
32,music/Jazz/Michael Wollny Vincent Peirani The Kiss.mp3,0.13161429839798303,0.28171106582005967,0.23629306162057254,0.2165394752795384
33,music/Jazz/Lou Tavano - The Call.mp3,0.20173421601144775,0.22581808469409387,0.22950024260067928,0.21901751443540696
34,music/Sountrack/Flesh And Bone - Dakini_ Movement IV.mp3,0.2694166883836503,0.23332120069396423,0.15477923338185348,0.21917237415315602
35,music/Old Pop/Fools Garden - Lemon Tree.mp3,0.14793417933672154,0.3587181155710666,0.15186802523047063,0.2195067733794196
36,music/Sountrack/Outlander - Dance of the Druids (feat Raya Yarbrough).mp3,0.114622831947817,0.30568057593385783,0.2440562833575934,0.2214532304130894
37,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.1544564186966563,0.26162015554488244,0.2586123241145075,0.22489629945201542
38,music/Old Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.2913114182792868,0.2797826507702727,0.11838913148956817,0.22982773351304253
39,music/New Pop/Selena Gomez - Hands To Myself.mp3,0.10845864665265317,0.4677577176535796,0.1222707423580786,0.23282903555477044
40,music/Hip Hop German/Audio88 & Yassin - Gnade (feat Nico KIZ).mp3,0.08996355124889546,0.4490614470366868,0.1596312469674915,0.23288541508435792
