,id,scaled_js,scaled_rp,scaled_corr,aggregated
0,music/Reggae/Damian Marley - Confrontation.mp3,0.0,0.0,0.7930502749203884,0.26435009164012946
1,music/Metal/System Of A Down-Toxicity.mp3,0.045532952995395226,0.3510076920890842,0.8931170495105103,0.42988589819832984
2,music/Metal/Amorphis - House Of Sleep.mp3,0.048713166789160184,0.4566682665538325,0.9519998772758183,0.4857937702062704
3,music/Rock/Wallows - Scrawny [Explicit].mp3,0.06070780277321453,0.478033022934172,0.9433635329185261,0.4940347862086376
4,music/Metal/In Flames - The New Word.mp3,0.11565848629829589,0.39616221803304397,0.9735318516953118,0.49511751867555054
5,music/Pop/David Bowie - Life On Mars.mp3,0.19122855251076695,0.39852791960988015,0.9033499638109378,0.4977021453105283
6,music/World Music/John Butler - Ocean.mp3,0.25114168930265807,0.4788283352647761,0.7764064814821326,0.5021255020165223
7,music/Rock/Sum 41 - Pieces.mp3,0.15509669252560562,0.42392068138352346,0.9305041976302406,0.5031738571797899
8,music/Reggae/Bob Marley - No Woman No Cry.mp3,0.27319828755523745,0.4269068655158005,0.8115544093020488,0.5038865207910289
9,music/Rock/The Offspring - You're Gonna Go Far Kid.mp3,0.08308855356173113,0.4610071184453307,0.9768648286805165,0.5069868335625262
10,music/Pop/Halsey - Heaven In Hiding.mp3,0.20042865266183732,0.4096824223975783,0.9128934709887044,0.50766818201604
11,music/Metal/Uada - Black Autumn White Spring.mp3,0.10889537884699216,0.5036371645368168,0.9210149918149714,0.5111825117329268
12,music/Pop/Sigrid - Strangers.mp3,0.16925480243413044,0.4470244730108508,0.9289527517182937,0.5150773423877583
13,music/Hip Hop/Romano - Köpenick.mp3,0.1251051121887525,0.4794604485788897,0.9422021835984211,0.5155892481220211
14,music/Rock/Billy Talent - Cure for the Enemy.mp3,0.18998632334516163,0.4239491793736652,0.9400550970443656,0.5179968665877309
15,music/Rock/Pvris - My House.mp3,0.1898747433938983,0.41208504242332383,0.9521561382334247,0.5180386413502156
16,music/Jazz/Eric Bibb Celtic Roots Ensemble - St James Infirmary.mp3,0.23095967450549668,0.4330932186887872,0.8908292938064997,0.5182940623335945
17,music/Rock/Blink-182 - Adam's Song.mp3,0.23991270813093138,0.42705488139257547,0.897695762160843,0.5215544505614499
18,music/Pop/Fools Garden - Lemon Tree.mp3,0.1924382982789303,0.4139173868790306,0.9614969909524939,0.5226175587034849
19,music/Pop/Dua Lipa - New Love.mp3,0.17165500786004048,0.4675363421737625,0.9319024737065351,0.5236979412467794
20,music/Hip Hop/Kid Cudi - Mr Rager.mp3,0.11223788808577231,0.5471108879689538,0.9162606623830345,0.5252031461459202
21,music/Jazz/Whiplash Soundtrack - Too Hip To Retire.mp3,0.18150311197716484,0.4719866598881974,0.9231655831575236,0.5255517850076287
22,music/Pop/Anna Burch - 2 Cool 2 Care.mp3,0.25811405849488595,0.4346156902618447,0.8877195532232558,0.5268164339933289
23,music/World Music/anna RF - Why.mp3,0.28002420279386575,0.4020577496113432,0.8986451479140342,0.5269090334397477
24,music/Metal/Judas Priest - Painkiller.mp3,0.14532797155693652,0.4386925080020672,1.0,0.5280068265196679
25,music/Soundtrack/The Hobbit 3 - Howard Shore_Ironfoot [Extended Version].mp3,0.0729789306866681,0.6013818499116378,0.9144937958130888,0.5296181921371316
26,music/Rock/Red Hot Chili Peppers - Snow (Hey Oh).mp3,0.18720438121698116,0.4125184855383883,0.9951949189840743,0.5316392619131479
27,music/Reggae/Damian Marley - Welcome To Jamrock.mp3,0.15548808742358133,0.5594433866243118,0.88721998116436,0.534050485070751
28,music/World Music/The HU - Yuve Yuve Yu.mp3,0.16055960883441314,0.503431284319948,0.944484891856021,0.5361585950034607
29,music/Rock/twenty one pilots - Car Radio.mp3,0.19990055053912517,0.4511465507169494,0.961467539650552,0.5375048803022089
30,music/Jazz/Lou Tavano - The Call.mp3,0.22699629569490365,0.48307056239191554,0.9041078813593009,0.53805824648204
31,music/Electronic/Fytch - In These Shadows (feat Carmen Forbes).mp3,0.3448536536865928,0.42200605325729657,0.859068888392938,0.5419761984456092
32,music/Hip Hop/Prinz Pi - Kompass ohne Norden.mp3,0.1760831757506242,0.5232266776974677,0.929459878963247,0.542923244137113
33,music/World Music/ANNA RF - Tum Hi Ho - (annaRF Ft Naadistan).mp3,0.2841332486403384,0.44210382004637566,0.9239909602073022,0.5500760096313387
34,music/Pop/Electric Light Orchestra - Mr Blue Sky.mp3,0.2702827089723904,0.4633539003038733,0.9235300715699686,0.5523888936154108
35,music/Pop/Aliotta Haynes Jeremiah - Lake Shore Drive.mp3,0.2896098355782241,0.40570543972161965,0.9655279421212565,0.5536144058070335
36,music/Electronic/Alan Walker - Faded.mp3,0.2759471315897493,0.4555757646565979,0.930806957769589,0.5541099513386454
37,music/Metal/Omnium Gatherum - New World Shadows.mp3,0.25017288329650145,0.4614791904149918,0.9623658699689087,0.5580059812268007
38,music/Reggae/Damian Marley - Beautiful.mp3,0.11484204235935734,0.6358299467300728,0.9234618324582299,0.5580446071825533
