,original vs detected,count
0,"(Rock&Pop, World)",2
1,"(Hip-Hop, Rock&Pop)",1
2,"(Soundtracks&More, NewAge)",1
3,"(Comedy&SpokenWord, EasyListening&Vocals)",2
4,"(Country, Alternative&Punk)",6
5,"(Blues, Blues)",2
6,"(Hip-Hop, Childrens's)",1
7,"(Alternative&Punk, Electronic&Dance)",4
8,"(Religious, Blues)",1
9,"(Hip-Hop, Country)",1
10,"(World, Country)",2
11,"(Electronic&Dance, World)",2
12,"(Latin, EasyListening&Vocals)",5
13,"(Rock&Pop, Folk)",2
14,"(Folk, R&B&Soul)",9
15,"(Blues, Jazz)",5
16,"(Alternative&Punk, Reggae)",1
17,"(Electronic&Dance, Alternative&Punk)",5
18,"(World, Childrens's)",1
19,"(Hip-Hop, Comedy&SpokenWord)",3
20,"(EasyListening&Vocals, Reggae)",1
21,"(Country, World)",1
22,"(Childrens's, Religious)",5
23,"(World, Electronic&Dance)",3
24,"(Childrens's, Rock&Pop)",3
25,"(Soundtracks&More, Electronic&Dance)",2
26,"(Reggae, Soundtracks&More)",1
27,"(Rock&Pop, Hip-Hop)",1
28,"(R&B&Soul, R&B&Soul)",16
29,"(Rock&Pop, Religious)",6
30,"(Latin, Country)",1
31,"(EasyListening&Vocals, R&B&Soul)",5
32,"(Electronic&Dance, Childrens's)",3
33,"(Rock&Pop, R&B&Soul)",3
34,"(Reggae, NewAge)",1
35,"(Hip-Hop, Electronic&Dance)",6
36,"(Latin, Religious)",3
37,"(NewAge, Classical)",1
38,"(Blues, Comedy&SpokenWord)",1
39,"(Blues, Latin)",2
40,"(R&B&Soul, Religious)",7
41,"(NewAge, EasyListening&Vocals)",3
42,"(Soundtracks&More, Latin)",3
43,"(Alternative&Punk, Folk)",2
44,"(Country, Religious)",6
45,"(R&B&Soul, Blues)",2
46,"(Blues, NewAge)",3
47,"(Reggae, Rock&Pop)",3
48,"(Jazz, Jazz)",3
49,"(EasyListening&Vocals, Jazz)",2
50,"(Childrens's, World)",1
51,"(Alternative&Punk, Alternative&Punk)",7
52,"(Electronic&Dance, Religious)",1
53,"(Country, Latin)",5
54,"(Latin, Alternative&Punk)",2
55,"(Jazz, Hip-Hop)",4
56,"(Blues, R&B&Soul)",3
57,"(Classical, Country)",3
58,"(Latin, R&B&Soul)",11
59,"(Alternative&Punk, Childrens's)",2
60,"(Latin, Folk)",3
61,"(Blues, Classical)",3
62,"(Alternative&Punk, EasyListening&Vocals)",7
63,"(Religious, R&B&Soul)",3
64,"(World, NewAge)",1
65,"(Alternative&Punk, R&B&Soul)",4
66,"(Classical, Comedy&SpokenWord)",1
