,original vs detected,count
242,"(Country, Country)",20
194,"(Blues, Country)",16
27,"(Latin, Country)",13
94,"(Reggae, R&B&Soul)",13
122,"(NewAge, Country)",12
199,"(Classical, Classical)",12
239,"(Reggae, Reggae)",12
12,"(World, Country)",11
257,"(Comedy&SpokenWord, Comedy&SpokenWord)",11
136,"(R&B&Soul, Country)",10
203,"(Religious, Country)",10
205,"(Hip-Hop, R&B&Soul)",10
119,"(Rock&Pop, Country)",9
238,"(Reggae, Childrens's)",9
92,"(R&B&Soul, Hip-Hop)",8
108,"(Electronic&Dance, Hip-Hop)",8
163,"(EasyListening&Vocals, Country)",8
169,"(Reggae, Country)",8
251,"(Jazz, Country)",8
40,"(World, Folk)",7
41,"(Jazz, Jazz)",7
89,"(Alternative&Punk, Comedy&SpokenWord)",7
113,"(R&B&Soul, Reggae)",7
157,"(Rock&Pop, Rock&Pop)",7
224,"(Childrens's, Blues)",7
261,"(Folk, Folk)",7
266,"(NewAge, Latin)",7
273,"(Folk, World)",7
56,"(Latin, Folk)",6
62,"(World, NewAge)",6
80,"(Comedy&SpokenWord, Reggae)",6
85,"(NewAge, Comedy&SpokenWord)",6
109,"(Classical, NewAge)",6
142,"(NewAge, NewAge)",6
181,"(Rock&Pop, Alternative&Punk)",6
184,"(Hip-Hop, Reggae)",6
192,"(Childrens's, Folk)",6
232,"(Folk, Country)",6
233,"(Folk, Comedy&SpokenWord)",6
248,"(NewAge, Reggae)",6
271,"(World, World)",6
278,"(Childrens's, R&B&Soul)",6
2,"(Blues, Blues)",5
36,"(Alternative&Punk, Folk)",5
37,"(Soundtracks&More, Latin)",5
52,"(Country, Latin)",5
68,"(Classical, Comedy&SpokenWord)",5
72,"(EasyListening&Vocals, Religious)",5
73,"(Comedy&SpokenWord, Childrens's)",5
75,"(Classical, Blues)",5
76,"(NewAge, Soundtracks&More)",5
78,"(Soundtracks&More, Country)",5
99,"(Religious, Religious)",5
138,"(Latin, Rock&Pop)",5
141,"(Childrens's, Country)",5
147,"(NewAge, World)",5
148,"(EasyListening&Vocals, Soundtracks&More)",5
150,"(Alternative&Punk, Rock&Pop)",5
159,"(Childrens's, Childrens's)",5
162,"(Childrens's, EasyListening&Vocals)",5
166,"(Folk, Hip-Hop)",5
186,"(Latin, Latin)",5
193,"(Religious, Alternative&Punk)",5
201,"(Jazz, Blues)",5
237,"(Reggae, Hip-Hop)",5
247,"(Rock&Pop, Blues)",5
249,"(Soundtracks&More, Soundtracks&More)",5
264,"(Alternative&Punk, Country)",5
279,"(EasyListening&Vocals, Latin)",5
3,"(Country, Alternative&Punk)",4
25,"(R&B&Soul, R&B&Soul)",4
57,"(Alternative&Punk, Childrens's)",4
58,"(Blues, R&B&Soul)",4
59,"(Latin, R&B&Soul)",4
63,"(Alternative&Punk, R&B&Soul)",4
70,"(Latin, Childrens's)",4
74,"(Comedy&SpokenWord, Folk)",4
79,"(NewAge, Alternative&Punk)",4
100,"(World, EasyListening&Vocals)",4
102,"(Jazz, R&B&Soul)",4
107,"(Alternative&Punk, Blues)",4
110,"(Alternative&Punk, Religious)",4
125,"(Soundtracks&More, Alternative&Punk)",4
128,"(Blues, Childrens's)",4
130,"(Jazz, Childrens's)",4
153,"(EasyListening&Vocals, Comedy&SpokenWord)",4
171,"(Hip-Hop, Latin)",4
176,"(NewAge, Blues)",4
178,"(Hip-Hop, Alternative&Punk)",4
182,"(NewAge, Religious)",4
206,"(Jazz, Religious)",4
214,"(R&B&Soul, Childrens's)",4
216,"(Hip-Hop, Religious)",4
227,"(Blues, Reggae)",4
252,"(Electronic&Dance, Electronic&Dance)",4
253,"(Rock&Pop, Childrens's)",4
268,"(Folk, Reggae)",4
275,"(Hip-Hop, Hip-Hop)",4
283,"(Jazz, Latin)",4
4,"(Soundtracks&More, NewAge)",3
19,"(Hip-Hop, Comedy&SpokenWord)",3
31,"(Hip-Hop, Electronic&Dance)",3
35,"(NewAge, EasyListening&Vocals)",3
42,"(Blues, NewAge)",3
50,"(Electronic&Dance, Religious)",3
61,"(Religious, R&B&Soul)",3
64,"(Soundtracks&More, Comedy&SpokenWord)",3
65,"(R&B&Soul, Soundtracks&More)",3
69,"(Jazz, Folk)",3
81,"(Soundtracks&More, R&B&Soul)",3
87,"(Classical, EasyListening&Vocals)",3
88,"(NewAge, Childrens's)",3
96,"(World, Blues)",3
97,"(Jazz, Alternative&Punk)",3
101,"(Reggae, Blues)",3
104,"(Rock&Pop, Soundtracks&More)",3
106,"(Country, Folk)",3
115,"(Hip-Hop, Jazz)",3
117,"(R&B&Soul, Comedy&SpokenWord)",3
131,"(NewAge, Jazz)",3
149,"(World, Rock&Pop)",3
152,"(NewAge, Folk)",3
154,"(Folk, Soundtracks&More)",3
161,"(Comedy&SpokenWord, Latin)",3
168,"(Electronic&Dance, Latin)",3
170,"(Childrens's, Reggae)",3
173,"(Religious, NewAge)",3
180,"(Comedy&SpokenWord, R&B&Soul)",3
187,"(Blues, Religious)",3
188,"(Blues, Folk)",3
189,"(World, Latin)",3
191,"(EasyListening&Vocals, EasyListening&Vocals)",3
215,"(Country, Blues)",3
217,"(Hip-Hop, Blues)",3
221,"(Soundtracks&More, Folk)",3
223,"(EasyListening&Vocals, NewAge)",3
226,"(Electronic&Dance, R&B&Soul)",3
228,"(Classical, Jazz)",3
234,"(Latin, Jazz)",3
243,"(EasyListening&Vocals, World)",3
256,"(Religious, Childrens's)",3
258,"(Latin, Reggae)",3
274,"(Folk, Blues)",3
277,"(Reggae, Latin)",3
280,"(Classical, Folk)",3
6,"(Comedy&SpokenWord, Classical)",2
11,"(Hip-Hop, Country)",2
13,"(Latin, EasyListening&Vocals)",2
14,"(Rock&Pop, Folk)",2
15,"(Folk, R&B&Soul)",2
18,"(Alternative&Punk, Reggae)",2
20,"(EasyListening&Vocals, Reggae)",2
24,"(Childrens's, Rock&Pop)",2
26,"(Rock&Pop, Religious)",2
28,"(EasyListening&Vocals, R&B&Soul)",2
29,"(NewAge, Classical)",2
30,"(Rock&Pop, R&B&Soul)",2
33,"(Blues, Latin)",2
34,"(R&B&Soul, Religious)",2
39,"(Country, Religious)",2
43,"(Alternative&Punk, Hip-Hop)",2
44,"(R&B&Soul, Blues)",2
45,"(Comedy&SpokenWord, World)",2
46,"(EasyListening&Vocals, Jazz)",2
48,"(Rock&Pop, Jazz)",2
49,"(Alternative&Punk, Alternative&Punk)",2
55,"(R&B&Soul, NewAge)",2
60,"(EasyListening&Vocals, Electronic&Dance)",2
66,"(Jazz, Rock&Pop)",2
98,"(Folk, Jazz)",2
111,"(Electronic&Dance, Reggae)",2
112,"(Childrens's, Hip-Hop)",2
116,"(Comedy&SpokenWord, Blues)",2
120,"(NewAge, Hip-Hop)",2
121,"(Reggae, Jazz)",2
133,"(Jazz, EasyListening&Vocals)",2
137,"(EasyListening&Vocals, Folk)",2
139,"(Classical, Religious)",2
140,"(Classical, World)",2
144,"(NewAge, R&B&Soul)",2
151,"(Comedy&SpokenWord, Country)",2
158,"(Country, Reggae)",2
164,"(Country, Rock&Pop)",2
165,"(Electronic&Dance, Comedy&SpokenWord)",2
172,"(EasyListening&Vocals, Childrens's)",2
174,"(Religious, Comedy&SpokenWord)",2
185,"(Classical, Soundtracks&More)",2
195,"(Folk, Religious)",2
197,"(Religious, Rock&Pop)",2
198,"(Rock&Pop, Comedy&SpokenWord)",2
202,"(Soundtracks&More, EasyListening&Vocals)",2
204,"(Soundtracks&More, Religious)",2
209,"(Classical, Childrens's)",2
218,"(Childrens's, Alternative&Punk)",2
219,"(Religious, Classical)",2
220,"(Alternative&Punk, Soundtracks&More)",2
222,"(R&B&Soul, Jazz)",2
229,"(Electronic&Dance, Jazz)",2
235,"(NewAge, Rock&Pop)",2
245,"(World, Religious)",2
246,"(Rock&Pop, Latin)",2
259,"(Classical, Rock&Pop)",2
263,"(Country, EasyListening&Vocals)",2
265,"(Religious, EasyListening&Vocals)",2
267,"(Reggae, Comedy&SpokenWord)",2
272,"(Latin, Blues)",2
281,"(Country, Childrens's)",2
282,"(Comedy&SpokenWord, Alternative&Punk)",2
0,"(Rock&Pop, World)",1
1,"(Hip-Hop, Rock&Pop)",1
5,"(Comedy&SpokenWord, Electronic&Dance)",1
7,"(Comedy&SpokenWord, EasyListening&Vocals)",1
8,"(Hip-Hop, Childrens's)",1
9,"(Alternative&Punk, Electronic&Dance)",1
10,"(Religious, Blues)",1
16,"(Blues, Jazz)",1
17,"(World, Childrens's)",1
21,"(Childrens's, Religious)",1
22,"(Reggae, Soundtracks&More)",1
23,"(Rock&Pop, Hip-Hop)",1
32,"(Blues, Comedy&SpokenWord)",1
38,"(World, Classical)",1
47,"(Childrens's, World)",1
51,"(Jazz, Comedy&SpokenWord)",1
53,"(Latin, Alternative&Punk)",1
54,"(Classical, Country)",1
67,"(Comedy&SpokenWord, Hip-Hop)",1
71,"(Hip-Hop, Soundtracks&More)",1
77,"(Folk, Rock&Pop)",1
82,"(Blues, Rock&Pop)",1
83,"(Electronic&Dance, Blues)",1
84,"(Blues, EasyListening&Vocals)",1
86,"(Folk, Alternative&Punk)",1
90,"(Religious, Jazz)",1
91,"(Childrens's, Comedy&SpokenWord)",1
93,"(Reggae, Religious)",1
95,"(Soundtracks&More, Blues)",1
103,"(Alternative&Punk, World)",1
105,"(Religious, Soundtracks&More)",1
114,"(R&B&Soul, Alternative&Punk)",1
118,"(Alternative&Punk, NewAge)",1
123,"(R&B&Soul, EasyListening&Vocals)",1
124,"(R&B&Soul, Latin)",1
126,"(Alternative&Punk, Latin)",1
127,"(Reggae, Electronic&Dance)",1
129,"(Childrens's, Jazz)",1
132,"(Electronic&Dance, Rock&Pop)",1
134,"(Folk, Childrens's)",1
135,"(Blues, Hip-Hop)",1
143,"(Childrens's, NewAge)",1
145,"(Soundtracks&More, Hip-Hop)",1
146,"(Childrens's, Latin)",1
