,original vs detected,count
0,"(Hip-Hop, Rock&Pop)",4
1,"(Blues, Blues)",4
2,"(Country, Alternative&Punk)",1
3,"(Soundtracks&More, NewAge)",4
4,"(Comedy&SpokenWord, Electronic&Dance)",6
5,"(Comedy&SpokenWord, EasyListening&Vocals)",1
6,"(Hip-Hop, Childrens's)",1
7,"(Alternative&Punk, Electronic&Dance)",1
8,"(Hip-Hop, Country)",3
9,"(World, Country)",6
10,"(Childrens's, Classical)",1
11,"(Latin, EasyListening&Vocals)",2
12,"(Rock&Pop, Folk)",1
13,"(Folk, R&B&Soul)",1
14,"(Blues, Jazz)",4
15,"(Electronic&Dance, Alternative&Punk)",2
16,"(World, Childrens's)",1
17,"(Hip-Hop, Comedy&SpokenWord)",2
18,"(EasyListening&Vocals, Reggae)",4
19,"(Country, World)",1
20,"(Childrens's, Religious)",4
21,"(Reggae, Soundtracks&More)",1
22,"(Rock&Pop, Hip-Hop)",1
23,"(Childrens's, Rock&Pop)",3
24,"(R&B&Soul, R&B&Soul)",8
25,"(Rock&Pop, Religious)",2
26,"(Latin, Country)",5
27,"(EasyListening&Vocals, R&B&Soul)",8
28,"(NewAge, Classical)",1
29,"(Rock&Pop, R&B&Soul)",4
30,"(Hip-Hop, Electronic&Dance)",5
31,"(Latin, Religious)",2
32,"(Reggae, NewAge)",3
33,"(Blues, Comedy&SpokenWord)",2
34,"(Blues, Latin)",3
35,"(R&B&Soul, Religious)",6
36,"(NewAge, EasyListening&Vocals)",2
37,"(Soundtracks&More, Latin)",2
38,"(Alternative&Punk, Folk)",6
39,"(World, Classical)",1
40,"(R&B&Soul, Blues)",2
41,"(Alternative&Punk, Hip-Hop)",1
42,"(Blues, NewAge)",1
43,"(World, Folk)",6
44,"(Jazz, Jazz)",4
45,"(Childrens's, World)",3
46,"(EasyListening&Vocals, Jazz)",2
47,"(Rock&Pop, Jazz)",4
48,"(Alternative&Punk, Alternative&Punk)",3
49,"(Electronic&Dance, Religious)",2
50,"(Jazz, Comedy&SpokenWord)",2
51,"(Country, Latin)",6
52,"(Jazz, Hip-Hop)",2
53,"(Latin, Alternative&Punk)",2
54,"(Classical, Country)",1
55,"(R&B&Soul, NewAge)",1
56,"(Latin, Folk)",3
57,"(Alternative&Punk, Childrens's)",2
58,"(Blues, R&B&Soul)",6
59,"(Latin, R&B&Soul)",5
60,"(Alternative&Punk, EasyListening&Vocals)",1
61,"(Religious, R&B&Soul)",7
62,"(World, NewAge)",1
63,"(Alternative&Punk, R&B&Soul)",6
64,"(Soundtracks&More, Comedy&SpokenWord)",3
65,"(Jazz, Rock&Pop)",6
66,"(R&B&Soul, Soundtracks&More)",1
67,"(Comedy&SpokenWord, Hip-Hop)",3
68,"(Classical, Comedy&SpokenWord)",5
69,"(Jazz, World)",1
70,"(Latin, Childrens's)",3
71,"(Hip-Hop, Soundtracks&More)",2
72,"(NewAge, Soundtracks&More)",4
73,"(Folk, Rock&Pop)",5
74,"(Comedy&SpokenWord, Folk)",3
75,"(Religious, Reggae)",1
76,"(Soundtracks&More, Country)",2
77,"(Classical, Blues)",1
78,"(NewAge, Alternative&Punk)",3
79,"(Comedy&SpokenWord, Reggae)",1
80,"(Soundtracks&More, R&B&Soul)",1
81,"(Blues, Rock&Pop)",6
82,"(Electronic&Dance, Blues)",1
83,"(Blues, EasyListening&Vocals)",2
84,"(Folk, Alternative&Punk)",3
85,"(Rock&Pop, NewAge)",3
86,"(Alternative&Punk, Comedy&SpokenWord)",7
87,"(Classical, EasyListening&Vocals)",2
88,"(NewAge, Childrens's)",4
89,"(Childrens's, Comedy&SpokenWord)",1
90,"(R&B&Soul, Hip-Hop)",9
91,"(Reggae, Religious)",2
92,"(Reggae, R&B&Soul)",12
93,"(Soundtracks&More, Blues)",3
94,"(World, Blues)",2
95,"(Jazz, Alternative&Punk)",7
96,"(EasyListening&Vocals, Blues)",1
97,"(Religious, Religious)",12
98,"(World, EasyListening&Vocals)",1
99,"(Jazz, R&B&Soul)",4
100,"(Childrens's, Electronic&Dance)",2
101,"(Rock&Pop, Soundtracks&More)",2
102,"(Alternative&Punk, World)",1
103,"(Religious, Soundtracks&More)",1
104,"(Country, Folk)",2
105,"(Alternative&Punk, Blues)",1
106,"(Electronic&Dance, Hip-Hop)",1
107,"(Alternative&Punk, Religious)",2
108,"(Classical, NewAge)",6
109,"(Childrens's, Hip-Hop)",1
110,"(R&B&Soul, Reggae)",3
111,"(R&B&Soul, Alternative&Punk)",1
112,"(Electronic&Dance, Reggae)",2
113,"(Hip-Hop, Jazz)",2
114,"(World, R&B&Soul)",1
115,"(Religious, Hip-Hop)",1
116,"(Hip-Hop, NewAge)",5
117,"(Comedy&SpokenWord, Blues)",1
118,"(R&B&Soul, Comedy&SpokenWord)",1
119,"(Alternative&Punk, NewAge)",1
120,"(EasyListening&Vocals, Hip-Hop)",2
121,"(Rock&Pop, Country)",3
122,"(NewAge, Hip-Hop)",4
123,"(Reggae, Jazz)",1
124,"(NewAge, Country)",1
125,"(R&B&Soul, Latin)",4
126,"(R&B&Soul, EasyListening&Vocals)",3
127,"(Soundtracks&More, Alternative&Punk)",1
128,"(R&B&Soul, Rock&Pop)",5
129,"(Alternative&Punk, Latin)",4
130,"(Latin, NewAge)",1
131,"(Reggae, Electronic&Dance)",3
132,"(Blues, Childrens's)",1
133,"(Jazz, Childrens's)",1
134,"(NewAge, Jazz)",2
135,"(Electronic&Dance, Rock&Pop)",5
136,"(Jazz, EasyListening&Vocals)",2
137,"(Folk, Childrens's)",2
138,"(Blues, Hip-Hop)",1
139,"(Folk, NewAge)",1
140,"(EasyListening&Vocals, Folk)",2
141,"(R&B&Soul, Country)",1
142,"(Latin, Rock&Pop)",3
143,"(Classical, World)",1
144,"(Country, Jazz)",3
145,"(Childrens's, Country)",4
146,"(NewAge, NewAge)",1
147,"(NewAge, R&B&Soul)",6
148,"(Soundtracks&More, Hip-Hop)",3
149,"(Childrens's, Latin)",1
150,"(Childrens's, NewAge)",5
151,"(Religious, Latin)",2
152,"(Classical, R&B&Soul)",2
153,"(World, Rock&Pop)",3
154,"(EasyListening&Vocals, Soundtracks&More)",2
155,"(Alternative&Punk, Rock&Pop)",5
156,"(R&B&Soul, Folk)",2
157,"(Comedy&SpokenWord, Country)",3
158,"(NewAge, Folk)",1
159,"(EasyListening&Vocals, Comedy&SpokenWord)",3
160,"(Country, Electronic&Dance)",2
161,"(EasyListening&Vocals, Classical)",2
162,"(Rock&Pop, Rock&Pop)",5
163,"(Blues, Alternative&Punk)",2
164,"(Childrens's, Childrens's)",7
165,"(EasyListening&Vocals, Rock&Pop)",6
166,"(Comedy&SpokenWord, Latin)",1
167,"(Folk, Latin)",4
168,"(EasyListening&Vocals, Country)",4
169,"(Electronic&Dance, Country)",1
170,"(Childrens's, EasyListening&Vocals)",6
171,"(Country, Rock&Pop)",2
172,"(Jazz, Electronic&Dance)",4
173,"(World, Hip-Hop)",2
174,"(Electronic&Dance, NewAge)",7
175,"(Folk, Electronic&Dance)",1
176,"(Folk, EasyListening&Vocals)",2
177,"(Blues, Soundtracks&More)",3
178,"(World, Jazz)",4
