,original vs detected,count
238,"(Country, Country)",28
130,"(R&B&Soul, Country)",16
115,"(Rock&Pop, Country)",15
178,"(Country, R&B&Soul)",14
23,"(Latin, Country)",13
47,"(Country, Latin)",12
93,"(Religious, Religious)",11
129,"(EasyListening&Vocals, Folk)",11
156,"(Comedy&SpokenWord, Latin)",11
192,"(Blues, Country)",11
120,"(R&B&Soul, Latin)",10
144,"(Comedy&SpokenWord, Country)",10
185,"(Latin, Latin)",10
257,"(Comedy&SpokenWord, Comedy&SpokenWord)",10
92,"(EasyListening&Vocals, Blues)",9
199,"(Classical, Classical)",9
203,"(Religious, Country)",9
250,"(Jazz, Country)",9
5,"(Blues, Blues)",8
20,"(R&B&Soul, R&B&Soul)",8
70,"(Comedy&SpokenWord, Folk)",8
88,"(Reggae, R&B&Soul)",8
160,"(EasyListening&Vocals, Country)",8
180,"(Rock&Pop, Alternative&Punk)",8
62,"(Jazz, Folk)",7
135,"(Childrens's, Country)",7
189,"(World, Latin)",7
209,"(NewAge, Electronic&Dance)",7
237,"(Rock&Pop, EasyListening&Vocals)",7
270,"(Folk, Blues)",7
7,"(Hip-Hop, Country)",6
25,"(Rock&Pop, R&B&Soul)",6
34,"(World, Folk)",6
51,"(Latin, Folk)",6
73,"(Soundtracks&More, Country)",6
102,"(Electronic&Dance, Hip-Hop)",6
139,"(EasyListening&Vocals, Soundtracks&More)",6
143,"(R&B&Soul, Folk)",6
146,"(EasyListening&Vocals, Comedy&SpokenWord)",6
150,"(Rock&Pop, Rock&Pop)",6
205,"(Hip-Hop, R&B&Soul)",6
215,"(Country, Blues)",6
221,"(R&B&Soul, Jazz)",6
261,"(Alternative&Punk, Country)",6
269,"(Folk, World)",6
276,"(Country, Childrens's)",6
3,"(Country, Alternative&Punk)",5
11,"(Rock&Pop, Folk)",5
21,"(Rock&Pop, Religious)",5
58,"(Alternative&Punk, R&B&Soul)",5
68,"(Religious, Folk)",5
75,"(Comedy&SpokenWord, Reggae)",5
82,"(Alternative&Punk, Comedy&SpokenWord)",5
85,"(Childrens's, Comedy&SpokenWord)",5
91,"(Jazz, Alternative&Punk)",5
103,"(Classical, NewAge)",5
118,"(NewAge, Country)",5
138,"(Childrens's, Latin)",5
148,"(Country, Electronic&Dance)",5
154,"(Childrens's, Childrens's)",5
195,"(EasyListening&Vocals, EasyListening&Vocals)",5
207,"(Jazz, Religious)",5
230,"(Folk, Country)",5
234,"(Reggae, Hip-Hop)",5
245,"(Hip-Hop, Folk)",5
259,"(Folk, Folk)",5
262,"(NewAge, Latin)",5
267,"(World, World)",5
272,"(Reggae, Latin)",5
1,"(Comedy&SpokenWord, Classical)",4
28,"(Blues, Comedy&SpokenWord)",4
35,"(Jazz, Jazz)",4
48,"(Latin, Alternative&Punk)",4
57,"(World, NewAge)",4
61,"(Jazz, World)",4
67,"(EasyListening&Vocals, Religious)",4
69,"(Comedy&SpokenWord, Childrens's)",4
96,"(Jazz, R&B&Soul)",4
100,"(Country, Folk)",4
123,"(Reggae, Electronic&Dance)",4
128,"(Jazz, EasyListening&Vocals)",4
131,"(Folk, NewAge)",4
147,"(Folk, Soundtracks&More)",4
157,"(Folk, Latin)",4
159,"(Electronic&Dance, Country)",4
161,"(Folk, EasyListening&Vocals)",4
166,"(Jazz, NewAge)",4
170,"(Hip-Hop, Latin)",4
183,"(Hip-Hop, Reggae)",4
222,"(EasyListening&Vocals, NewAge)",4
233,"(NewAge, Rock&Pop)",4
239,"(EasyListening&Vocals, World)",4
244,"(Rock&Pop, Blues)",4
248,"(Soundtracks&More, Soundtracks&More)",4
273,"(Childrens's, R&B&Soul)",4
9,"(World, Country)",3
12,"(Folk, R&B&Soul)",3
18,"(Childrens's, Religious)",3
33,"(Country, Religious)",3
36,"(Blues, NewAge)",3
43,"(Rock&Pop, Jazz)",3
45,"(Electronic&Dance, Religious)",3
50,"(R&B&Soul, NewAge)",3
53,"(Blues, R&B&Soul)",3
54,"(Latin, R&B&Soul)",3
63,"(Jazz, Rock&Pop)",3
71,"(Religious, Reggae)",3
77,"(Blues, Rock&Pop)",3
86,"(R&B&Soul, Hip-Hop)",3
87,"(Reggae, Religious)",3
94,"(World, EasyListening&Vocals)",3
98,"(Religious, Soundtracks&More)",3
99,"(Electronic&Dance, Folk)",3
114,"(R&B&Soul, Comedy&SpokenWord)",3
119,"(R&B&Soul, EasyListening&Vocals)",3
125,"(Jazz, Childrens's)",3
126,"(NewAge, Jazz)",3
127,"(Electronic&Dance, Rock&Pop)",3
132,"(Latin, Rock&Pop)",3
162,"(Electronic&Dance, NewAge)",3
163,"(Country, Rock&Pop)",3
167,"(Electronic&Dance, Latin)",3
171,"(NewAge, Blues)",3
173,"(Religious, NewAge)",3
191,"(Comedy&SpokenWord, Soundtracks&More)",3
193,"(Folk, Religious)",3
