,original vs detected,count
120,"(Classical, Classical)",37
145,"(Country, Country)",29
155,"(Comedy&SpokenWord, Comedy&SpokenWord)",22
151,"(Electronic&Dance, Electronic&Dance)",21
220,"(Reggae, R&B&Soul)",21
116,"(Blues, Country)",19
292,"(Reggae, Reggae)",19
196,"(Jazz, Jazz)",18
86,"(Rock&Pop, Rock&Pop)",17
123,"(Religious, Country)",17
158,"(Folk, Folk)",17
183,"(Latin, Country)",17
218,"(R&B&Soul, Hip-Hop)",16
236,"(Rock&Pop, Country)",16
89,"(EasyListening&Vocals, Country)",14
161,"(Folk, World)",14
33,"(World, NewAge)",13
115,"(Childrens's, Folk)",13
143,"(Reggae, Childrens's)",13
238,"(NewAge, Country)",13
298,"(Soundtracks&More, Soundtracks&More)",13
17,"(World, Folk)",12
28,"(Latin, Alternative&Punk)",12
69,"(NewAge, Jazz)",12
72,"(R&B&Soul, Country)",12
150,"(Jazz, Country)",12
170,"(Country, Alternative&Punk)",12
253,"(Comedy&SpokenWord, Country)",12
275,"(Hip-Hop, R&B&Soul)",12
80,"(EasyListening&Vocals, Soundtracks&More)",11
85,"(EasyListening&Vocals, Classical)",11
95,"(Reggae, Country)",11
125,"(Jazz, Religious)",11
173,"(World, Country)",11
214,"(NewAge, Alternative&Punk)",11
230,"(Alternative&Punk, Religious)",11
310,"(World, World)",11
313,"(Hip-Hop, Hip-Hop)",11
11,"(Childrens's, Religious)",10
13,"(R&B&Soul, R&B&Soul)",10
31,"(Latin, Folk)",10
47,"(NewAge, Comedy&SpokenWord)",10
105,"(Rock&Pop, Alternative&Punk)",10
122,"(Jazz, Blues)",10
135,"(Childrens's, Blues)",10
141,"(Folk, Country)",10
168,"(Blues, Blues)",10
191,"(Alternative&Punk, Folk)",10
232,"(R&B&Soul, Reggae)",10
234,"(Hip-Hop, Jazz)",10
248,"(Childrens's, Country)",10
251,"(Alternative&Punk, Rock&Pop)",10
282,"(Hip-Hop, Blues)",10
288,"(Folk, Comedy&SpokenWord)",10
289,"(Latin, Jazz)",10
50,"(Alternative&Punk, Comedy&SpokenWord)",9
52,"(Jazz, Alternative&Punk)",9
88,"(Childrens's, EasyListening&Vocals)",9
110,"(Blues, Religious)",9
114,"(Religious, Alternative&Punk)",9
148,"(Rock&Pop, Blues)",9
229,"(Classical, NewAge)",9
271,"(Hip-Hop, Reggae)",9
305,"(Alternative&Punk, Country)",9
306,"(NewAge, Latin)",9
315,"(Childrens's, R&B&Soul)",9
14,"(Rock&Pop, Religious)",8
18,"(Blues, NewAge)",8
37,"(EasyListening&Vocals, Religious)",8
38,"(Comedy&SpokenWord, Childrens's)",8
73,"(Latin, Rock&Pop)",8
109,"(Latin, Latin)",8
111,"(Blues, Folk)",8
118,"(Religious, Rock&Pop)",8
147,"(World, Religious)",8
152,"(Rock&Pop, Childrens's)",8
205,"(Soundtracks&More, Comedy&SpokenWord)",8
213,"(Soundtracks&More, Country)",8
223,"(Religious, Religious)",8
225,"(Reggae, Blues)",8
227,"(Alternative&Punk, Blues)",8
228,"(Electronic&Dance, Hip-Hop)",8
247,"(Country, Jazz)",8
260,"(EasyListening&Vocals, Rock&Pop)",8
268,"(Hip-Hop, Alternative&Punk)",8
272,"(Folk, Religious)",8
284,"(Religious, Classical)",8
291,"(Reggae, Hip-Hop)",8
297,"(NewAge, Reggae)",8
0,"(Soundtracks&More, NewAge)",7
16,"(R&B&Soul, Religious)",7
25,"(Rock&Pop, Jazz)",7
35,"(Classical, Comedy&SpokenWord)",7
40,"(Comedy&SpokenWord, Folk)",7
42,"(Comedy&SpokenWord, Reggae)",7
58,"(Country, Folk)",7
68,"(Jazz, Childrens's)",7
74,"(Classical, World)",7
84,"(EasyListening&Vocals, Comedy&SpokenWord)",7
98,"(Hip-Hop, Latin)",7
102,"(NewAge, Blues)",7
129,"(Comedy&SpokenWord, NewAge)",7
133,"(R&B&Soul, Jazz)",7
193,"(Soundtracks&More, Latin)",7
197,"(Alternative&Punk, Alternative&Punk)",7
208,"(Jazz, Folk)",7
224,"(World, EasyListening&Vocals)",7
249,"(NewAge, NewAge)",7
254,"(Folk, Soundtracks&More)",7
258,"(Childrens's, Childrens's)",7
281,"(Country, Blues)",7
312,"(Folk, Blues)",7
314,"(Reggae, Latin)",7
316,"(EasyListening&Vocals, Latin)",7
7,"(Blues, Jazz)",6
26,"(Electronic&Dance, Religious)",6
27,"(Country, Latin)",6
34,"(Alternative&Punk, R&B&Soul)",6
44,"(Blues, Rock&Pop)",6
54,"(Jazz, R&B&Soul)",6
61,"(Comedy&SpokenWord, Blues)",6
76,"(NewAge, R&B&Soul)",6
79,"(NewAge, World)",6
82,"(World, Rock&Pop)",6
91,"(Country, Rock&Pop)",6
96,"(Childrens's, Reggae)",6
100,"(Religious, NewAge)",6
106,"(NewAge, Religious)",6
121,"(Soundtracks&More, EasyListening&Vocals)",6
127,"(Soundtracks&More, Classical)",6
130,"(Hip-Hop, Religious)",6
138,"(Electronic&Dance, Jazz)",6
142,"(NewAge, Rock&Pop)",6
169,"(Hip-Hop, Rock&Pop)",6
189,"(Blues, Comedy&SpokenWord)",6
200,"(Latin, R&B&Soul)",6
207,"(Jazz, Rock&Pop)",6
209,"(Latin, Childrens's)",6
212,"(NewAge, Soundtracks&More)",6
216,"(NewAge, Childrens's)",6
231,"(Electronic&Dance, Reggae)",6
239,"(R&B&Soul, EasyListening&Vocals)",6
245,"(EasyListening&Vocals, Folk)",6
263,"(Soundtracks&More, World)",6
287,"(Classical, Jazz)",6
294,"(EasyListening&Vocals, World)",6
4,"(Hip-Hop, Country)",5
5,"(Latin, EasyListening&Vocals)",5
23,"(EasyListening&Vocals, Jazz)",5
39,"(Classical, Blues)",5
49,"(Classical, EasyListening&Vocals)",5
51,"(Religious, Jazz)",5
53,"(Folk, Jazz)",5
56,"(Rock&Pop, Soundtracks&More)",5
62,"(R&B&Soul, Comedy&SpokenWord)",5
63,"(Reggae, Jazz)",5
64,"(Soundtracks&More, Alternative&Punk)",5
108,"(Classical, Soundtracks&More)",5
132,"(Soundtracks&More, Folk)",5
159,"(Religious, EasyListening&Vocals)",5
160,"(World, Alternative&Punk)",5
165,"(Jazz, Latin)",5
172,"(Religious, Blues)",5
176,"(Rock&Pop, Folk)",5
177,"(Hip-Hop, Comedy&SpokenWord)",5
185,"(NewAge, Classical)",5
194,"(World, Classical)",5
195,"(Country, Religious)",5
222,"(World, Blues)",5
226,"(Religious, Soundtracks&More)",5
264,"(Folk, Hip-Hop)",5
273,"(EasyListening&Vocals, EasyListening&Vocals)",5
280,"(R&B&Soul, Childrens's)",5
283,"(Childrens's, Alternative&Punk)",5
303,"(Religious, Childrens's)",5
307,"(Reggae, Comedy&SpokenWord)",5
317,"(Classical, Folk)",5
319,"(Comedy&SpokenWord, Alternative&Punk)",5
15,"(Blues, Latin)",4
24,"(Childrens's, World)",4
30,"(Blues, R&B&Soul)",4
43,"(Soundtracks&More, R&B&Soul)",4
45,"(Electronic&Dance, Blues)",4
60,"(World, R&B&Soul)",4
66,"(Blues, Childrens's)",4
70,"(Electronic&Dance, Rock&Pop)",4
83,"(NewAge, Folk)",4
90,"(Electronic&Dance, Country)",4
92,"(World, Jazz)",4
128,"(Reggae, Alternative&Punk)",4
134,"(EasyListening&Vocals, NewAge)",4
137,"(Blues, Reggae)",4
156,"(Latin, Reggae)",4
166,"(Rock&Pop, World)",4
179,"(Country, World)",4
181,"(Childrens's, Rock&Pop)",4
188,"(Latin, Religious)",4
190,"(NewAge, EasyListening&Vocals)",4
192,"(Alternative&Punk, Classical)",4
201,"(Alternative&Punk, Childrens's)",4
244,"(Folk, Childrens's)",4
246,"(Classical, Religious)",4
261,"(Comedy&SpokenWord, Latin)",4
270,"(Comedy&SpokenWord, R&B&Soul)",4
274,"(Soundtracks&More, Religious)",4
286,"(Electronic&Dance, R&B&Soul)",4
295,"(Alternative&Punk, Jazz)",4
308,"(Folk, Reggae)",4
2,"(Comedy&SpokenWord, Electronic&Dance)",3
3,"(Alternative&Punk, Electronic&Dance)",3
6,"(Folk, R&B&Soul)",3
10,"(Alternative&Punk, Reggae)",3
20,"(R&B&Soul, Blues)",3
22,"(Comedy&SpokenWord, World)",3
32,"(Religious, R&B&Soul)",3
57,"(Electronic&Dance, Folk)",3
65,"(Alternative&Punk, Latin)",3
87,"(Country, Reggae)",3
93,"(Electronic&Dance, Comedy&SpokenWord)",3
94,"(Electronic&Dance, Latin)",3
112,"(World, Latin)",3
136,"(Childrens's, Soundtracks&More)",3
139,"(Comedy&SpokenWord, Religious)",3
140,"(Country, Comedy&SpokenWord)",3
154,"(Soundtracks&More, Rock&Pop)",3
167,"(Comedy&SpokenWord, Classical)",3
187,"(Hip-Hop, Electronic&Dance)",3
198,"(Jazz, Comedy&SpokenWord)",3
199,"(R&B&Soul, NewAge)",3
202,"(Blues, Classical)",3
206,"(R&B&Soul, Soundtracks&More)",3
210,"(Hip-Hop, Soundtracks&More)",3
211,"(Religious, Folk)",3
215,"(Folk, Alternative&Punk)",3
217,"(Childrens's, Comedy&SpokenWord)",3
233,"(R&B&Soul, Alternative&Punk)",3
241,"(R&B&Soul, Rock&Pop)",3
252,"(R&B&Soul, Folk)",3
257,"(Blues, Alternative&Punk)",3
285,"(Alternative&Punk, Soundtracks&More)",3
296,"(Rock&Pop, Latin)",3
299,"(World, Soundtracks&More)",3
301,"(Classical, Latin)",3
304,"(Country, EasyListening&Vocals)",3
311,"(Latin, Blues)",3
8,"(Electronic&Dance, Alternative&Punk)",2
19,"(Alternative&Punk, Hip-Hop)",2
21,"(Reggae, Rock&Pop)",2
41,"(Folk, Rock&Pop)",2
46,"(Blues, EasyListening&Vocals)",2
59,"(Childrens's, Hip-Hop)",2
75,"(Childrens's, NewAge)",2
97,"(Soundtracks&More, Jazz)",2
101,"(Hip-Hop, World)",2
104,"(R&B&Soul, World)",2
113,"(Comedy&SpokenWord, Soundtracks&More)",2
117,"(Soundtracks&More, Childrens's)",2
119,"(Rock&Pop, Comedy&SpokenWord)",2
126,"(NewAge, Electronic&Dance)",2
131,"(Latin, Soundtracks&More)",2
157,"(Classical, Rock&Pop)",2
163,"(Electronic&Dance, EasyListening&Vocals)",2
164,"(Country, Childrens's)",2
171,"(Hip-Hop, Childrens's)",2
174,"(Electronic&Dance, World)",2
178,"(EasyListening&Vocals, Reggae)",2
180,"(Reggae, Soundtracks&More)",2
184,"(EasyListening&Vocals, R&B&Soul)",2
186,"(Rock&Pop, R&B&Soul)",2
203,"(EasyListening&Vocals, Electronic&Dance)",2
204,"(Alternative&Punk, EasyListening&Vocals)",2
219,"(Reggae, Religious)",2
221,"(Soundtracks&More, Blues)",2
237,"(NewAge, Hip-Hop)",2
240,"(R&B&Soul, Latin)",2
242,"(Reggae, Electronic&Dance)",2
243,"(Jazz, EasyListening&Vocals)",2
266,"(Religious, Comedy&SpokenWord)",2
267,"(EasyListening&Vocals, Childrens's)",2
276,"(World, Comedy&SpokenWord)",2
277,"(Classical, Childrens's)",2
279,"(Jazz, Reggae)",2
293,"(Rock&Pop, EasyListening&Vocals)",2
302,"(Country, Soundtracks&More)",2
318,"(Latin, Hip-Hop)",2
1,"(Comedy&SpokenWord, EasyListening&Vocals)",1
9,"(World, Childrens's)",1
12,"(Rock&Pop, Hip-Hop)",1
29,"(Classical, Country)",1
36,"(Comedy&SpokenWord, Hip-Hop)",1
48,"(Blues, World)",1
55,"(Alternative&Punk, World)",1
67,"(Childrens's, Jazz)",1
71,"(Blues, Hip-Hop)",1
77,"(Soundtracks&More, Hip-Hop)",1
78,"(Childrens's, Latin)",1
81,"(Classical, R&B&Soul)",1
99,"(Reggae, Folk)",1
103,"(Country, R&B&Soul)",1
107,"(Latin, Comedy&SpokenWord)",1
124,"(Classical, Alternative&Punk)",1
144,"(Blues, Electronic&Dance)",1
146,"(Country, Hip-Hop)",1
149,"(Hip-Hop, Folk)",1
153,"(Electronic&Dance, Soundtracks&More)",1
162,"(Comedy&SpokenWord, Rock&Pop)",1
175,"(Childrens's, Classical)",1
182,"(Soundtracks&More, Electronic&Dance)",1
235,"(Alternative&Punk, NewAge)",1
250,"(Latin, World)",1
255,"(Country, Electronic&Dance)",1
256,"(Electronic&Dance, Classical)",1
259,"(Folk, Classical)",1
262,"(Blues, Soundtracks&More)",1
265,"(Jazz, NewAge)",1
269,"(Jazz, Soundtracks&More)",1
278,"(Comedy&SpokenWord, Jazz)",1
290,"(Rock&Pop, Reggae)",1
300,"(Religious, World)",1
309,"(Latin, Electronic&Dance)",1
