,original vs detected,count
0,"(Blue_Collar_Man, Blue_Collar_Man)",1
1,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
2,"(God_Only_Knows, God_Only_Knows)",1
3,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
4,"(I_m_Not_In_Love, I_m_Not_In_Love)",1
5,"(Purple_Rain, Purple_Rain)",1
6,"(Toys_In_The_Attic, Toys_In_The_Attic)",1
7,"(Let_It_Be, Let_It_Be)",1
8,"(Downtown_Lights, Downtown_Lights)",1
9,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
10,"(September_Gurls, September_Gurls)",1
11,"(Lady, Lady)",1
12,"(White_Room, White_Room)",1
13,"(I_Love_You, I_Love_You)",1
14,"(Lodi, Lodi)",1
