,original vs detected,count
0,"(Thin_Line_Between_Love_And_Hate, Thin_Line_Between_Love_And_Hate)",1
1,"(Strange_Little_Girl, Strange_Little_Girl)",1
2,"(Never_Let_Me_Down_Again, Never_Let_Me_Down_Again)",1
3,"(Blue_Collar_Man, Blue_Collar_Man)",1
4,"(I_Can_t_Get_Next_To_You, I_Can_t_Get_Next_To_You)",1
5,"(Straight_From_The_Heart, Straight_From_The_Heart)",1
6,"(God_Only_Knows, God_Only_Knows)",1
7,"(A_Whiter_Shade_Of_Pale, A_Whiter_Shade_Of_Pale)",1
8,"(Grand_Illusion, Grand_Illusion)",1
9,"(Addicted_To_Love, Addicted_To_Love)",1
10,"(Purple_Rain, Purple_Rain)",1
11,"(Let_It_Be, Let_It_Be)",1
12,"(Don_t_Let_It_Bring_You_Down, Don_t_Let_It_Bring_You_Down)",1
13,"(Downtown_Lights, Downtown_Lights)",1
14,"(The_Boxer, The_Boxer)",1
15,"(Caroline_No, Caroline_No)",1
16,"(Lady, Lady)",1
17,"(Abracadabra, Abracadabra)",1
18,"(White_Room, White_Room)",1
19,"(More_Than_Words, More_Than_Words)",1
20,"(I_Love_You, I_Love_You)",1
21,"(Lodi, Lodi)",1
