,id,scaled_rp,scaled_js,scaled_mfcc,scaled_skl,aggregated
0,music/Country/Amy_Farris-Heading_Eastmp3,0.0,0.0,0.0,0.0,0.0
1,music/Rock&Pop/Better_Than_Ezra-A_Lifetimemp3,0.2037631317977584,0.0554896085070435,0.022173580695551046,1.0853150939795117e-06,0.07035685157886173
2,music/Blues/Robbie_King-Tell_Memp3,0.19073146108283318,0.079413565886357,0.015513056292814183,1.2117368229303587e-06,0.07141482374970683
3,music/Alternative&Punk/Robert_Allen-High_On_The_Hogmp3,0.17996254713181573,0.08884530314439427,0.018989262042309742,1.1039260640422026e-06,0.07194955406114595
4,music/Soundtracks&More/david_elias-Christmas_Bluemp3,0.1965407509726874,0.07603248476566506,0.01868673805690891,9.624665333748796e-07,0.07281523406544868
5,music/Reggae/Unsteady-Tokyomp3,0.15126048678582088,0.1152154188203402,0.03276358106746012,2.115409613666184e-06,0.07481040052080873
6,music/Country/Rustie_Jean_Blue-The_Devil_May_Caremp3,0.1908308972972002,0.08618735308355827,0.02597662044741949,9.290734014246422e-07,0.07574894997539486
7,music/Religious/Rachel_Scott_Music-Get_A_Lifemp3,0.20725861912933427,0.0740387923587041,0.024009274514776083,1.1270410022999024e-06,0.07632695326095419
8,music/Jazz/Ivan_Smirnov-Dos_Tontosmp3,0.18111084542975098,0.0794009324865464,0.04510396097322557,1.2244781470545842e-06,0.07640424084191749
9,music/Alternative&Punk/Matchbook_Romance-Monstermp3,0.20086398110306064,0.07490470989536965,0.03993792351709138,1.451835129390826e-06,0.07892701658766277
10,music/Rock&Pop/Across_Five_Aprils-Blue_Eyed_Suicidemp3,0.2043726157760498,0.07806416269236803,0.037139420316003036,2.650038341363436e-06,0.07989471220569055
11,music/Comedy&SpokenWord/Brad_Nailer-Back_In_The_Saddlemp3,0.21530783604000178,0.08492405983552119,0.01966633924619435,9.142677466367966e-07,0.07997478734736599
12,music/Rock&Pop/All_That_Remains-This_Callingmp3,0.22726613103231974,0.07811156516254786,0.017221274334869894,1.7562657002609079e-06,0.08065018169885943
13,music/Rock&Pop/Stormgarde-The_Nightstormmp3,0.20337024433243803,0.10239108244318408,0.020185938211103184,1.9228606127880084e-06,0.08148729696183452
14,music/Rock&Pop/SWiLL-Buzzwreckermp3,0.1784233475022383,0.12479793982186042,0.02274214152259962,2.102307198060274e-06,0.08149138278847409
15,music/Country/TROUBADOUR_TUNES-NOT_LIKE_MAMA_TOLD_MEmp3,0.1857117672721093,0.11520664306249077,0.027190846477927744,1.952209813581777e-06,0.08202780225558536
16,music/Religious/Set_Free-Wherever_I_Ammp3,0.19224921262752706,0.10809770747814952,0.028202113022653703,2.2193568029254657e-06,0.0821378131212833
17,music/Country/TROUBADOUR_TUNES-ON_PAPERmp3,0.17931254170880725,0.11735261545436265,0.03421745681366705,1.456336385903447e-06,0.08272101757830572
18,music/Blues/Joe_Galea_Band-Money_Treemp3,0.21831475607515116,0.06846854458438004,0.04442008339900188,8.527284151833755e-07,0.08280105919673705
19,music/Childrens's/Kids_Zong_of_the_Week-Genetically_Modified_Gingerbread_Manmp3,0.1759786004458611,0.0990314269203668,0.05695803195882902,1.8841045801345442e-06,0.08299248585740927
20,music/Blues/DANNY_COWAN_GROUP-When_The_Blues_Follow_You_Homemp3,0.1902918994760752,0.09055481609444473,0.05152341405712073,1.3685847492219588e-06,0.08309287455309747
21,music/Jazz/Concentric-Hollow_Treemp3,0.1690140068191741,0.1072930060220056,0.05622115894975708,1.7154385653450428e-06,0.08313247180737553
22,music/Blues/Thor_And_The_Thundercats-Shut_Upmp3,0.21735122218031191,0.08066978795843,0.03513228960289569,1.2134234725597676e-06,0.08328862829127753
23,music/Jazz/Elena_Suchankova-Ive_Got_Completely_Lost_in_Yoump3,0.19276692427684008,0.10605202049695622,0.03470658078955782,2.0559585944062707e-06,0.08338189538048713
24,music/Blues/Matt_Thorpe-Watch_Outmp3,0.2206017674171834,0.08458270240170049,0.028594690640818,1.2545402271357952e-06,0.08344510374998226
25,music/Blues/Mick_Clarke-Talking_with_the_Bluesmp3,0.2184877224124305,0.09009341239405062,0.026436620661042003,1.361065713141828e-06,0.08375477913330906
26,music/Alternative&Punk/The_Butchies-Troublemp3,0.25176686020244055,0.06359865428107958,0.01972449628679672,1.6616348194501985e-06,0.08377291810128408
27,music/Religious/Tom_Read-Then_sings_my_soulmp3,0.21047395367023689,0.07704518421370828,0.04758987636468272,1.8612902749230126e-06,0.0837777188847257
28,music/Jazz/Ryles_Jazz_Orchestra-Caravanmp3,0.17014343684716648,0.13132848592054064,0.03396225994732918,2.9113443799605546e-06,0.08385927351485406
29,music/Rock&Pop/Matt_Thorpe-Make_Me_Understandmp3,0.2141757398434305,0.08738454960184448,0.034412069659213534,8.664587872280386e-07,0.08399330639081894
30,music/Rock&Pop/Fresno-O_Que_Hoje_Voc_Vmp3,0.2256383217757624,0.09996471552500684,0.010952043683809594,1.7317180522980645e-06,0.08413920317565778
31,music/Latin/Carlos_Morelia_-_LIVE-In_The_Party_round_the_world_2005mp3,0.1960678136847719,0.0965360188418732,0.04488909179095647,1.5758933949597224e-06,0.08437362505274915
32,music/Blues/Matt_Thorpe-Blues_Wont_Leave_Me_Tonightmp3,0.19463129932519813,0.09440122053705624,0.049895362769958214,1.3463063703785275e-06,0.08473230723464574
33,music/Blues/Isabelle-Am_I_Too_Bluemp3,0.1629609298145262,0.0949811501307304,0.08205612378215059,1.5010981517309978e-06,0.08499992620638973
