,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Colony/09BehindSpace'99mp3,0.0, F, minor,0.0,0.0, 143.223846436,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Fall/PigSquealsAndBreakdowns-Fall-20IATO-Dialektikmp3,0.10936130157367356, C, minor,0.0870712401055409,0.028254632856261827, 148.126831055,0.20375794237522335,0.06242374549377746,0.048710758894390825,0.572528685436401,1.251883723555677e-12,0.1390135383420651
2,music/Metal&Rock/AlternativeMetal/Volbeat-TheStrengthTheSoundTheSongs/11_Volbeat_Caroline1mp3,0.13047735105591324, D, minor,0.10466138962181179,0.0385514868359089, 144.304779053,0.246802881590573,0.12150362522793526,0.06067675536798141,0.4999989325132814,1.6313546773712108e-12,0.15033405277687956
3,music/Metal&Rock/AlternativeMetal/Volbeat-TheStrengthTheSoundTheSongs/11_Volbeat_Caroline1mp3,0.13047735105591324, D, minor,0.10466138962181179,0.0385514868359089, 144.415206909,0.2490526846445162,0.12150362522793526,0.06067675536798141,0.4999989325132814,1.6313546773712108e-12,0.15061527815862244
4,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Spring/PigSquealsAndBreakdowns-Spring-22WithoutAMartyr-SlitTheThroatsmp3,0.12173441674439583, A, minor,0.09762532981530343,0.03733746203478269, 148.42666626,0.2787029517910773,0.0796365340688197,0.028022173944497863,0.5983120627180929,2.0158330152601474e-12,0.1551713663898732
5,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-November/PigSquealsAndBreakdowns-November-08WithoutAMartyr-SlitTheThroatsmp3,0.12173314942101249, A, minor,0.09740545294635004,0.0373239692159068, 148.469772339,0.27854537792595235,0.07961157002632983,0.028022454389929438,0.6003408380196478,2.015260176300261e-12,0.15537285149339297
6,music/Metal&Rock/AlternativeMetal/AlterBridge-Fortress/04Lovermp3,0.12790309785764237, A#, minor,0.12554969217238346,0.041164082142025465, 142.945144653,0.19465888137362883,0.09466354075054437,0.0720634204612672,0.6158169262252879,7.679337025890683e-13,0.15897745512294345
7,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Fall/PigSquealsAndBreakdowns-Fall-04SilenceTheCarnage-LawsAreOnlyWordsmp3,0.132886790393697, B, minor,0.09410729991204925,0.037647155381856166, 142.901306152,0.18101457315721975,0.07230993206312569,0.07766738439704744,0.6824201674278402,3.2284144875125302e-12,0.15975666284200798
8,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-VolumeII/PigSquealsAndBreakdowns-VolumeII-14Covenants-Delusionmp3,0.13023111939562812, E, minor,0.0919085312225154,0.03878294595842511, 143.036132812,0.23864917868133112,0.07097693734283878,0.08095383092789218,0.6462644377613889,2.7478122566111965e-12,0.16222087266159593
9,music/Songs/RockPop/Indierock/TheOath-SilkRoadmp3,0.12356746092192893, D#, minor,0.0998240985048373,0.039495820175636354, 143.002059937,0.07159424585063053,0.08145746164315511,0.033723787011515224,0.8552543044132976,2.6384235320836294e-12,0.1631146473154549
