,id,scaled_rp,key,scale,scaled_levenshtein,scaled_js,bpm,scaled_bh,scaled_rh,scaled_mfcc,scaled_corr,scaled_skl,aggregated
0,music/Oldschool/RaidtheArcade-Armada/06-TNTmp3,0.0, G#, major,0.0,0.0, 126.585487366,0.0,0.0,0.0,0.0,0.0,0.0
1,music/Rock&Pop/Selina_Hebe_Ella-10_The_Journey_We_Startedmp3,0.3338321067465921, G, major,0.09384482011270048,0.034759519849385405, 126.02129364,0.13164410861263354,0.1460858164266158,0.0888963605052671,0.9292924870743947,2.289311029653827e-12,0.21979440241623477
2,music/R&B&Soul/Kedash-Stay_With_Memp3,0.3725607748788361, G#, major,0.10793237971391417,0.027187300065023397, 125.984184265,0.14333199547478948,0.1544978139905622,0.04798278428414977,0.946622547969757,1.3614120549147256e-12,0.22501444954729916
3,music/Metal&Rock/AlternativeMetal/Disturbed-TheSickness/12-Disturbed-MeaningOfLifemp3,0.4010880851620026, D#, minor,0.09146077156480277,0.047646846785075136, 125.941314697,0.14033276168019337,0.40611723164345054,0.044389231978696625,0.7301563853768562,2.168530282483428e-12,0.23264891427415568
4,music/Songs/Metal/Punketc/TheOffspring-You'reGonnaGoFarKidmp3,0.3015856679674709, C, major,0.08517555266579974,0.04311920293722026, 125.957206726,0.13203696220355926,0.30589692556395454,0.07996297604116559,0.9318798289851558,1.8447990921151244e-12,0.23495713954577135
5,music/Songs/Metal/Punketc/TheOffspring-You'reGonnaGoFarKidmp3,0.3015856679674709, C, major,0.08517555266579974,0.04311920293722026, 125.957206726,0.13203696220355926,0.30589692556395454,0.07996297604116559,0.9318798290427116,1.8447990921151244e-12,0.23495713955296582
6,music/Childrens's/Steve_Bradshaw-If_Jesus_Says_Domp3,0.33558810115264737, G, major,0.08647594278283485,0.037950984182188924, 126.778396606,0.19628846251872994,0.21014396371776595,0.08045833325218626,0.9343006936479841,2.178789075738318e-12,0.23515081015706454
7,music/Folk/The_Navigators-Warlike_Lads_Of_Russiamp3,0.2831514093320012, D, major,0.08734286952752493,0.03195266491271814, 125.456108093,0.2182761186414353,0.2546880575093922,0.0544927825362419,0.9528619330631384,1.0705575445395433e-12,0.23534572944044033
8,music/Modern&Soundtrack/HipHop/KontraK-AusdemSchatteninsLicht/07-Hassliebemp3,0.3709681414212624, D, minor,0.08799306458604247,0.038023727894108385, 125.958724976,0.12392631739497743,0.27996212944474164,0.05134716205167056,0.9352344364944166,1.8790499345781845e-12,0.2359318724111373
9,music/Latin/Gerardo_Rosales-Bembe_Coloramp3,0.2680016856225332, G, minor,0.10554833116601647,0.031070718740212954, 125.807090759,0.2643309139490781,0.2554254173637787,0.06597618828521962,0.9007533666734587,1.5092020558276345e-12,0.2363883277252259
10,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-Summer/PigSquealsAndBreakdowns-Summer-05BillionDollarMan-Vulturesmp3,0.39066427050330904, B, minor,0.0810576506285219,0.04967151086754799, 126.00100708,0.20320999763883846,0.3496633056829883,0.05592295905383816,0.7630054727444946,3.4162003135632083e-12,0.23664939589036932
11,music/Country/Ronnie_Parker-She_Wouldnt_Be_Heremp3,0.2913170885763529, G, major,0.08170784568703944,0.028902563212931665, 125.54447937,0.22407271040897173,0.24246885136968208,0.07541593553157497,0.9522902736044192,1.3698208597571206e-12,0.2370219085490427
12,music/Latin/Grupo_Zapata-El_Ausentemp3,0.3408667954956439, A#, major,0.08452535760728218,0.04288466885785706, 126.25088501,0.1108953889716897,0.27587966551854193,0.11043217387155263,0.9532015077793491,2.0152897198546194e-12,0.23983569476299144
13,music/Alternative&Punk/CocoRosie-By_Your_Sidemp3,0.2742050781073473, E, major,0.09276116168183789,0.05912959174750624, 128.346359253,0.406316102174154,0.13320908323250977,0.031703921488912386,0.9216564196798276,2.726092144950294e-12,0.23987266976435265
14,music/Modern&Soundtrack/HipHop/Mixtapemonkey/Dudes/ChanceTheRapper-AcidRap/ChanceTheRapper-AcidRap/03CocoaButterKisses(ProdByCamforJUSTICELeague&PeterCottontale)mp3,0.3512556306188866, B, minor,0.10923276983094929,0.02165479132503919, 125.890510559,0.15401474274561291,0.30954403907458466,0.04893067841221802,0.9539428543574704,6.86665004071668e-13,0.24357193829568097
15,music/Metal&Rock/AlternativeMetal/SystemOfADown-Toxicity/06-ChopSuey!mp3,0.34257142864591916, G, minor,0.08214130905938448,0.037195592620365606, 128.797927856,0.4132784613486233,0.3150172384130938,0.03652978586343403,0.7295040152483221,1.5350817350683069e-12,0.24452972890008468
16,music/Religious/Coeur_Gospel-Down_by_the_riversidemp3,0.38073794739912165, D, major,0.08430862592110967,0.040774279986512445, 125.051994324,0.2761282676326248,0.19930066848955005,0.033930622420740415,0.9444066499079056,2.699722034913008e-12,0.24494838272003305
17,music/Religious/Mike_Shaw-Belongmp3,0.29317109086092935, F, major,0.09081057650628521,0.04333534012039798, 126.003929138,0.1568217144466877,0.3211318678158433,0.11397164672720887,0.944172419433796,2.3438000708878556e-12,0.24542683198918655
18,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-KABF/PigSquealsAndBreakdowns-SponsoredBandSampler-BenefitTo-KeepABreastFoundation-13Angelmaker-BloodForBloodmp3,0.3684188502587356, A, minor,0.08257477243172952,0.051018735633043405, 125.044235229,0.29695015634839733,0.33410292428230326,0.08207348451356876,0.7603054398916,2.7103084247754595e-12,0.24693054542026102
19,music/Metal&Rock/FolkMetal/SaltatioMortis-WachstumÜberAlles/03Wachstumüberalles-EpicRemixmp3,0.35691701411556787, C, minor,0.09687906371911574,0.046548345698984674, 126.959976196,0.10866903158559829,0.3788649318734657,0.043338894747707274,0.9468253222203948,2.319682296552028e-12,0.24725532549539428
20,music/Metal&Rock/Compilations/PigSquealsAndBreakdowns/PigSquealsAndBreakdowns-KABF/PigSquealsAndBreakdowns-SponsoredBandSampler-BenefitTo-KeepABreastFoundation-15WhereTheBaptizedDrown-PriestOfDeathmp3,0.39054881630990146, A, minor,0.07325530992631123,0.05782890187626061, 125.289474487,0.3447760722062556,0.24516573346540077,0.054407289027358245,0.8127170699512272,2.8325457181396993e-12,0.24733739909569344
21,music/Country/John_Hiatt-Master_of_Disastermp3,0.36151386823430604, D, major,0.12613784135240572,0.030746943687818874, 126.732513428,0.08927763070256177,0.3960070493364477,0.037108696661220075,0.9451237567105137,9.838425220431533e-13,0.24823947333578228
22,music/Metal&Rock/MelodicDeathMetal/InFlames/InFlames-Battles/04_InFlames_TheTruthmp3,0.34024611514237585, A#, minor,0.07975726051148678,0.03992408550817285, 125.040634155,0.28858052693105757,0.24926951158805144,0.048610309783804734,0.9492066424440365,2.415220923443362e-12,0.2494493064889251
23,music/Jazz&Klassik/MarcinPatrzalek-Hush/09_Salt-Hortensja_Essex_Remixwav,0.4258846215883438, B, minor,0.10294755093194626,0.025655946930471133, 126.024093628,0.1242366749737923,0.3416447459169635,0.06785039649269384,0.9145713506261053,2.6182845942128436e-12,0.25034891093286676
24,music/Metal&Rock/AlternativeMetal/AlterBridge-Fortress/11AllEndsWellmp3,0.4143068298824827, C#, major,0.11811876896402254,0.043240162763113626, 128.165527344,0.2954634824469534,0.31145808572811584,0.05869495814596475,0.7617174311289244,1.7893588872967857e-12,0.25037496488267086
